CONTROL_NUMBER,DONATED,CLUSTER_CODE,CARD_PROM_12,MONTHS_SINCE_FIRST_GIFT,LAST_GIFT_AMT,PCT_ATTRIBUTE1,NUMBER_PROM_12,MOR_HIT_RATE,INCOME_GROUP,RECENT_RESPONSE_COUNT,MONTHS_SINCE_ORIGIN,PUBLISHED_PHONE,LIFETIME_MAX_GIFT_AMT,RECENCY_STATUS_96NK,FILE_CARD_GIFT,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_PROP,PCT_OWNER_OCCUPIED,FREQUENCY_STATUS_97NK
129577,0,16,6,31,12.0,0,13,1,2.0,4,29,1,15.0,A,1,16.0,0.308,82,3
61282,0,40,6,81,10.0,0,13,3,5.0,3,89,0,20.0,A,6,18.0,0.167,87,2
145905,1,11,6,33,20.0,0,12,2,5.0,4,29,1,50.0,A,3,21.0,0.25,40,1
56452,0,40,6,116,14.0,1,13,0,4.0,2,137,0,16.0,S,7,17.0,0.105,93,2
57669,0,13,7,44,11.0,0,14,0,2.0,5,41,1,11.0,A,3,16.0,0.227,73,3
158843,1,40,5,26,12.0,0,11,0,3.0,3,29,0,12.0,N,2,15.0,0.231,76,3
62998,0,43,6,69,12.0,0,13,0,5.0,4,77,0,12.0,A,5,15.0,0.211,90,3
47492,0,14,6,29,25.0,0,13,2,7.0,2,29,1,25.0,A,2,21.0,0.154,90,1
152470,1,13,6,130,35.0,0,13,0,,2,137,0,45.0,A,8,22.0,0.095,68,1
57982,0,39,5,130,10.0,0,12,12,5.0,2,137,1,11.0,A,13,32.0,0.1,86,1
126961,1,42,6,81,16.0,0,13,0,7.0,3,89,0,17.0,A,9,15.0,0.15,76,2
66256,0,16,6,75,10.0,0,14,8,2.0,6,77,1,16.0,S,3,19.0,0.273,87,3
13640,0,21,6,85,15.0,0,27,0,,3,89,0,20.0,S,9,21.0,0.143,33,2
81040,0,48,6,81,35.0,0,13,7,4.0,1,89,1,35.0,A,7,29.0,0.045,82,1
83051,0,13,7,31,21.0,0,14,5,7.0,2,29,1,30.0,A,1,23.0,0.143,94,2
49791,0,44,6,113,6.0,1,15,13,3.0,7,113,1,8.0,A,5,15.0,0.35,89,4
111592,1,32,6,127,27.0,0,13,0,1.0,3,137,1,27.0,A,7,18.0,0.136,50,1
30017,0,37,5,27,16.0,0,11,0,,2,29,0,16.0,N,1,18.0,0.143,78,1
20551,0,34,5,106,15.0,0,13,16,2.0,2,137,1,15.0,A,7,15.0,0.105,82,1
82778,0,02,5,81,10.0,0,12,2,3.0,4,89,1,10.0,A,5,15.0,0.19,96,2
19376,0,24,6,102,150.0,0,15,0,1.0,3,113,0,150.0,A,4,17.0,0.143,76,4
16813,1,24,5,24,6.0,0,13,0,,4,29,0,8.0,N,2,16.0,0.444,65,4
120938,0,07,5,105,12.0,0,10,0,,3,113,1,14.0,A,7,24.0,0.167,70,1
113680,1,41,5,17,20.0,0,13,0,6.0,1,17,0,20.0,F,1,17.0,0.25,75,1
47280,0,32,6,128,10.0,2,13,17,1.0,3,137,1,10.0,S,8,17.0,0.15,75,2
188981,0,50,6,45,1.0,1,12,0,3.0,2,41,0,25.0,A,2,24.0,0.1,83,1
128943,0,13,5,130,9.0,0,12,0,,4,137,1,10.0,S,14,18.0,0.2,79,2
178783,0,12,6,68,30.0,0,13,7,7.0,2,77,0,30.0,A,2,16.0,0.1,83,1
153521,0,17,5,113,10.0,3,12,0,,3,113,0,13.0,S,9,18.0,0.15,20,2
100789,0,09,4,23,25.0,0,12,0,2.0,1,29,1,25.0,N,1,23.0,0.143,19,1
163506,1,01,6,120,15.0,1,14,0,,5,137,0,25.0,S,7,16.0,0.263,94,2
53517,0,13,4,39,15.0,0,10,1,7.0,2,41,1,15.0,A,2,17.0,0.111,79,1
80949,0,36,6,88,5.0,0,13,2,3.0,5,89,1,10.0,A,6,18.0,0.313,76,4
139171,0,44,4,20,20.0,1,10,0,,1,17,0,20.0,F,1,20.0,0.143,92,1
96760,0,27,4,87,15.0,0,10,14,4.0,1,89,1,15.0,A,4,18.0,0.071,83,1
62608,0,30,6,28,32.0,0,13,1,2.0,4,29,1,38.0,A,2,20.0,0.333,70,3
134007,0,21,4,112,14.0,12,8,0,,3,113,0,14.0,A,4,15.0,0.273,69,3
117230,1,30,3,126,10.0,0,6,5,5.0,3,137,1,12.0,A,7,17.0,0.3,72,2
45722,0,36,4,122,15.0,1,10,0,2.0,2,137,0,20.0,S,12,17.0,0.133,0,2
100736,0,08,5,29,20.0,2,11,4,3.0,2,29,1,20.0,A,1,15.0,0.154,88,1
143110,0,01,4,32,16.0,0,10,2,6.0,2,29,0,16.0,A,2,22.0,0.125,42,1
87763,0,24,5,28,10.0,0,12,0,3.0,4,29,0,10.0,A,1,15.0,0.333,97,3
124208,0,39,5,127,12.5,0,12,0,4.0,5,137,0,30.0,S,15,18.0,0.238,79,4
152898,0,18,6,69,11.0,5,12,0,5.0,3,77,0,11.0,A,3,17.0,0.167,70,3
36913,0,27,5,81,13.0,0,14,1,3.0,2,89,1,13.0,A,6,18.0,0.105,89,1
16871,1,34,6,69,20.0,0,12,8,5.0,2,77,0,25.0,S,4,23.0,0.095,89,2
66701,0,40,5,126,25.0,0,8,10,5.0,3,137,1,25.0,A,8,24.0,0.231,89,1
20846,0,23,6,41,20.0,5,13,0,2.0,2,41,1,100.0,A,2,19.0,0.1,73,1
122311,0,21,6,29,21.0,0,12,0,7.0,3,29,0,23.0,A,3,22.0,0.2,36,2
135336,0,14,4,33,15.0,0,10,0,4.0,2,29,0,15.0,A,1,19.0,0.133,92,1
56049,1,47,4,76,10.0,1,11,0,4.0,3,77,0,15.0,A,6,17.0,0.188,85,2
92315,0,13,6,65,25.0,0,13,0,,1,65,0,25.0,A,3,17.0,0.045,74,1
139240,0,34,6,80,10.0,0,14,2,7.0,7,89,0,22.0,S,12,15.0,0.333,88,4
1611,0,31,9,128,5.0,1,22,33,1.0,5,137,1,20.0,A,17,18.0,0.227,40,1
113009,0,34,4,105,10.0,0,8,2,5.0,3,113,1,16.0,S,10,24.0,0.167,78,1
92447,0,12,6,40,15.0,0,12,9,5.0,3,41,1,15.0,A,1,17.0,0.143,88,2
30640,1,28,6,65,15.0,5,12,14,4.0,4,65,1,15.0,A,4,21.0,0.25,50,2
112504,1,24,6,44,7.0,1,12,0,5.0,9,41,0,7.0,S,4,18.0,0.409,94,4
93151,0,01,6,75,25.0,0,13,25,3.0,1,77,0,25.0,A,3,17.0,0.053,27,1
62700,0,41,6,33,5.0,1,12,5,4.0,6,29,1,10.0,A,5,17.0,0.333,72,4
54708,1,36,5,16,6.0,0,16,0,5.0,1,17,1,53.0,F,1,16.0,0.2,74,2
6562,0,03,6,68,10.0,0,30,2,1.0,5,77,1,10.0,S,7,21.0,0.263,59,3
117639,0,21,6,118,10.0,0,13,0,1.0,4,125,0,15.0,A,6,15.0,0.222,0,3
117160,0,08,6,105,16.0,0,12,0,1.0,4,113,0,16.0,S,8,21.0,0.222,48,3
25854,0,33,5,16,25.0,0,12,0,1.0,1,17,1,25.0,F,1,16.0,0.2,21,1
28008,0,24,6,92,20.0,0,15,2,7.0,1,101,1,25.0,A,3,18.0,0.053,54,1
57463,1,17,4,115,18.0,0,9,0,6.0,1,125,0,18.0,A,5,24.0,0.067,31,1
94205,0,05,6,92,5.0,0,11,0,5.0,4,101,0,7.0,A,6,21.0,0.222,90,3
167582,0,01,6,44,40.0,0,13,0,5.0,4,41,0,40.0,A,3,15.0,0.2,77,3
121863,0,21,4,28,15.0,0,10,15,2.0,2,29,0,15.0,A,1,15.0,0.154,72,1
88109,0,13,6,101,25.0,0,14,21,2.0,4,101,1,25.0,S,6,18.0,0.235,96,3
120066,0,36,4,45,17.0,0,10,0,5.0,1,41,0,17.0,A,2,21.0,0.067,73,1
32645,0,31,5,16,20.0,0,12,1,1.0,1,17,1,20.0,F,0,16.0,0.2,74,1
150268,0,06,6,24,13.0,0,14,3,2.0,4,29,1,20.0,N,3,16.0,0.4,57,4
150400,0,18,5,124,15.0,0,11,0,5.0,3,125,0,15.0,A,8,15.0,0.158,67,2
162340,0,13,2,31,15.0,0,10,0,5.0,2,29,0,15.0,E,0,15.0,0.2,76,1
154946,0,39,4,66,20.0,0,9,1,4.0,1,77,0,20.0,A,2,18.0,0.125,87,1
178179,0,17,6,33,7.0,0,13,0,4.0,6,29,0,7.0,S,3,17.0,0.4,32,4
17516,0,40,6,64,14.0,0,13,0,6.0,2,65,1,25.0,A,2,20.0,0.095,82,2
64037,0,12,6,96,10.0,0,14,1,4.0,4,101,1,25.0,S,5,20.0,0.19,94,3
42907,0,23,4,32,15.0,0,10,0,5.0,2,29,1,15.0,A,2,24.0,0.133,78,1
26467,0,15,6,45,5.0,0,15,0,,8,41,0,5.0,S,6,15.0,0.4,37,4
133459,0,39,4,19,15.0,1,12,0,5.0,1,17,1,15.0,F,0,19.0,0.2,85,1
20341,1,23,5,99,7.0,0,11,0,5.0,5,137,0,10.0,S,8,15.0,0.333,83,3
67658,0,10,4,17,20.0,0,10,17,6.0,1,17,0,20.0,F,1,17.0,0.2,19,1
53484,0,16,6,24,7.0,0,13,27,4.0,3,29,1,10.0,N,2,16.0,0.273,91,3
19364,0,27,6,45,20.84,0,15,0,5.0,3,41,0,20.84,A,1,18.0,0.136,61,2
15790,0,28,5,88,10.0,0,13,20,3.0,4,89,0,10.0,A,11,16.0,0.2,77,1
89642,1,24,4,87,15.0,0,9,0,,1,89,0,15.0,A,4,25.0,0.05,87,1
85039,0,46,6,123,1.0,0,14,0,,7,137,1,5.0,S,20,15.0,0.412,59,4
69445,1,35,4,21,20.0,0,10,4,7.0,1,17,1,20.0,F,1,21.0,0.143,97,1
169916,0,42,6,128,8.0,1,12,0,5.0,3,137,0,12.0,S,11,18.0,0.143,73,2
46343,0,27,5,130,6.0,0,11,18,3.0,5,137,1,7.0,S,13,18.0,0.294,55,3
50180,0,49,4,89,17.0,0,10,0,4.0,2,89,1,17.0,A,3,26.0,0.1,83,1
51469,1,25,6,29,10.0,0,14,1,5.0,5,29,1,10.0,A,3,15.0,0.385,45,4
178551,0,22,6,28,10.0,0,12,12,5.0,3,29,1,10.0,A,2,18.0,0.214,45,3
136982,0,35,6,45,25.0,0,14,0,5.0,2,41,0,25.0,A,2,16.0,0.125,96,2
98267,0,44,6,122,25.0,0,13,0,5.0,2,137,1,25.0,A,8,18.0,0.091,89,1
99787,0,40,5,54,10.0,1,10,0,,5,65,0,18.0,S,4,17.0,0.227,84,3
57996,0,36,5,113,10.0,0,12,0,5.0,5,113,1,12.0,A,15,16.0,0.238,76,1
84033,0,18,5,76,25.0,0,10,13,4.0,1,77,1,25.0,A,1,25.0,0.063,95,1
120490,0,35,6,67,15.0,1,14,0,,6,77,0,17.0,S,8,15.0,0.3,80,3
80024,0,44,6,29,17.0,0,12,1,6.0,3,29,1,17.0,A,3,21.0,0.231,73,2
42769,0,28,6,105,15.0,0,13,6,5.0,2,113,1,15.0,A,6,17.0,0.125,69,2
94757,1,16,6,65,10.0,0,13,0,5.0,4,65,0,14.0,S,7,24.0,0.2,82,2
107938,0,08,2,110,15.0,0,7,1,5.0,1,113,1,15.0,A,5,16.0,0.083,88,1
58750,0,49,6,68,8.0,0,12,0,4.0,6,77,0,8.0,S,11,18.0,0.3,90,3
25627,0,32,6,24,10.0,0,13,13,1.0,3,29,1,10.0,N,2,17.0,0.3,55,3
160938,0,27,3,21,15.0,2,8,0,6.0,1,17,1,15.0,F,1,21.0,0.143,57,1
130816,0,35,6,117,20.0,0,15,4,5.0,8,125,1,33.0,S,11,18.0,0.421,89,4
68441,1,10,6,33,30.0,0,13,0,2.0,2,29,0,30.0,A,2,17.0,0.111,43,1
3742,0,24,8,127,15.0,0,26,5,7.0,0,137,1,28.0,A,9,,0.0,81,1
23241,0,40,6,22,20.0,2,13,0,1.0,1,29,0,20.0,N,0,18.0,0.125,82,2
119080,0,40,5,130,12.0,0,12,1,5.0,2,137,1,14.0,A,12,21.0,0.111,82,1
31156,0,24,4,32,15.0,1,10,2,4.0,2,29,1,15.0,A,0,18.0,0.154,83,1
176777,0,42,5,32,5.0,0,13,1,5.0,3,29,1,30.0,A,2,16.0,0.214,81,2
775,0,15,11,67,15.0,0,29,1,5.0,7,65,0,18.0,A,8,13.0,0.368,78,4
127014,0,22,6,81,25.0,0,13,30,7.0,4,89,1,25.0,A,5,22.0,0.19,10,1
185934,1,10,5,32,25.0,0,17,0,,2,29,0,25.0,A,2,25.0,0.125,42,1
12348,0,23,6,67,100.0,0,27,14,5.0,2,77,0,100.0,A,3,23.0,0.091,48,1
4879,0,36,7,114,20.0,0,24,2,5.0,2,137,1,20.0,A,6,21.0,0.105,69,1
93880,1,08,6,32,20.0,0,12,0,2.0,2,29,0,20.0,A,0,18.0,0.105,47,1
181671,0,27,6,31,20.0,0,13,0,4.0,3,29,0,21.0,A,2,18.0,0.2,75,2
142783,1,01,4,57,25.0,0,8,0,1.0,3,65,0,25.0,A,2,17.0,0.158,6,2
29749,0,50,4,41,20.0,0,10,0,5.0,1,41,0,20.0,A,2,21.0,0.063,65,1
7550,0,04,7,130,10.0,0,16,39,2.0,4,137,1,15.0,S,16,17.0,0.211,36,3
145387,0,11,5,53,21.0,0,12,1,6.0,3,53,1,21.0,A,3,15.0,0.176,54,2
141159,1,16,5,16,20.0,0,12,0,,1,17,0,20.0,F,1,16.0,0.2,95,1
18585,0,41,6,130,27.0,2,14,0,2.0,3,137,0,27.0,S,13,18.0,0.143,70,2
66107,0,40,5,33,25.0,0,12,11,5.0,3,29,1,25.0,A,1,15.0,0.167,69,1
30629,1,28,4,29,15.0,0,9,13,1.0,2,29,1,15.0,A,2,24.0,0.167,89,1
28705,0,21,6,53,25.0,0,14,0,4.0,1,53,0,25.0,A,3,17.0,0.05,99,1
130013,0,03,6,29,15.0,0,13,0,2.0,2,29,1,18.0,A,2,23.0,0.143,59,3
15513,0,31,4,75,20.0,0,11,1,2.0,4,77,1,20.0,A,4,15.0,0.2,29,2
27634,1,35,4,103,15.0,0,8,0,,5,113,1,15.0,A,7,25.0,0.294,88,2
14552,1,35,6,113,17.0,0,14,0,4.0,4,113,0,17.0,S,12,21.0,0.19,82,2
190715,0,13,3,23,20.0,2,8,2,6.0,1,29,1,20.0,N,1,23.0,0.143,68,1
42532,0,29,6,69,25.0,3,13,12,6.0,3,77,0,25.0,A,8,18.0,0.143,52,1
168102,0,08,6,92,17.0,0,14,0,1.0,2,101,0,17.0,A,3,17.0,0.095,48,1
44634,1,26,6,88,10.0,0,13,4,7.0,4,89,1,10.0,A,4,17.0,0.364,50,3
110847,1,47,5,128,5.0,0,10,0,2.0,9,137,1,10.0,S,25,15.0,0.563,76,4
187543,0,26,2,41,15.0,4,6,0,,2,41,0,15.0,E,3,21.0,0.25,88,1
36868,0,20,4,17,15.0,1,10,0,,1,17,0,15.0,F,1,17.0,0.2,76,1
45313,0,16,6,93,15.0,0,12,0,,3,101,1,15.0,A,3,20.0,0.176,82,3
94473,1,18,6,93,20.0,0,13,1,7.0,2,101,1,20.0,A,5,25.0,0.091,78,1
148636,1,07,6,68,10.0,0,13,0,,3,77,0,15.0,A,4,25.0,0.143,49,2
40516,1,23,5,70,15.0,0,12,0,7.0,2,77,1,17.0,A,2,15.0,0.1,75,1
60638,0,17,6,44,6.0,2,12,11,1.0,5,41,1,8.0,A,3,17.0,0.263,11,4
126756,0,37,6,53,5.0,0,11,0,6.0,3,53,1,7.0,A,3,20.0,0.176,64,4
63632,0,23,6,81,15.0,0,14,6,5.0,4,89,1,15.0,A,5,16.0,0.222,57,3
145231,1,04,4,56,6.0,0,9,0,,8,65,0,8.0,S,11,15.0,0.471,0,4
81317,0,43,5,127,5.0,0,11,6,1.0,3,137,0,8.0,S,17,18.0,0.167,78,4
105823,1,12,6,65,5.0,0,18,0,4.0,5,65,0,15.0,A,4,16.0,0.263,96,4
169863,1,23,4,41,17.0,0,10,12,5.0,1,41,1,17.0,A,2,20.0,0.056,95,1
66187,1,16,6,20,20.0,0,14,0,2.0,2,17,0,20.0,N,1,16.0,0.25,96,2
143086,0,08,6,74,16.0,0,13,0,,2,77,0,16.0,A,3,18.0,0.1,48,2
69861,0,41,6,53,16.0,0,14,5,2.0,7,53,1,16.0,S,6,17.0,0.333,39,4
148029,0,13,4,101,10.0,0,9,5,7.0,2,113,0,10.0,A,8,26.0,0.111,95,1
109203,0,36,5,15,25.0,0,10,0,4.0,1,17,0,25.0,F,0,15.0,0.25,69,1
147484,1,13,6,82,12.0,0,13,2,4.0,2,89,1,15.0,A,2,18.0,0.1,94,2
50366,0,41,4,18,20.0,0,10,3,1.0,1,17,1,20.0,F,1,18.0,0.25,59,1
186486,1,01,7,40,5.0,0,18,0,,8,41,0,9.0,S,7,18.0,0.421,72,4
25336,0,41,6,129,10.0,0,13,0,1.0,3,137,1,10.0,S,11,19.0,0.143,75,2
59204,0,30,5,112,6.0,1,13,0,3.0,13,113,0,10.0,S,19,15.0,0.65,86,4
7516,0,24,5,123,5.0,1,20,1,5.0,7,125,1,50.0,S,21,21.0,0.368,94,4
81890,0,53,6,74,20.0,0,13,0,,2,77,0,20.0,A,2,19.0,0.095,84,1
136671,0,52,6,130,9.0,1,13,0,,7,137,0,9.0,S,10,17.0,0.35,68,4
165066,0,24,4,92,20.0,0,10,2,5.0,1,101,1,20.0,A,1,23.0,0.143,64,1
70433,0,53,6,28,8.0,0,12,0,2.0,3,29,0,10.0,A,3,23.0,0.214,60,3
161501,0,14,6,45,15.0,0,12,0,5.0,3,41,0,16.0,A,3,18.0,0.176,92,2
49599,0,36,6,128,60.0,0,13,30,4.0,2,137,0,60.0,A,8,19.0,0.091,85,1
7300,0,30,4,125,16.0,0,10,8,4.0,1,137,1,16.0,A,5,26.0,0.059,34,1
184635,0,24,6,54,25.0,0,13,23,7.0,0,65,1,25.0,A,1,,0.0,84,1
73946,0,45,6,113,10.0,0,14,0,,1,113,1,10.0,A,4,20.0,0.083,86,4
163606,0,01,4,24,25.0,0,9,3,5.0,1,29,1,25.0,N,1,24.0,0.1,0,1
43052,1,23,4,64,15.0,0,7,0,,4,65,1,15.0,A,5,18.0,0.2,47,3
174152,1,12,6,55,21.0,14,13,3,5.0,2,65,1,21.0,A,1,17.0,0.1,73,1
2941,0,12,6,53,20.0,2,23,0,6.0,2,53,0,20.0,A,2,16.0,0.1,77,1
7169,0,03,6,126,5.0,0,13,0,,2,137,0,20.0,S,10,18.0,0.133,87,2
129698,0,14,6,88,15.0,0,13,34,4.0,3,89,1,15.0,S,5,16.0,0.143,92,2
182636,0,49,3,91,25.0,0,10,0,,1,101,0,25.0,E,5,15.0,0.063,72,1
177716,0,45,6,44,20.0,0,11,6,3.0,2,41,1,20.0,A,2,24.0,0.111,75,1
1505,0,44,11,52,10.0,0,25,0,,5,41,0,20.0,A,4,19.0,0.238,26,2
91134,0,26,4,15,20.0,0,10,0,,2,17,0,20.0,N,1,15.0,0.5,39,2
150061,1,13,6,77,30.0,0,13,0,6.0,2,77,0,30.0,A,5,23.0,0.1,91,1
137668,0,36,6,81,10.0,0,12,0,3.0,5,89,1,10.0,A,3,15.0,0.333,70,3
119039,0,17,6,51,15.0,0,13,3,4.0,4,53,1,15.0,A,4,18.0,0.2,47,2
29019,0,47,6,125,25.0,0,14,0,2.0,1,125,1,25.0,A,14,17.0,0.048,72,1
105296,0,45,5,40,15.0,0,12,0,2.0,2,41,1,15.0,A,2,17.0,0.111,79,1
55621,0,36,4,130,5.0,0,7,0,7.0,3,137,0,52.0,S,15,22.0,0.25,59,2
125775,0,38,4,28,16.0,38,10,1,2.0,2,29,1,16.0,A,0,19.0,0.154,0,1
82981,0,18,4,21,20.0,0,10,2,1.0,1,17,1,20.0,F,1,21.0,0.143,90,1
142460,0,10,4,15,15.0,0,9,0,2.0,1,17,0,15.0,F,0,15.0,0.25,37,1
111906,0,51,5,124,40.0,1,11,0,,1,125,0,40.0,A,4,27.0,0.05,70,1
144109,0,01,6,103,11.0,0,14,0,,5,113,0,15.0,S,8,18.0,0.227,31,3
9002,0, .,4,125,12.0,0,12,0,3.0,0,125,0,15.0,A,10,,0.0,81,1
177315,1,40,6,125,10.0,0,13,3,6.0,3,137,0,15.0,S,7,18.0,0.176,82,2
109429,1,40,4,17,16.0,0,10,19,5.0,1,17,1,16.0,F,1,17.0,0.2,84,1
44240,0,33,4,39,15.0,1,11,0,2.0,1,41,1,15.0,A,2,21.0,0.059,88,1
37904,0,23,4,32,20.0,1,10,13,4.0,2,29,1,20.0,A,1,24.0,0.118,60,1
110898,0,36,6,65,9.0,0,13,1,5.0,4,65,1,10.0,S,4,16.0,0.211,85,3
100353,0,23,5,114,30.0,0,13,0,,4,137,0,30.0,E,11,17.0,0.235,81,2
174515,0,49,4,17,20.0,0,10,0,2.0,1,17,1,20.0,F,1,17.0,0.2,82,1
122850,0,02,6,85,10.0,0,13,5,2.0,3,77,1,10.0,A,4,17.0,0.167,83,4
82770,0,08,6,56,18.0,0,12,0,5.0,2,65,1,18.0,A,2,21.0,0.105,78,1
95914,0,49,4,64,15.0,0,10,0,3.0,1,65,1,15.0,A,1,18.0,0.071,79,1
60265,1,30,3,130,5.0,0,8,0,,4,137,0,7.0,S,11,15.0,0.333,59,3
36840,0,20,4,126,10.0,1,11,15,5.0,2,137,1,10.0,A,11,19.0,0.111,68,1
5918,0,44,13,126,25.0,0,64,0,2.0,12,137,1,30.0,S,23,12.0,0.545,88,4
18948,1,11,6,81,15.0,0,12,0,5.0,2,89,0,20.0,A,7,24.0,0.1,96,1
111474,0,41,5,80,10.0,0,12,1,3.0,7,89,1,10.0,A,12,15.0,0.333,77,2
96840,0,49,4,100,10.0,0,10,0,,4,113,0,10.0,A,23,26.0,0.25,76,1
40691,0,25,3,92,13.0,1,12,0,5.0,3,89,1,13.0,E,11,15.0,0.188,31,1
176140,1,24,4,105,5.0,0,9,0,,4,113,0,14.0,A,6,16.0,0.222,89,4
142899,0,03,5,27,20.0,0,11,0,2.0,2,29,0,20.0,N,0,18.0,0.143,44,2
82219,0,40,6,81,10.0,0,15,12,3.0,7,89,1,10.0,S,10,16.0,0.333,92,4
64712,0,05,4,93,10.0,0,9,7,2.0,3,101,1,15.0,A,8,26.0,0.176,96,1
90265,0,12,6,29,25.0,0,14,0,,2,29,0,25.0,A,2,22.0,0.143,42,1
14420,1,36,6,80,15.0,0,13,24,5.0,2,89,1,15.0,A,4,23.0,0.1,78,1
133491,1,39,6,32,46.0,1,13,6,5.0,3,29,1,50.0,A,1,19.0,0.214,83,2
19068,0,36,5,111,15.0,0,11,1,4.0,4,113,1,20.0,A,8,26.0,0.211,79,2
157657,0,24,6,75,15.0,0,13,0,5.0,4,77,0,15.0,S,5,17.0,0.211,94,2
282,1,35,5,87,20.0,1,14,11,6.0,1,17,1,20.0,F,1,20.0,0.077,87,1
23877,0,22,4,33,15.0,22,10,3,3.0,2,29,1,15.0,A,1,20.0,0.154,53,1
61988,0,49,6,73,25.0,0,13,0,3.0,1,77,0,25.0,A,2,18.0,0.053,69,1
159091,1,24,6,32,10.0,0,12,0,5.0,3,29,0,10.0,A,2,17.0,0.231,93,3
178009,1,45,5,129,5.0,0,12,0,2.0,8,137,1,6.0,S,21,17.0,0.444,77,3
59182,0,27,6,45,20.0,0,13,0,,2,41,0,20.0,A,1,18.0,0.1,67,1
69636,0,40,6,89,27.0,0,14,8,1.0,7,89,1,32.0,S,14,17.0,0.35,95,4
185837,0,29,7,28,21.0,0,19,0,,2,29,0,21.0,A,1,19.0,0.143,80,1
123468,0,22,6,122,25.0,0,13,1,4.0,1,137,1,25.0,A,8,18.0,0.059,52,1
142285,0,38,4,31,16.0,1,9,0,3.0,1,29,0,16.0,A,1,24.0,0.077,71,1
91591,1,23,4,105,15.0,0,7,0,1.0,1,113,1,15.0,A,3,19.0,0.067,67,2
68954,0,14,4,124,13.0,0,8,8,5.0,3,125,0,15.0,S,11,19.0,0.2,93,2
132341,0,22,4,16,15.0,0,11,0,2.0,1,17,1,15.0,F,0,16.0,0.2,72,1
141591,1,18,4,126,12.0,2,10,0,,2,137,0,20.0,S,10,16.0,0.154,86,2
166770,1,42,5,81,15.0,1,10,0,,2,89,0,15.0,A,4,24.0,0.118,73,1
34612,0,30,6,64,25.0,0,29,10,5.0,2,65,1,25.0,A,4,29.0,0.095,67,1
72660,0,38,5,51,15.0,0,12,0,,1,53,0,15.0,A,1,19.0,0.056,70,1
64581,0,40,6,29,25.0,0,13,5,5.0,2,29,1,25.0,A,1,18.0,0.133,96,1
26104,0,24,6,76,10.0,0,15,8,6.0,4,77,0,12.0,S,5,25.0,0.19,93,3
52825,0,24,4,41,15.0,0,10,0,7.0,2,41,0,15.0,A,2,21.0,0.111,89,1
150349,0,10,6,52,3.0,0,12,0,4.0,5,65,0,7.0,A,4,18.0,0.294,47,4
179923,0,20,6,41,20.0,0,13,5,5.0,4,41,1,20.0,S,3,18.0,0.211,53,2
149046,0,24,4,30,15.0,0,10,0,6.0,2,29,0,15.0,A,1,18.0,0.154,88,1
113031,0,35,5,21,25.0,0,11,0,6.0,1,17,1,25.0,N,1,21.0,0.143,69,1
150081,0,35,5,17,50.0,0,11,0,5.0,1,17,0,50.0,F,1,17.0,0.2,88,1
62610,0,40,6,31,5.0,0,12,10,5.0,5,29,1,8.0,A,2,18.0,0.357,87,4
148213,1,12,5,21,15.0,0,10,33,4.0,2,17,0,15.0,N,2,15.0,0.333,84,2
3325,0,24,9,105,10.0,0,32,2,3.0,3,113,1,10.0,S,8,18.0,0.15,76,2
155030,0,26,5,77,10.0,1,10,0,,4,77,0,11.0,A,11,23.0,0.286,11,1
94004,0,27,5,129,5.0,0,13,0,,7,137,0,5.0,S,19,16.0,0.368,60,4
102360,0,16,5,75,30.0,0,11,0,,2,77,0,30.0,A,3,26.0,0.1,68,1
176285,0,27,6,67,15.0,0,13,0,,2,77,0,15.0,A,1,15.0,0.105,57,2
122814,0,24,3,96,10.0,0,10,1,5.0,1,101,0,40.0,E,9,15.0,0.063,90,1
140701,0,52,5,128,25.0,0,12,0,,1,137,1,25.0,A,8,25.0,0.059,67,1
92671,0,24,6,44,20.0,0,13,0,5.0,4,41,0,20.0,A,3,18.0,0.211,98,3
130537,0,18,6,38,3.0,0,12,2,5.0,5,41,0,6.0,A,4,17.0,0.25,82,4
160869,1,27,6,91,6.0,0,12,0,,9,101,1,6.0,S,12,18.0,0.5,60,4
124095,1,30,3,20,15.0,0,8,16,2.0,1,29,1,15.0,F,1,20.0,0.167,85,1
142195,0,24,6,40,22.0,0,13,5,7.0,2,41,1,22.0,A,1,19.0,0.1,94,1
22989,1,39,6,34,12.0,12,12,0,4.0,4,41,1,13.0,A,1,15.0,0.235,76,4
161218,0,40,5,23,15.0,0,15,0,2.0,3,29,0,15.0,N,2,15.0,0.3,42,3
72886,0,49,6,64,30.0,0,12,0,1.0,3,65,0,35.0,A,4,24.0,0.136,89,1
9063,1, .,6,116,14.0,0,15,0,2.0,4,137,0,15.0,S,8,18.0,0.19,86,3
139227,1,39,5,113,20.0,0,13,0,,6,113,0,20.0,A,10,15.0,0.316,87,2
134169,0,49,6,44,25.0,0,14,0,4.0,4,41,0,25.0,A,3,16.0,0.19,78,2
95200,0,49,6,124,20.0,0,14,0,5.0,4,137,0,25.0,S,13,2.0,0.19,78,2
115810,0,30,5,44,30.0,0,13,0,5.0,2,53,0,30.0,L,1,15.0,0.118,40,1
84403,0,44,3,23,20.0,1,8,0,3.0,1,29,1,20.0,N,1,23.0,0.143,94,1
187208,0,34,2,16,20.0,1,6,0,,1,17,0,20.0,E,1,16.0,0.5,70,1
15088,0,49,6,106,25.0,0,14,0,6.0,2,137,1,25.0,A,2,19.0,0.091,86,1
