CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_CARD_PROM,LIFETIME_PROM,DONOR_AGE,PCT_ATTRIBUTE3,MOR_HIT_RATE,URBANICITY,PCT_OWNER_OCCUPIED,RECENT_CARD_RESPONSE_PROP,CARD_PROM_12,RECENT_RESPONSE_PROP,MONTHS_SINCE_ORIGIN,LAST_GIFT_AMT,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,LIFETIME_GIFT_COUNT,PER_CAPITA_INCOME,LIFETIME_MIN_GIFT_AMT
80109,0,49,26,63,57.0,25,4,R,85,0.111,6,0.1,101,15.0,0,A,9,12453,5.0
7516,0,24,34,105,43.0,55,1,C,94,0.545,5,0.368,125,5.0,1,S,47,20552,5.0
110769,0,51,18,42,59.0,32,0,R,77,0.222,6,0.105,53,20.0,0,A,5,8512,5.0
4240,0,12,17,48,,53,0,S,93,0.2,4,0.182,77,15.0,0,A,10,14554,5.0
118655,0,53,29,71,68.0,21,0,R,85,0.182,6,0.182,113,10.0,1,S,19,8607,3.0
88410,0,35,29,66,62.0,37,0,T,91,0.0,6,0.05,113,20.0,19,A,10,16257,5.0
20641,0,50,6,14,27.0,24,0,R,87,0.0,5,0.2,17,20.0,0,F,1,12791,20.0
6099,1,36,29,107,42.0,27,5,T,81,0.273,8,0.286,89,5.0,1,S,32,13449,3.0
98394,0,43,9,25,,26,8,R,81,0.167,5,0.231,29,5.0,0,A,5,12070,3.0
166356,0,13,22,53,86.0,45,0,S,95,0.273,6,0.25,65,20.0,0,A,16,60492,4.0
51426,1,36,14,35,51.0,22,1,T,81,0.0,6,0.053,41,20.0,0,A,3,10808,5.0
167536,0,01,10,27,63.0,35,0,U,17,0.333,6,0.286,29,52.0,0,A,4,23533,50.0
20065,1,40,21,56,44.0,61,0,T,63,0.0,6,0.105,77,24.0,1,S,7,13168,10.0
165925,0,27,11,25,67.0,35,0,C,73,0.0,4,0.063,41,15.0,0,A,2,11082,3.0
111854,0,31,16,38,54.0,45,12,C,24,0.125,6,0.111,53,20.0,0,A,4,11807,10.0
145903,0,12,12,32,81.0,43,0,S,84,0.25,6,0.111,29,30.0,0,A,2,16862,25.0
187628,1,35,7,19,,28,0,T,83,0.75,1,0.5,41,10.0,0,E,7,18693,5.0
60660,0,11,27,67,65.0,31,0,S,51,0.5,6,0.333,137,5.0,1,S,16,29863,3.0
173171,0,51,15,39,,0,0,R,81,0.143,5,0.067,53,30.0,0,A,3,10796,10.0
51416,0,51,6,16,51.0,34,0,R,78,0.333,4,0.143,17,20.0,0,F,1,7184,20.0
135060,1,02,8,22,,37,0,U,83,0.0,4,0.1,41,20.0,0,A,2,23572,5.0
110774,0,43,31,73,,36,0,R,86,0.0,5,0.1,137,10.0,0,A,13,18346,5.0
86771,0,49,25,60,,40,0,R,90,0.0,3,0.133,137,20.0,0,E,13,10920,3.0
96437,0,40,44,105,75.0,0,0,T,46,0.273,8,0.273,137,5.0,8,A,33,11339,3.0
86202,0,36,23,59,53.0,36,9,T,79,0.222,5,0.105,89,25.0,13,A,10,10866,5.0
182697,1,42,4,14,,26,0,R,74,0.0,3,0.167,17,20.0,0,F,1,11634,20.0
145065,0,01,5,11,49.0,33,0,U,13,0.5,4,0.25,17,25.0,0,F,1,25839,25.0
12361,1,01,12,56,55.0,12,2,U,30,0.143,6,0.067,53,100.0,0,A,4,57644,25.0
115262,0,43,17,42,,36,0,R,67,0.125,6,0.105,77,10.0,0,A,5,8875,5.0
163656,0,01,31,71,,19,10,U,32,0.0,6,0.045,125,20.0,0,A,11,38226,6.0
141639,0,18,9,21,60.0,41,16,S,79,0.167,4,0.154,29,20.0,0,A,2,19705,20.0
2512,1, .,11,28,71.0,0,0,?,41,0.5,10,0.4,17,25.0,0,F,2,25660,25.0
37794,0,13,8,20,26.0,35,0,S,92,0.25,5,0.2,29,40.0,0,N,2,43642,25.0
168247,0,02,10,24,,33,0,U,88,0.167,6,0.143,29,25.0,0,A,2,22926,5.0
82141,1,18,20,53,59.0,47,0,S,97,0.333,6,0.2,77,10.0,0,A,10,14926,5.0
128870,0,30,12,29,65.0,28,0,C,52,0.375,6,0.25,29,9.0,0,A,5,4780,5.0
89981,0,46,18,56,,35,0,R,56,0.0,4,0.077,137,20.0,0,A,7,14656,3.0
22777,0,47,28,72,78.0,41,0,R,77,0.0,4,0.067,137,10.0,0,A,17,8564,2.0
158737,0,24,15,39,70.0,31,0,C,77,0.1,6,0.095,41,25.0,0,A,5,22641,10.0
79924,0,53,20,57,77.0,13,0,R,70,0.286,3,0.2,89,10.0,4,E,22,10919,3.0
84114,0,11,32,79,42.0,37,0,S,71,0.273,6,0.238,125,30.0,1,S,18,11343,5.0
1280,0,42,34,82,71.0,49,18,R,72,0.182,6,0.227,137,30.0,0,A,13,20138,5.0
52998,0,40,31,70,62.0,45,7,T,89,0.0,6,0.048,137,15.0,0,A,12,14611,3.0
50344,0,49,12,29,47.0,41,0,R,69,0.0,6,0.176,29,10.0,0,A,4,12911,10.0
94975,0,01,12,32,75.0,30,0,U,0,0.286,6,0.118,41,15.0,0,A,3,0,5.0
117780,0,41,30,79,76.0,8,9,T,43,0.3,4,0.211,137,16.0,4,A,40,4369,5.0
119843,1,45,24,63,85.0,35,2,R,52,0.111,6,0.05,101,15.0,0,A,7,10294,5.0
88024,0,35,23,62,17.0,49,1,T,80,0.25,4,0.273,137,3.0,1,S,21,18007,2.0
116062,0,22,14,36,43.0,15,0,C,0,0.0,6,0.0,41,30.0,0,A,2,18499,30.0
96548,1,30,12,30,65.0,57,18,C,51,0.286,6,0.176,41,10.0,0,A,5,8204,5.0
57462,0,21,17,44,62.0,53,15,S,62,0.429,2,0.286,113,10.0,0,A,12,9048,5.0
100101,0,10,31,71,70.0,21,0,U,43,0.0,6,0.1,137,15.0,12,A,21,6175,3.0
90817,0,16,22,54,27.0,7,2,S,83,0.167,4,0.125,101,15.0,0,A,9,12697,5.0
124521,0,27,24,59,73.0,43,20,C,74,0.0,4,0.095,89,15.0,14,A,11,12960,5.0
81803,0,27,34,82,52.0,35,7,C,75,0.3,6,0.238,137,10.0,1,S,35,12488,5.0
33567,0,47,5,13,,17,0,R,84,0.5,4,0.2,17,15.0,0,F,1,9195,15.0
122217,1,01,8,22,67.0,16,36,U,1,0.5,4,0.308,29,10.0,0,A,6,14466,5.0
38789,0,01,13,28,53.0,17,1,U,54,0.222,6,0.167,41,17.0,0,A,3,47982,5.0
67413,0,08,5,13,28.0,9,0,U,94,0.5,4,0.2,17,15.0,0,F,1,14902,15.0
92760,0,14,16,41,46.0,58,5,S,99,0.0,4,0.071,77,15.0,0,A,3,23379,10.0
25462,0,50,28,68,47.0,27,0,R,83,0.125,8,0.278,125,5.0,2,F,13,7238,2.0
157947,1,03,17,46,,42,0,U,76,0.25,6,0.211,65,5.0,0,A,9,21300,3.0
176771,0,28,9,22,,24,0,C,67,0.4,6,0.2,29,20.0,0,N,2,15352,20.0
98552,0,34,10,24,47.0,6,0,T,70,0.286,5,0.2,29,12.0,0,A,3,15059,5.0
10773,0, .,19,75,,0,0,?,45,0.167,4,0.231,137,10.0,1,S,21,25828,2.0
101079,0,27,17,41,,46,0,C,94,0.545,6,0.571,41,6.0,1,S,16,17715,2.0
1154,0,08,10,29,78.0,57,0,U,50,0.333,4,0.125,29,20.0,0,A,3,17593,5.0
152995,0,27,32,78,69.0,49,0,C,84,0.182,6,0.273,125,5.0,1,S,30,15256,2.0
112239,0,23,7,19,49.0,4,15,C,85,0.333,5,0.125,29,25.0,0,A,2,22754,3.0
117922,1,48,19,47,74.0,10,1,R,74,0.143,6,0.059,77,10.0,0,A,8,10225,4.68
137928,0,31,24,59,,0,0,C,19,0.091,4,0.182,89,20.0,5,A,16,6135,5.0
78119,0,44,23,58,73.0,35,33,R,77,0.4,6,0.2,89,12.0,0,A,10,13931,3.0
186014,1,53,26,65,73.0,99,0,R,65,0.333,7,0.3,113,5.0,0,A,13,6854,3.0
190112,0,42,6,12,,36,0,R,87,1.0,2,0.714,29,10.0,0,E,5,16659,5.0
15772,1,32,30,70,,33,0,C,45,0.3,6,0.263,137,8.0,1,S,18,7525,4.0
183007,0,21,32,81,80.0,32,15,S,41,0.111,6,0.158,137,7.0,3,A,31,10436,1.25
9947,1,18,22,64,77.0,61,12,S,89,0.0,6,0.158,89,0.0,0,A,13,12976,0.0
3012,0,50,29,83,29.0,17,0,R,79,0.0,5,0.105,113,25.0,3,A,19,5470,3.0
140475,0,30,17,42,45.0,26,1,C,74,0.0,6,0.1,65,25.0,0,A,4,5079,10.0
167528,0,01,6,16,,40,0,U,19,0.333,4,0.143,17,20.0,0,F,1,15245,20.0
38742,0,22,28,73,86.0,10,0,C,72,0.25,4,0.111,137,10.0,3,A,22,30892,5.0
24610,1,51,29,68,80.0,24,7,R,81,0.125,4,0.263,137,3.0,1,S,20,9634,3.0
25981,0,14,6,14,53.0,68,1,S,96,0.0,5,0.2,17,25.0,0,F,1,22018,25.0
33135,1,21,32,76,63.0,38,0,S,76,0.182,6,0.182,137,11.0,1,S,16,14518,3.0
35751,1,27,30,70,85.0,52,6,C,84,0.545,6,0.444,137,5.0,1,S,31,14066,3.0
102169,0,23,6,15,77.0,18,0,C,67,0.25,3,0.1,29,15.0,0,N,1,20301,15.0
7879,1,27,28,93,67.0,13,14,C,72,0.1,4,0.105,137,30.0,8,A,14,14572,5.0
66338,0,03,15,42,50.0,15,1,U,48,0.286,5,0.167,65,15.0,0,A,5,22174,5.0
49984,0,39,15,36,46.0,52,7,T,59,0.222,6,0.333,41,20.0,0,A,9,9883,3.0
48755,0,23,30,73,85.0,21,12,C,91,0.25,6,0.211,137,10.0,1,S,14,41752,5.0
30171,0,34,32,63,61.0,29,6,T,80,0.273,6,0.273,137,5.0,0,A,14,19330,3.0
144076,1,13,28,69,85.0,14,0,S,91,0.273,6,0.15,101,60.0,0,A,8,94863,25.0
47688,1,45,9,28,,18,0,R,72,0.6,6,0.308,29,20.0,0,A,5,13452,5.0
138544,0,18,20,45,30.0,34,0,S,89,0.182,6,0.182,53,10.0,3,A,15,15314,4.0
15668,1,44,12,34,56.0,29,3,R,78,0.0,4,0.091,77,20.0,0,A,3,13852,3.0
8136,0,30,30,96,75.0,35,0,C,69,0.444,6,0.3,137,5.0,1,S,21,7170,5.0
149851,0,02,20,46,,37,0,U,50,0.364,6,0.3,65,9.0,0,A,13,16722,4.0
73089,1,46,33,81,,26,0,R,71,0.1,6,0.143,137,15.0,1,S,23,16257,3.0
72209,0,40,23,56,57.0,13,10,T,85,0.6,5,0.333,89,9.0,1,S,14,18658,5.0
146713,0,33,15,36,26.0,0,6,C,74,0.0,5,0.059,53,16.0,9,A,5,26074,5.0
51531,0,27,28,60,67.0,36,6,C,2,0.222,6,0.1,137,25.0,0,A,10,13278,3.0
186388,1,27,11,29,24.0,21,4,C,87,0.4,7,0.333,5,3.0,0,A,6,14589,3.0
153635,0,11,5,14,37.0,48,4,S,67,0.5,4,0.2,17,6.0,0,N,2,22322,6.0
182385,0,27,11,25,68.0,27,13,C,57,0.286,6,0.267,29,20.0,0,A,4,11551,10.0
93684,1,05,23,57,55.0,42,0,U,94,0.25,6,0.222,113,11.0,0,A,8,12802,5.0
93649,0,08,5,13,41.0,0,0,U,80,0.333,3,0.143,17,15.0,0,F,1,9028,15.0
157843,0,11,16,36,,34,0,S,73,0.4,7,0.263,41,25.0,1,S,7,18601,5.0
30576,0,22,26,66,56.0,30,3,C,17,0.2,6,0.095,89,25.0,4,A,15,20580,2.0
132721,0,45,12,26,,25,0,R,56,0.0,6,0.118,41,17.0,0,A,3,11511,10.0
88535,1,35,26,58,68.0,17,24,T,92,0.0,5,0.083,137,21.0,0,A,10,29951,3.0
168032,0,13,11,25,69.0,0,1,S,72,0.286,5,0.133,29,15.0,0,L,3,28908,10.0
186690,0,21,13,34,73.0,65,0,S,74,0.375,7,0.375,29,5.0,0,A,8,10403,2.0
124271,1,32,28,63,72.0,27,0,C,84,0.286,4,0.125,137,11.0,6,A,18,12502,1.0
103593,1,53,28,71,82.0,26,0,R,77,0.125,5,0.056,113,12.0,10,A,18,9609,3.0
156884,0,02,12,30,57.0,22,3,U,94,0.286,4,0.125,41,15.0,0,A,3,22762,10.0
122366,0,41,9,22,67.0,0,0,T,43,0.333,4,0.154,29,20.0,0,A,2,13714,20.0
162159,0,02,19,47,66.0,34,14,U,83,0.111,3,0.176,137,15.0,4,A,14,14934,5.0
22854,0,21,15,36,52.0,21,0,S,82,0.222,6,0.222,41,10.0,0,A,7,12030,5.0
18019,0,39,6,15,29.0,34,0,T,80,0.25,3,0.1,29,20.0,0,N,1,12441,20.0
84403,0,44,5,14,51.0,36,0,R,94,0.333,3,0.143,29,20.0,0,N,1,12278,20.0
116829,0,12,16,39,33.0,31,0,S,93,0.1,6,0.095,41,15.0,0,A,5,17527,5.0
41715,1,09,15,35,,31,0,U,83,0.222,6,0.368,41,5.0,0,A,10,16474,2.0
81350,1,49,6,15,,33,0,R,82,0.0,4,0.143,17,20.0,0,F,1,12017,20.0
177119,0,46,33,80,74.0,20,0,R,39,0.0,6,0.053,137,19.0,14,A,15,14181,5.0
6931,0,18,21,82,69.0,39,15,S,76,0.111,7,0.056,65,26.0,0,A,12,14524,6.0
55270,0,36,31,72,56.0,21,0,T,68,0.1,6,0.1,137,10.0,1,S,17,10086,2.0
32404,0,47,33,79,,21,0,R,77,0.545,6,0.409,137,14.0,1,S,31,9751,3.0
45343,0,16,30,73,38.0,29,0,S,80,0.091,5,0.136,125,20.0,5,A,13,20198,5.0
100640,1,16,22,58,36.0,36,1,S,94,0.091,6,0.091,65,29.0,0,A,7,16022,20.0
117260,0,16,23,56,65.0,6,1,S,86,0.727,6,0.611,77,15.0,1,S,34,15787,5.0
61923,0,21,18,48,72.0,14,17,S,86,0.0,5,0.111,77,15.0,4,A,6,12976,5.0
130157,0,05,5,13,29.0,6,0,U,87,0.5,4,0.2,17,18.0,0,F,1,22042,18.0
172801,1,44,26,65,,29,5,R,74,0.0,6,0.048,125,25.0,0,A,7,12318,5.0
16124,0,50,12,28,40.0,36,2,R,83,0.25,6,0.111,29,25.0,0,A,2,9758,20.0
29236,0,34,12,35,,44,0,T,62,0.0,4,0.091,65,20.0,0,A,3,15305,10.0
95755,0,18,28,61,87.0,45,0,S,82,0.0,4,0.105,137,15.0,0,A,13,13987,5.0
97295,0,45,18,44,65.0,27,1,R,85,0.111,6,0.211,65,12.0,0,A,9,13596,5.0
124554,0,41,32,72,69.0,31,1,T,60,0.182,6,0.15,137,10.0,1,S,23,5253,2.0
115889,0,14,20,55,50.0,37,2,S,97,0.429,6,0.167,89,10.0,0,A,7,34721,5.0
58599,0,51,11,26,,30,0,R,82,0.429,6,0.385,29,6.0,0,A,8,10222,3.0
16386,0,32,12,33,,64,0,C,49,0.75,6,0.647,29,6.0,1,S,12,8658,5.0
130959,0,24,6,15,,47,9,C,61,0.5,5,0.2,17,30.0,0,F,1,17295,30.0
97468,0,16,8,21,51.0,42,1,S,94,0.4,4,0.167,29,20.0,0,A,2,19912,5.0
5613,1, .,30,113,62.0,0,0,?,61,0.2,6,0.158,125,15.0,0,A,19,25314,5.0
116244,0,21,8,24,,22,0,S,87,0.25,6,0.364,29,6.0,0,A,4,17245,3.0
93139,0,01,13,28,29.0,23,2,U,94,0.25,6,0.125,41,20.0,0,A,3,17690,3.0
131817,0,14,24,60,25.0,52,2,S,88,0.2,6,0.143,89,25.0,0,A,9,16463,10.0
1832,0, .,22,56,,0,0,?,73,0.625,11,0.375,29,27.0,0,A,8,13502,10.0
177246,0,51,17,42,79.0,19,0,R,64,0.25,6,0.118,65,15.0,0,A,5,7600,3.0
35328,1,24,31,73,39.0,53,0,C,88,0.0,6,0.143,137,18.0,1,S,14,16035,5.0
131039,0,35,13,28,74.0,46,17,T,91,0.222,6,0.278,41,11.0,0,A,5,21509,10.0
20020,0,38,25,66,65.0,44,1,T,25,0.1,6,0.095,89,25.0,0,A,10,13936,5.0
170854,0,11,6,15,,28,0,S,56,0.0,4,0.143,17,20.0,0,F,1,12775,20.0
119733,0,27,9,22,39.0,51,0,C,96,0.0,4,0.143,29,20.0,0,A,2,24308,10.0
47154,0,16,22,54,59.0,8,1,S,73,0.1,6,0.095,77,17.0,0,A,6,10499,5.0
171397,1,27,11,30,35.0,50,0,C,85,0.25,4,0.188,41,25.0,0,A,5,21035,20.0
14867,0,29,28,112,,11,2,C,64,0.444,6,0.222,113,13.0,1,S,32,14383,3.0
97199,0,34,5,13,23.0,35,5,T,73,0.5,4,0.2,17,15.0,0,F,1,13752,15.0
141551,0,07,16,40,29.0,35,0,U,67,0.3,6,0.238,41,21.0,0,A,7,14133,10.0
122279,1,10,22,59,48.0,0,0,U,94,0.3,6,0.316,89,10.0,1,S,13,27875,2.0
87302,0,49,32,78,73.0,31,0,R,74,0.1,6,0.095,137,20.0,4,A,14,11659,2.0
89293,0,12,19,55,33.0,24,2,S,98,0.2,4,0.077,89,15.0,0,A,11,17416,5.0
170849,0,11,6,14,53.0,38,0,S,75,0.5,5,0.2,17,20.0,0,F,1,20470,20.0
35476,1,30,18,44,61.0,37,16,C,62,0.0,6,0.095,53,25.0,13,A,7,11072,10.0
171264,0,30,19,49,81.0,63,0,C,80,0.333,4,0.294,89,10.0,1,S,10,11794,3.0
167272,0,03,31,75,81.0,37,4,U,23,0.4,6,0.35,137,10.0,1,S,20,21007,3.0
152497,0,18,18,43,63.0,52,1,S,86,0.0,6,0.1,77,20.0,0,A,5,16205,5.0
59814,1,51,28,67,57.0,29,0,R,79,0.143,6,0.333,125,5.0,1,S,20,11274,0.07
41357,0,21,17,42,38.0,30,0,S,87,0.125,5,0.105,89,15.0,0,A,5,9939,5.0
7550,0,04,33,81,86.0,40,39,U,36,0.222,7,0.211,137,10.0,1,S,30,21881,3.0
182823,0,40,13,38,37.0,29,0,T,82,0.167,5,0.067,53,25.0,0,A,4,12878,5.0
42988,0,46,6,13,,23,0,R,77,0.5,5,0.2,17,23.0,0,F,1,13687,23.0
49709,0,34,23,52,51.0,46,3,T,91,0.0,4,0.083,137,15.0,0,A,6,14644,5.0
176968,0,45,15,37,75.0,14,0,R,85,0.7,6,0.412,41,5.0,1,S,8,17556,5.0
167978,0,12,6,15,,41,0,S,64,0.333,4,0.167,17,20.0,0,F,1,18513,20.0
119973,0,36,17,42,81.0,28,5,T,82,0.3,6,0.143,53,13.0,0,A,7,13815,5.0
126959,1,42,17,46,41.0,34,0,R,78,0.333,6,0.2,65,15.0,0,A,7,14432,5.0
79399,1,49,35,82,42.0,30,3,R,69,0.111,6,0.053,137,30.0,14,A,16,11498,5.0
12515,1,33,33,98,78.0,10,3,C,80,0.455,6,0.389,137,15.0,1,S,24,12549,5.0
100501,0,12,10,24,,31,13,S,86,0.5,6,0.308,29,10.0,0,A,4,19757,5.0
154224,1,20,47,132,80.0,12,10,S,69,0.5,8,0.381,113,15.0,1,S,31,18060,5.0
152133,1,21,11,33,,76,0,S,74,0.286,6,0.188,29,25.0,0,A,3,11061,20.0
18537,0,36,28,64,67.0,28,4,T,76,0.273,6,0.182,113,20.0,0,A,9,12778,15.0
43981,0,18,5,13,39.0,42,0,S,81,0.5,4,0.2,17,15.0,0,F,1,13042,15.0
109576,0,40,8,19,,47,0,T,66,0.25,6,0.111,29,20.0,0,N,2,11139,10.0
112101,0,51,12,36,,25,1,R,74,0.0,4,0.1,89,15.0,0,A,4,9542,3.0
49107,0,39,6,15,,27,0,T,3,0.25,3,0.1,29,20.0,0,N,1,9417,20.0
99382,0, .,28,66,,0,0,?,93,0.1,6,0.095,125,25.0,0,A,10,11752,3.0
151463,0,06,6,15,,38,0,U,49,0.25,3,0.1,29,20.0,0,N,1,12036,20.0
39808,0,26,11,25,,32,7,C,70,0.429,6,0.214,29,10.0,0,A,4,15828,10.0
149196,1,02,11,25,76.0,12,45,U,90,0.429,6,0.214,29,15.0,0,A,3,35239,15.0
26927,0, .,13,38,77.0,0,1,?,91,0.333,2,0.444,113,3.0,1,S,11,18762,2.0
16329,1,39,26,64,50.0,36,1,T,85,0.125,5,0.263,101,5.0,1,S,15,11075,3.0
135978,0,18,28,67,61.0,45,0,S,78,0.0,6,0.095,113,15.0,13,A,11,13540,3.0
70939,0,49,21,53,81.0,51,0,R,90,0.333,4,0.353,125,20.0,1,S,19,12437,5.0
26169,1,35,13,35,,45,0,T,95,0.286,4,0.267,53,10.0,1,S,7,19422,5.0
157769,0,19,5,11,,20,0,S,29,0.0,3,0.0,29,20.0,0,N,1,9774,20.0
72431,0,35,5,13,57.0,28,0,T,97,0.5,4,0.2,17,15.0,0,F,1,19559,15.0
166390,0,10,21,59,47.0,16,0,U,0,0.0,6,0.063,89,25.0,0,A,16,14891,5.0
188333,0,50,27,68,73.0,31,0,R,77,0.0,8,0.0,89,25.0,0,A,9,9426,5.0
148532,0,14,14,30,48.0,16,0,S,98,0.111,6,0.15,41,20.0,0,A,4,48391,3.0
130239,1,18,6,16,41.0,37,0,S,87,0.25,3,0.1,29,20.0,0,N,1,14453,20.0
95089,0,27,11,25,,58,0,C,78,0.0,6,0.133,29,25.0,0,A,2,13381,25.0
144298,0,02,23,58,86.0,14,9,U,85,0.455,6,0.35,77,10.0,1,S,34,16367,3.0
47545,0,27,11,25,53.0,32,11,C,63,0.125,4,0.176,41,15.0,0,A,3,12955,10.0
171507,0,44,24,62,46.0,39,5,R,85,0.182,6,0.3,77,30.0,1,S,20,11642,5.0
148658,0,08,7,16,,37,1,U,68,0.5,4,0.333,65,20.0,0,A,2,8851,3.0
79562,1,20,24,57,27.0,19,2,S,50,0.125,7,0.118,89,17.0,0,A,8,15924,5.0
163566,0,39,13,33,,10,0,T,28,0.143,3,0.111,53,15.0,0,A,4,16232,5.0
127963,0,31,5,14,,0,0,C,65,0.333,3,0.143,17,15.0,0,F,1,6734,15.0
73992,0,28,31,82,84.0,20,0,C,80,0.3,4,0.286,137,5.0,1,S,48,16254,2.0
35267,1,28,24,64,80.0,15,7,C,78,0.2,4,0.2,101,20.0,1,S,13,19627,5.0
155330,0,35,30,76,17.0,38,0,T,94,0.364,6,0.333,137,11.0,1,S,26,18896,2.0
161499,0,11,17,40,57.0,29,0,S,53,0.091,6,0.045,41,15.0,0,A,5,17886,15.0
30651,0,28,30,79,67.0,28,5,C,89,0.0,5,0.05,137,28.0,0,A,16,15732,5.0
8084,0,36,26,85,87.0,20,0,T,68,0.143,4,0.125,113,13.0,9,E,16,12736,5.0
136136,0,41,8,18,73.0,29,0,T,82,0.0,4,0.111,77,25.0,0,A,5,10113,3.0
76704,0,43,16,41,70.0,35,20,R,88,0.111,6,0.1,65,15.0,0,A,5,10752,5.0
187915,1,36,13,29,,21,0,T,90,0.25,2,0.25,77,13.11,1,E,13,14568,3.0
190226,1,01,9,18,,32,0,U,26,0.25,2,0.25,65,24.0,0,E,5,11755,10.0
59985,0,13,13,37,31.0,31,0,S,95,0.143,5,0.056,41,16.0,0,A,4,21526,5.0
189044,0, .,27,64,82.0,0,30,?,88,0.1,6,0.095,113,15.0,0,A,8,18204,3.0
12820,0,49,15,49,47.0,29,0,R,76,0.6,6,0.45,41,9.0,0,A,12,11880,5.0
149622,0,20,17,41,62.0,48,0,S,84,0.111,6,0.15,53,15.0,0,A,5,21183,5.0
52030,0,38,9,22,35.0,20,3,T,85,0.333,4,0.167,29,20.0,0,A,2,15350,20.0
121226,0,30,21,53,73.0,26,0,C,71,0.111,6,0.105,77,15.0,0,A,6,8432,10.0
116533,1,36,21,59,,26,5,T,49,0.25,5,0.111,89,10.0,10,A,21,9429,5.0
108212,0,21,23,61,36.0,60,0,S,85,0.0,5,0.05,89,15.0,0,A,9,9012,5.0
183898,1,46,20,50,87.0,35,24,R,72,0.222,5,0.278,77,7.0,1,S,12,12534,3.0
162228,1,01,12,33,,16,0,U,44,0.143,6,0.067,41,20.0,0,A,3,34012,10.0
162567,1,13,12,28,,0,0,S,75,0.375,6,0.267,29,20.0,0,A,5,29477,6.0
155078,0,49,15,37,50.0,34,0,R,85,0.111,6,0.1,41,16.0,0,A,4,12076,5.0
44060,1,28,20,51,78.0,18,0,C,77,0.1,5,0.095,77,30.0,0,A,5,21975,10.0
23644,0,36,24,59,59.0,37,0,T,76,0.1,7,0.095,77,25.0,0,F,5,15745,25.0
66757,1, .,28,68,85.0,0,0,?,85,0.636,5,0.684,101,5.0,1,S,44,11283,3.0
167997,0,02,18,48,54.0,40,1,U,87,0.0,4,0.083,89,20.0,0,A,7,22622,5.0
75462,0,45,13,33,79.0,22,0,R,66,0.0,4,0.067,53,15.0,0,A,3,11024,5.0
66882,0,11,14,33,81.0,29,1,S,79,0.625,4,0.636,77,12.0,1,S,16,22493,3.0
171014,1,44,10,24,49.0,65,0,R,84,0.143,5,0.133,29,25.0,0,A,2,12093,25.0
151730,1,05,20,49,,20,0,U,86,0.5,6,0.3,65,5.0,0,A,11,20172,5.0
182747,0,28,8,21,65.0,37,0,C,80,0.2,4,0.167,29,20.0,0,A,2,14308,5.0
179257,1,14,17,40,35.0,52,1,S,92,0.167,6,0.231,113,10.0,0,A,6,17504,3.0
156324,1,15,14,36,,0,0,S,63,0.222,6,0.15,41,15.0,0,A,4,17882,5.0
127178,0,14,24,59,73.0,59,37,S,86,0.0,6,0.053,101,20.0,0,A,9,49263,5.0
16136,0,35,20,60,,27,0,T,85,0.2,6,0.316,77,3.0,0,A,14,12223,3.0
86205,1,36,31,67,47.0,36,1,T,79,0.0,6,0.053,137,20.0,0,A,11,10866,5.0
174671,1,49,27,65,73.0,35,39,R,78,0.25,6,0.263,125,6.0,0,A,14,10304,2.0
181569,1,40,24,61,78.0,19,0,T,76,0.182,6,0.364,77,19.0,1,S,18,16413,6.0
78588,1,05,18,44,37.0,11,8,U,52,0.375,5,0.222,65,5.0,0,A,8,16327,3.0
135586,0,18,28,74,83.0,36,23,S,82,0.1,6,0.143,113,15.0,0,A,13,16054,15.0
154483,0,33,27,65,79.0,17,0,C,83,0.2,6,0.1,113,15.0,0,A,10,12384,5.0
23792,0,11,20,53,39.0,39,2,S,69,0.111,5,0.111,89,20.0,7,A,8,18208,5.0
187712,0,20,9,22,,32,0,S,73,0.75,2,0.5,53,15.0,1,E,12,16563,5.0
77751,0,20,17,42,84.0,16,0,S,59,0.182,6,0.2,41,48.0,0,A,6,16959,10.0
154631,0,39,21,60,54.0,30,10,T,62,0.0,3,0.077,101,25.0,0,E,9,11569,13.0
40055,1,26,23,62,81.0,8,0,C,81,0.0,6,0.095,89,20.0,0,A,9,21608,10.0
32604,0,36,15,43,68.0,27,0,T,70,0.25,3,0.188,77,14.0,0,A,13,10085,5.0
103868,0,45,16,42,39.0,27,0,R,80,0.3,6,0.19,41,20.0,0,A,5,8640,10.0
173076,0,45,26,63,67.0,23,0,R,59,0.3,6,0.2,101,16.0,0,A,10,10272,5.0
49716,0,41,6,15,,34,0,T,83,0.5,5,0.2,17,23.0,0,F,1,10432,23.0
187208,0,34,3,7,,28,0,T,70,1.0,2,0.5,17,20.0,0,E,1,17430,20.0
165719,1,22,25,64,48.0,57,1,C,54,0.167,4,0.267,137,4.0,1,S,17,35491,3.0
37121,0,18,28,68,56.0,55,1,S,74,0.1,6,0.05,113,6.0,0,A,9,10060,6.0
137111,0,18,13,28,56.0,42,0,S,76,0.222,6,0.118,29,20.0,0,A,3,12549,10.0
38438,0,11,11,23,73.0,47,0,S,70,0.286,6,0.167,29,25.0,0,A,2,23312,10.0
149775,0,03,9,22,49.0,38,0,U,59,0.167,4,0.154,29,16.0,0,A,2,19063,10.0
145452,0,02,14,35,,24,6,U,82,0.222,5,0.2,41,15.0,0,A,6,21880,5.0
