CONTROL_NUMBER,DONATED,CLUSTER_CODE,MOR_HIT_RATE,MEDIAN_HOME_VALUE,PUBLISHED_PHONE,INCOME_GROUP,IN_HOUSE,DONOR_GENDER,LIFETIME_CARD_PROM,SES,DONOR_AGE,LIFETIME_MAX_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,PCT_ATTRIBUTE3,FILE_CARD_GIFT,RECENCY_STATUS_96NK,MONTHS_SINCE_FIRST_GIFT,PCT_ATTRIBUTE4
130265,0,31,0,175,0,,0,U,22,3,71.0,50.0,18,45.0,0,1,A,68,65
27045,1,43,0,571,1,,0,F,26,2,,12.0,18,7.0,41,11,S,81,25
65415,0,13,3,1083,1,5.0,0,F,8,1,61.0,16.0,16,6.0,20,2,N,23,48
47964,0,36,0,549,0,,0,M,15,2,,10.0,18,7.0,32,3,A,42,27
187659,1,38,0,871,0,,0,F,8,2,,15.0,27,10.0,21,1,E,43,36
36303,0,28,0,547,0,,0,F,19,2,,5.0,22,4.0,0,4,A,81,0
52196,1,40,8,504,1,5.0,0,M,12,2,47.0,15.0,19,10.0,34,1,A,38,32
131908,0,27,0,550,0,,0,F,9,2,40.0,20.0,17,10.0,28,2,A,29,34
31773,0,39,1,758,0,5.0,0,M,7,2,62.0,15.0,17,10.0,40,1,N,20,25
169231,1,27,0,952,0,,0,M,28,2,79.0,15.0,18,10.0,33,16,S,97,33
34780,0,37,0,573,0,,0,F,14,2,37.0,10.0,21,7.0,18,5,A,44,42
55756,1,24,0,743,0,,0,F,15,1,,10.0,17,7.0,31,6,S,40,35
38812,1,03,34,3772,1,5.0,0,F,20,1,74.0,17.0,15,7.0,18,3,A,75,63
78581,0,05,0,544,0,5.0,0,F,9,2,43.0,20.0,18,10.0,29,2,A,29,58
90680,1,01,0,2169,0,5.0,0,F,24,1,49.0,18.0,24,13.0,30,7,A,92,24
30934,1,43,9,316,1,2.0,0,M,20,2,7.0,15.0,18,10.0,27,1,A,88,37
59080,0,43,0,367,1,6.0,0,F,10,2,,10.0,19,3.0,26,3,A,30,41
82065,1,40,1,737,1,4.0,0,M,29,2,61.0,13.0,17,8.0,42,4,A,116,0
187259,1,13,0,4259,0,,0,F,3,1,,15.0,16,0.0,12,1,E,16,62
56121,0,38,0,531,0,,0,F,17,2,48.0,40.0,16,25.0,35,2,A,44,36
8513,0,05,1,849,1,5.0,0,M,15,2,,12.0,8,7.0,9,6,S,76,54
32594,0,36,0,471,0,6.0,0,M,10,2,41.0,10.0,16,7.0,27,1,A,29,37
31247,0,51,0,290,0,1.0,0,F,33,3,85.0,30.0,16,27.0,50,14,S,123,31
172182,0,11,5,1297,1,2.0,0,M,21,1,77.0,12.0,15,7.0,40,5,A,92,15
149319,0,06,0,2436,0,,0,U,16,2,34.0,25.0,19,15.0,13,0,A,44,67
136110,1, .,6,991,1,5.0,0,M,15,?,73.0,5.0,16,3.0,0,6,A,44,0
8657,1,20,0,1734,0,,1,F,24,2,76.0,25.0,6,13.0,19,7,L,115,48
187764,1, .,0,1553,1,,0,U,8,?,,25.0,18,5.0,0,2,E,53,0
28883,0,39,0,491,0,,0,M,10,2,49.0,20.0,20,0.0,33,1,A,32,26
34909,1,27,0,654,1,4.0,0,M,30,2,62.0,20.0,20,17.0,36,14,S,127,14
29141,1,43,13,523,0,7.0,0,M,18,2,50.0,15.0,16,5.0,27,2,A,63,40
46340,0,23,5,1136,1,5.0,0,U,14,1,,15.0,17,5.0,8,8,S,107,83
150074,0,03,0,1818,0,,0,F,17,1,,10.0,18,5.0,26,6,A,125,61
92748,0,24,11,2223,1,7.0,0,F,13,1,67.0,25.0,18,22.0,44,2,A,41,31
66598,0,16,0,706,0,,0,M,22,2,,38.0,18,8.0,14,2,A,78,58
121202,1,13,4,5946,1,7.0,0,F,19,1,54.0,25.0,15,19.0,29,5,A,56,51
54696,0,34,1,545,1,2.0,0,F,12,1,68.0,11.0,19,6.0,29,3,S,32,28
124209,0,39,3,455,1,5.0,0,M,26,2,59.0,15.0,26,10.0,39,5,A,120,21
150301,1,10,0,1642,0,,0,M,18,4,,30.0,24,10.0,24,3,A,51,50
6783,0, .,7,5048,0,5.0,1,M,29,?,80.0,150.0,6,75.0,0,3,A,114,0
148829,0,06,0,1797,0,6.0,0,M,20,2,38.0,17.0,18,7.0,35,3,S,62,24
27168,0,35,0,1672,0,6.0,0,F,28,1,36.0,14.0,20,11.0,49,9,S,112,16
156784,0,02,0,2114,1,,0,M,5,1,62.0,18.0,16,0.0,36,1,F,16,29
73685,1,16,0,641,0,,0,M,32,2,80.0,12.0,18,7.0,31,12,S,130,25
1329,0, .,0,745,0,6.0,0,M,13,?,65.0,16.0,17,11.0,0,1,N,55,0
127082,0,25,2,590,1,4.0,0,M,9,2,46.0,15.0,19,5.0,41,1,A,35,34
141101,0,06,1,862,0,6.0,0,F,5,2,41.0,15.0,16,0.0,51,0,F,16,22
186058,0,51,1,347,1,1.0,1,F,29,3,84.0,26.0,10,21.0,30,11,A,105,32
122823,1,35,0,1020,0,,0,F,20,1,,35.0,17,30.0,43,1,A,52,15
24008,0,42,9,654,1,1.0,0,M,26,1,85.0,20.0,17,15.0,23,5,A,105,40
107651,0,45,16,428,0,5.0,0,F,26,2,,40.0,15,30.0,0,5,A,95,52
181231,0,12,0,1168,1,6.0,0,M,9,1,65.0,50.0,24,0.0,41,1,N,24,31
111732,0,23,0,845,0,,0,F,24,1,,15.0,18,12.0,15,4,A,88,60
161776,0,34,0,4058,1,4.0,0,M,18,1,,15.0,16,10.0,19,5,A,63,59
162656,1,40,0,685,0,,0,F,21,2,,25.0,18,15.0,26,4,A,68,33
100101,0,10,0,234,0,,0,F,31,4,70.0,15.0,18,12.0,21,13,A,130,54
170935,1,44,0,1468,0,5.0,0,F,9,2,,12.0,18,2.0,58,2,N,24,12
47161,1,12,1,661,1,3.0,0,M,32,1,78.0,13.0,20,8.0,12,11,A,128,75
188190,1,41,0,918,1,,0,F,18,3,77.0,10.0,17,5.0,0,20,E,112,51
9727,1,02,10,5908,1,5.0,0,F,16,1,55.0,100.0,26,75.0,14,2,A,39,49
4592,0,13,19,1327,1,4.0,1,F,30,1,79.0,100.0,17,90.0,33,2,A,95,68
65069,0,18,0,969,0,5.0,0,F,21,2,76.0,20.0,26,10.0,36,4,A,75,36
18952,0,12,0,1298,0,6.0,0,F,27,1,54.0,15.0,16,10.0,37,6,A,105,39
133443,1,49,0,554,0,7.0,0,F,13,2,,15.0,16,10.0,33,3,A,40,26
109099,1,40,2,719,1,5.0,0,F,14,2,40.0,10.0,18,7.0,55,5,A,41,22
109644,1,39,14,546,1,4.0,0,U,21,2,72.0,15.0,17,5.0,35,10,S,56,26
138078,0,27,9,722,0,5.0,0,F,15,2,45.0,10.0,15,5.0,36,2,A,56,44
28337,1,17,11,860,1,5.0,0,M,13,2,69.0,20.0,20,15.0,23,1,A,40,29
49599,0,36,30,977,0,4.0,0,F,34,2,,60.0,19,55.0,31,8,A,128,33
27846,1,27,0,1149,1,,0,U,15,2,,25.0,17,5.0,49,2,A,47,18
20881,0,51,0,425,0,,0,M,17,3,76.0,15.0,21,10.0,43,3,A,72,26
140003,0,24,0,1031,0,,0,F,19,1,,10.0,17,4.0,40,6,F,45,25
64166,1,38,0,800,1,3.0,0,M,14,2,80.0,20.0,18,10.0,33,2,A,41,37
15061,0,40,0,889,1,2.0,0,F,31,2,,20.0,26,17.0,38,10,A,130,31
75017,0,43,13,498,1,2.0,0,F,21,2,80.0,18.0,15,8.0,39,6,A,76,15
29331,0,47,0,678,0,2.0,0,M,31,2,77.0,10.0,17,8.0,32,19,S,126,29
161204,1,46,0,633,1,1.0,0,M,5,2,,25.0,20,0.0,33,0,F,20,33
187608,0,25,0,476,0,,0,F,7,2,,20.0,16,15.0,42,3,E,40,20
177329,1,41,0,684,0,5.0,0,F,9,3,49.0,20.0,21,0.0,35,2,A,29,46
109462,0,39,1,587,1,2.0,0,M,3,2,84.0,15.0,15,0.0,36,0,E,15,24
184480,0,27,20,439,1,3.0,0,M,16,2,80.0,25.0,18,5.0,29,1,A,45,36
118937,0,40,10,718,1,2.0,0,F,9,2,50.0,20.0,20,10.0,9,2,A,28,19
57008,0,38,2,635,0,2.0,0,M,20,2,78.0,15.0,18,10.0,34,3,A,67,11
13265,1,30,16,417,1,1.0,1,F,23,3,78.0,11.0,7,8.0,27,11,S,127,46
43311,0,37,0,502,0,2.0,0,M,10,2,23.0,20.0,15,17.0,0,2,E,52,0
191530,0, .,2,910,1,4.0,0,F,18,?,63.0,11.0,15,6.0,35,2,A,65,36
106507,0,41,3,378,1,2.0,0,F,12,3,48.0,15.0,19,10.0,52,2,A,33,18
41834,0,29,0,593,0,,0,M,32,2,7.0,10.0,26,7.0,18,21,A,129,58
141194,0,17,0,1203,1,2.0,0,M,6,2,77.0,20.0,21,0.0,38,1,F,21,25
3099,0,32,2,278,1,3.0,1,M,13,3,65.0,21.0,14,16.0,0,3,A,29,64
157207,0,15,7,1875,0,4.0,0,F,6,1,47.0,23.0,21,0.0,22,1,N,21,26
44383,0,41,0,442,0,1.0,0,M,5,3,37.0,15.0,17,0.0,36,1,F,17,64
80109,0,49,4,519,1,4.0,0,M,26,2,57.0,25.0,18,20.0,25,6,A,95,24
81712,1,12,3,946,1,4.0,0,M,29,1,40.0,20.0,15,17.0,13,10,A,125,27
70955,0,44,0,586,0,2.0,0,F,11,2,79.0,12.0,15,2.0,45,3,A,30,23
14486,0,37,0,1167,1,2.0,0,F,23,2,,100.0,19,97.0,29,8,A,92,39
118931,0,16,1,669,0,2.0,0,F,16,2,77.0,5.0,19,4.96,35,9,A,124,50
98335,1,27,0,385,0,5.0,0,F,27,2,57.0,21.0,21,16.0,27,9,A,105,23
46100,0,26,12,642,1,4.0,0,F,16,2,73.0,15.0,25,10.0,49,3,A,74,25
132210,0,44,1,745,1,7.0,0,M,20,2,45.0,20.0,17,15.0,37,4,A,65,36
64062,0,49,12,596,1,2.0,0,M,22,2,40.0,12.0,16,7.0,47,11,S,77,19
63771,0,43,0,443,0,,0,M,28,2,,30.0,22,25.0,26,7,A,104,35
125401,0,30,14,414,0,2.0,0,M,17,3,59.0,20.0,18,15.0,28,2,A,57,44
171420,0,27,0,1583,0,,0,M,27,2,42.0,17.0,19,14.0,47,4,A,112,12
139030,1, .,13,778,1,5.0,0,F,12,?,60.0,10.0,16,5.0,0,5,S,32,0
186358,1,25,2,448,1,4.0,0,U,29,2,,10.0,9,8.0,27,9,S,112,38
178179,0,17,0,1023,0,4.0,0,M,11,2,57.0,7.0,17,2.0,19,3,S,33,23
48003,1,40,0,765,0,2.0,0,U,28,2,,10.0,23,7.0,36,11,A,126,21
42753,0,29,9,1032,1,5.0,0,M,13,2,,15.0,20,5.0,5,4,S,33,79
189044,0, .,30,657,1,3.0,0,M,27,?,82.0,25.0,4,22.0,0,3,A,104,0
155528,1,26,0,1185,0,,0,F,14,2,76.0,12.0,16,7.0,31,4,A,45,31
41032,0,40,17,760,0,4.0,0,F,13,2,45.0,10.0,17,5.0,24,3,A,52,0
121153,1,01,4,1438,1,7.0,0,M,16,1,58.0,20.0,22,17.0,53,5,A,89,10
76683,0,40,0,275,1,,0,M,17,2,,16.0,21,8.0,25,3,A,52,40
54035,0,36,4,459,1,6.0,0,M,27,2,49.0,22.0,18,17.0,22,4,A,104,39
69751,0,44,2,688,1,5.0,0,M,22,2,33.0,12.0,19,9.0,46,8,S,72,21
133955,0,35,5,1033,0,4.0,0,F,6,1,71.0,35.0,16,0.0,23,1,F,16,32
18322,1,42,3,807,1,3.0,0,M,17,1,73.0,11.0,17,8.0,44,6,S,56,40
9641,0,12,2,738,1,4.0,1,M,23,1,79.0,25.0,6,20.0,33,5,A,88,44
5510,1, .,0,705,0,,1,F,45,?,85.0,19.0,11,16.0,0,14,A,128,0
52039,0,35,0,866,1,1.0,0,F,18,1,,17.0,26,7.0,20,3,A,57,54
103310,0,25,1,653,1,7.0,0,F,27,2,82.0,52.0,23,27.0,30,3,A,97,13
118374,0,45,0,462,1,2.0,0,M,25,2,57.0,12.0,18,7.0,18,9,S,88,51
160209,0,28,0,2589,0,,0,F,12,2,,20.0,24,10.0,27,2,A,32,48
126446,0,24,8,827,1,7.0,0,F,29,1,48.0,13.0,18,10.0,28,8,S,113,35
121394,0,21,0,559,0,,0,F,5,3,,17.0,20,0.0,58,0,F,20,42
6931,0,18,15,1235,1,4.0,1,M,21,2,69.0,26.0,13,20.0,39,3,A,57,14
88862,0,14,0,3368,0,7.0,0,F,6,1,53.0,20.0,24,0.0,19,1,N,24,32
21794,0,36,0,521,0,,0,F,23,2,,15.0,19,10.0,26,8,A,86,37
116492,0,14,0,1582,0,,0,M,12,1,30.0,20.0,26,15.0,27,1,A,41,22
80910,0,36,3,384,0,2.0,0,F,23,2,57.0,13.0,26,11.0,8,8,A,124,38
177003,0,48,0,678,0,2.0,0,F,22,2,75.0,12.0,15,9.0,22,3,A,95,52
84961,0,40,15,1045,1,5.0,0,F,26,2,,7.0,20,5.0,37,17,S,130,17
26858,1,17,12,871,0,5.0,0,M,29,2,54.0,15.0,16,6.0,45,6,A,119,24
152633,0,24,0,2449,0,4.0,0,M,24,1,87.0,30.0,18,23.0,22,9,A,129,53
1703,0, .,0,2158,0,,0,M,15,?,,20.0,22,10.0,0,3,A,33,0
59814,1,51,0,392,1,1.0,0,F,28,3,57.0,12.0,24,11.93,29,9,S,123,31
141475,0,31,0,3436,0,,0,M,12,3,,10.0,21,5.0,32,2,A,32,34
154181,0,27,1,1252,1,5.0,0,M,19,2,78.0,15.0,15,5.0,43,4,A,81,32
126910,0,40,0,673,0,,0,F,5,2,,20.0,17,0.0,73,1,F,17,0
97596,1,30,1,350,1,4.0,0,F,13,3,39.0,15.0,26,10.0,37,2,A,39,27
186349,0,27,0,623,0,,0,U,16,2,,32.0,9,32.0,25,3,A,45,38
54966,0,50,0,348,0,3.0,0,M,26,3,57.0,20.0,18,10.0,23,5,A,127,51
107143,0,51,1,250,1,1.0,0,M,21,3,50.0,10.0,17,7.0,23,6,A,115,23
8152,0,30,2,458,1,4.0,0,M,17,3,79.0,20.0,4,20.0,22,1,A,45,42
67338,0,17,0,951,1,1.0,0,M,10,2,78.0,20.0,16,15.0,25,1,A,40,0
63875,0,36,0,456,1,4.0,0,F,15,2,51.0,10.0,17,6.0,31,6,S,40,33
41839,0,10,14,593,1,2.0,0,F,28,4,87.0,10.0,18,5.0,0,12,S,126,73
67397,0,12,0,1157,0,5.0,0,M,18,1,55.0,15.0,26,10.0,20,1,A,93,25
118199,0,24,1,830,1,2.0,0,F,11,1,27.0,7.0,18,4.0,30,2,A,40,48
140456,1,45,10,311,1,1.0,0,F,29,2,87.0,10.0,15,7.0,32,15,S,126,33
115289,1,41,9,848,1,3.0,0,F,16,3,59.0,20.0,15,17.0,43,2,E,75,57
153261,0,11,0,3324,0,7.0,0,F,28,1,63.0,7.0,17,5.0,20,17,S,105,23
52398,1,43,2,418,1,6.0,0,F,29,2,47.0,20.0,22,15.0,39,11,A,97,31
73303,0,39,2,578,1,5.0,0,F,18,2,60.0,13.0,15,8.0,40,5,A,52,19
150060,1,03,0,2773,0,1.0,0,F,25,1,,25.0,19,15.0,26,6,A,77,61
44900,0,37,0,988,1,5.0,0,M,21,2,67.0,25.0,27,5.0,16,3,A,81,63
171143,1,42,0,1566,0,,0,M,16,1,66.0,32.0,17,22.0,45,4,A,45,29
140457,1,40,1,576,1,3.0,0,M,33,2,73.0,15.0,18,12.0,29,15,A,130,43
132449,0,42,0,1308,0,7.0,0,M,9,1,,10.0,16,5.0,40,2,A,31,28
81300,0,41,3,414,1,3.0,0,M,7,3,54.0,15.0,16,10.0,39,1,N,22,34
174821,0,12,0,943,1,2.0,0,M,6,1,,20.0,24,0.0,56,1,N,24,15
170834,0,35,0,2475,1,7.0,0,F,28,1,52.0,18.0,26,13.0,48,4,A,102,29
23580,0,22,5,1217,1,3.0,0,F,19,1,49.0,17.0,16,14.0,30,10,S,52,8
169041,0,46,0,451,0,,0,M,6,2,,15.0,24,0.0,28,1,N,24,42
21732,0,28,0,933,1,6.0,0,M,32,2,63.0,8.0,19,3.0,23,18,E,126,48
153239,0,03,8,2706,1,2.0,0,M,11,1,43.0,20.0,16,0.0,37,2,A,32,26
145079,0,03,2,1813,0,5.0,0,F,17,1,33.0,27.0,23,7.0,28,2,A,65,45
27746,0,18,1,879,1,1.0,0,F,14,2,69.0,10.0,18,7.0,54,4,S,52,0
164713,0,14,0,4511,0,7.0,0,U,5,1,77.0,20.0,23,0.0,48,1,N,23,19
105144,1,30,1,424,1,1.0,0,F,14,3,,6.0,16,3.0,23,5,A,40,26
155223,0,24,0,1805,0,3.0,0,M,5,1,75.0,20.0,18,0.0,21,1,F,18,49
77293,0,14,9,2154,1,7.0,0,M,17,1,59.0,15.0,20,5.0,37,1,A,86,16
108463,0,03,0,651,0,,0,M,6,1,,15.0,23,0.0,26,1,N,23,48
112410,0,49,1,504,0,4.0,0,F,11,2,,16.0,22,6.0,37,3,A,29,29
22994,0,11,0,1280,0,,0,F,20,1,,20.0,16,15.0,30,3,A,56,33
189611,0,44,0,1038,1,2.0,0,F,10,2,47.0,15.0,23,9.0,28,2,A,29,25
99787,0,40,0,754,0,,0,F,18,2,64.0,18.0,17,13.0,47,4,S,54,12
40113,0,23,0,1373,1,6.0,0,M,6,1,81.0,25.0,15,15.0,23,0,F,16,59
39070,0,33,0,924,0,1.0,0,M,16,3,56.0,25.0,18,5.0,21,1,A,52,68
150292,1,10,0,1435,1,1.0,0,M,8,4,81.0,15.0,17,0.0,19,2,N,21,21
95802,0,16,2,551,1,2.0,0,F,13,2,79.0,35.0,15,32.0,21,2,A,45,50
90727,1,14,11,3671,1,7.0,0,M,28,1,51.0,10.0,17,7.0,30,11,A,122,25
165838,0,27,0,1316,0,1.0,0,M,6,2,71.0,21.0,16,0.0,36,0,F,16,23
38656,0,19,0,1025,1,,0,F,16,2,44.0,20.0,16,14.0,42,2,A,41,8
159,1,45,24,530,1,4.0,0,M,33,2,81.0,15.0,6,10.0,19,7,A,89,46
130926,1,35,15,1175,1,3.0,0,F,13,1,67.0,7.0,18,4.0,36,5,S,41,17
6917,0,13,0,1082,0,,1,M,26,1,37.0,45.0,17,35.0,23,10,S,128,72
85207,0,53,3,222,1,4.0,0,F,16,3,48.0,60.0,18,35.0,26,1,A,41,33
36690,1,13,0,1631,0,,0,F,14,1,,15.0,24,10.0,0,3,A,50,0
171677,1,10,0,1375,0,,0,U,15,4,,25.0,24,20.0,0,4,A,42,0
177083,0,27,0,557,0,7.0,0,M,6,2,47.0,15.0,24,0.0,31,1,N,24,36
171445,0,24,0,1757,0,7.0,0,M,15,1,,15.0,18,10.0,69,2,A,53,21
141209,1,18,0,660,0,,0,M,16,2,,20.0,20,10.0,22,5,S,40,37
7995,0,25,2,446,1,1.0,1,M,28,2,,20.0,16,15.0,10,5,S,88,30
170854,0,11,0,1135,0,,0,M,6,1,,20.0,20,0.0,28,0,F,20,19
16271,0,44,0,691,0,4.0,0,F,5,2,45.0,20.0,21,0.0,30,1,N,21,13
70217,1,21,0,320,0,3.0,0,F,10,3,45.0,10.0,18,7.0,39,1,A,31,15
49655,0,47,0,335,0,,0,F,20,2,,25.0,19,20.0,16,6,A,130,41
154851,0,18,0,1410,0,5.0,0,F,6,2,31.0,23.0,17,0.0,34,1,F,17,14
118099,0,45,0,343,0,1.0,0,M,14,2,,14.0,22,9.0,24,4,A,41,38
113845,0,53,0,260,0,2.0,0,M,9,3,,25.0,16,20.0,34,1,A,31,43
47280,0,32,17,464,1,1.0,0,F,28,3,73.0,10.0,17,9.0,61,8,S,128,33
89274,0,18,0,938,0,5.0,0,F,6,2,43.0,25.0,15,19.0,32,1,N,17,23
59999,0,32,1,287,1,2.0,0,F,30,3,73.0,50.0,21,45.0,0,5,A,111,40
56380,0,51,12,262,1,3.0,0,F,17,3,54.0,20.0,18,15.0,29,1,A,77,29
68677,0,18,12,806,1,5.0,0,F,14,2,83.0,20.0,18,10.0,52,1,A,53,19
106718,0,16,2,462,1,3.0,0,F,29,2,77.0,20.0,16,15.0,12,10,S,130,34
131773,0,11,0,1166,1,4.0,0,U,9,1,33.0,25.0,18,20.0,70,1,A,33,20
189065,1,45,2,347,1,4.0,1,M,24,2,81.0,11.0,4,8.0,20,9,F,104,46
89335,0,18,1,797,1,6.0,0,F,7,2,40.0,25.0,21,0.0,22,1,F,21,16
57087,1,49,9,821,1,7.0,0,M,12,2,51.0,15.0,18,5.0,0,2,A,33,33
19664,1,14,20,2282,1,5.0,0,M,9,1,74.0,21.0,17,6.0,40,2,N,24,34
39357,0,10,0,1065,0,,0,U,16,4,43.0,25.0,16,20.0,0,4,A,44,0
84364,0,53,0,308,1,1.0,0,M,22,3,49.0,15.0,23,12.0,29,6,A,75,39
152783,0,35,0,2210,0,,0,F,28,1,,16.0,24,13.0,40,10,A,128,38
160012,0,27,0,862,1,,0,M,20,2,73.0,25.0,18,15.0,38,4,S,53,12
13503,0,38,0,468,0,,1,F,6,2,,18.0,16,3.0,23,0,F,19,43
172095,0,18,7,1063,0,5.0,0,F,9,2,39.0,15.0,19,5.0,46,1,A,33,22
29345,1, .,1,618,1,5.0,0,F,25,?,47.0,12.0,18,9.0,0,6,A,101,0
114864,0,48,13,553,1,1.0,0,F,26,2,69.0,10.0,18,9.0,8,4,A,113,72
106862,1,18,4,600,1,4.0,0,F,30,2,46.0,5.0,15,3.0,47,12,S,106,21
20031,1,40,0,754,1,4.0,0,F,6,2,31.0,50.0,17,0.0,51,1,F,17,6
167265,0,03,2,4514,0,5.0,0,M,23,1,36.0,30.0,21,25.0,17,4,A,99,59
104140,0,28,0,591,1,3.0,0,F,5,2,63.0,15.0,16,0.0,24,1,F,16,58
60684,1,35,3,1081,1,5.0,0,F,23,1,40.0,20.0,19,15.0,40,4,A,86,25
108650,0,41,0,494,0,,0,F,5,3,,20.0,17,0.0,19,1,F,17,47
11510,0,39,26,490,1,7.0,1,M,6,2,66.0,15.0,20,0.0,32,0,F,26,30
105392,0,35,3,847,1,4.0,0,M,22,1,85.0,15.0,20,10.0,13,4,A,89,36
90817,0,16,2,672,1,1.0,0,F,22,2,27.0,15.0,24,10.0,7,6,A,96,46
53898,0,31,0,348,1,,0,F,9,3,,20.0,19,10.0,18,0,A,32,49
19812,0,35,1,1145,1,5.0,0,F,19,1,39.0,19.0,16,9.0,52,3,A,57,19
169042,0,46,10,881,1,2.0,0,M,13,2,75.0,20.0,24,10.0,30,1,A,32,43
184486,0,36,2,665,1,5.0,0,F,18,2,69.0,10.0,18,5.0,30,1,A,65,40
3953,1,16,1,2254,1,4.0,1,M,18,2,,20.0,26,10.0,21,1,A,56,66
141500,1,18,0,720,0,4.0,0,M,11,2,27.0,20.0,15,14.0,49,2,A,28,9
161135,0,36,0,671,1,1.0,0,M,14,2,,11.0,20,6.0,25,3,A,42,48
7048,1,11,0,3431,0,,1,M,28,1,64.0,15.0,7,10.0,51,12,S,129,3
86480,0,25,0,423,1,2.0,0,F,10,2,28.0,15.0,18,10.0,39,1,A,31,76
79968,0,48,4,625,1,1.0,1,F,11,2,67.0,10.0,21,5.0,29,3,N,26,39
66663,0,12,22,1106,1,5.0,0,F,18,1,69.0,17.0,18,12.0,31,4,A,53,34
123750,0,38,0,0,0,,0,U,18,2,42.0,5.0,18,3.0,33,10,S,53,18
133295,0,49,0,550,0,1.0,0,M,14,2,41.0,22.0,15,2.0,17,1,A,61,44
152572,0,25,0,2155,0,,0,M,21,2,,16.0,26,6.0,39,5,A,89,14
128408,1,39,0,723,1,3.0,0,F,29,2,75.0,10.0,21,7.0,43,13,S,110,24
37,0,11,0,2388,0,5.0,0,F,44,1,75.0,28.0,6,23.0,26,16,S,105,57
150828,0,12,0,2670,0,6.0,0,M,8,1,35.0,12.0,17,2.0,45,2,N,21,16
168726,0,30,0,693,0,6.0,0,M,30,3,37.0,20.0,17,15.0,27,5,A,125,31
10294,0, .,0,634,1,5.0,1,F,20,?,45.0,60.0,4,57.0,0,2,A,64,0
124208,0,39,0,411,0,4.0,0,M,32,2,66.0,30.0,18,25.0,29,15,S,127,35
110847,1,47,0,419,1,2.0,0,M,32,2,,10.0,15,8.0,26,25,S,128,24
32717,0,21,1,539,1,4.0,0,F,21,3,35.0,20.0,15,15.0,48,5,S,77,15
30244,0,25,0,563,0,4.0,0,F,15,2,75.0,25.0,18,20.0,50,3,A,41,20
173373,0,27,0,1196,0,,0,U,24,2,80.0,25.0,25,15.0,32,2,A,76,32
166173,0,10,0,797,0,1.0,0,M,5,4,33.0,20.0,18,0.0,24,0,F,18,65
161142,0,53,1,757,1,2.0,0,M,10,3,57.0,20.0,19,5.0,18,1,N,27,38
122384,0,43,0,394,0,7.0,0,M,5,2,39.0,15.0,16,0.0,29,1,F,16,28
185433,0,42,2,743,1,5.0,0,F,28,1,67.0,12.0,5,12.0,46,21,S,127,31
102751,0,53,4,187,0,4.0,0,M,30,3,55.0,35.0,17,30.0,8,7,A,123,21
175462,0,02,0,715,0,,0,U,27,1,,11.0,16,8.0,49,13,A,115,20
24311,1,42,0,877,0,,0,F,25,1,,17.0,24,12.0,23,7,A,105,56
186684,0,04,0,2017,0,,1,F,28,2,,20.0,8,15.0,8,9,A,104,39
161826,0,12,31,1900,1,3.0,0,F,31,1,63.0,21.0,18,16.0,62,15,A,124,10
179716,0,02,13,1711,1,3.0,0,F,18,1,77.0,20.0,21,17.0,51,4,A,64,25
38203,0,08,0,813,1,,0,M,20,3,44.0,23.0,18,18.0,35,5,S,57,37
176135,0,35,0,938,1,,0,M,23,1,77.0,50.0,20,25.0,99,6,A,77,0
145010,1,03,0,3240,0,,0,F,26,1,,20.0,20,17.0,26,10,A,126,63
79213,1,44,2,575,1,2.0,0,M,32,2,68.0,10.0,23,6.0,34,10,S,123,17
171943,0,18,2,1003,0,5.0,0,M,13,2,65.0,20.0,15,14.0,36,1,E,53,25
164948,0,03,0,1849,0,,0,F,29,1,86.0,20.0,15,17.0,21,9,A,125,38
102350,0,10,5,323,0,1.0,0,F,13,4,79.0,21.0,18,6.0,5,3,A,33,65
2314,0,03,0,3500,0,,0,F,29,1,80.0,25.0,13,22.0,25,11,A,81,41
171785,0,08,0,943,0,,0,F,13,3,76.0,15.0,18,5.0,38,3,A,43,57
147964,0,09,0,2841,0,,0,F,8,3,,15.0,16,10.0,16,2,N,21,65
105013,0,49,0,666,0,,0,F,22,2,45.0,25.0,18,20.0,35,4,A,93,19
15797,0,30,3,466,1,3.0,0,M,33,3,59.0,35.0,20,29.0,23,12,S,130,43
36187,0,40,0,1132,0,4.0,0,F,10,2,37.0,10.0,18,7.0,34,3,A,29,34
168633,0,14,0,3553,0,7.0,0,M,10,1,67.0,15.0,15,5.0,66,1,A,29,8
98221,1,53,0,331,0,,0,U,10,3,,15.0,18,10.0,26,3,A,69,34
148567,0,19,0,1549,0,,0,U,11,2,,15.0,18,5.0,66,2,A,27,7
89278,0,12,0,1594,1,,0,M,10,1,,20.0,18,10.0,29,1,N,25,25
147587,0,03,1,3644,1,5.0,0,M,11,1,58.0,25.0,19,0.0,16,1,A,29,38
46490,0,28,12,795,1,3.0,0,M,12,2,68.0,8.0,16,3.0,27,3,A,35,54
53142,0,17,0,663,0,1.0,0,F,22,2,57.0,20.0,15,19.0,33,8,E,104,25
43564,1,28,1,1165,1,6.0,0,M,6,2,52.0,20.0,24,0.0,32,1,N,24,40
39918,0,29,0,1386,1,1.0,0,F,23,2,,50.0,18,47.0,1,4,A,92,91
15697,1,43,0,535,0,5.0,0,U,13,2,,20.0,19,10.0,22,1,A,44,40
