CONTROL_NUMBER,DONATED,CLUSTER_CODE,PER_CAPITA_INCOME,RECENT_CARD_RESPONSE_COUNT,HOME_OWNER,RECENCY_STATUS_96NK,PCT_ATTRIBUTE1,RECENT_RESPONSE_PROP,DONOR_AGE,RECENT_STAR_STATUS,LIFETIME_PROM,PEP_STAR,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,INCOME_GROUP,PCT_ATTRIBUTE4,NUMBER_PROM_12,MOR_HIT_RATE,RECENT_RESPONSE_COUNT
62706,0,41,9997,1,U,A,0,0.4,,0,57,1,15.0,10.18,,28,14,0,4
190902,0,03,13344,0,U,A,0,0.053,69.0,0,63,0,26.0,14.5,4.0,69,10,0,1
108393,0,20,15899,0,H,A,0,0.095,46.0,0,43,1,26.0,12.0,4.0,29,10,4,2
138997,1,41,9091,1,H,A,0,0.158,72.0,0,50,0,15.0,9.71,2.0,55,11,24,3
160431,0,42,19252,1,U,A,0,0.091,72.0,0,68,0,17.0,31.71,,53,13,0,2
67703,0,01,24728,1,U,A,0,0.056,,0,38,0,24.0,9.0,,52,10,0,1
184121,0,31,11235,1,H,A,2,0.05,73.0,0,62,0,23.0,8.73,3.0,29,13,2,1
24132,0,50,6739,1,U,N,0,0.429,26.0,0,16,0,15.0,10.0,,38,11,0,3
80900,0,36,10985,0,H,A,0,0.059,75.0,0,47,0,18.0,11.8,2.0,84,13,24,1
30934,1,43,8956,0,U,A,0,0.118,7.0,0,51,0,18.0,12.5,2.0,37,11,9,2
146283,0,08,12794,1,H,F,0,0.2,67.0,0,15,0,16.0,15.0,4.0,34,12,5,1
126146,0,02,17184,1,H,A,2,0.2,74.0,0,40,0,26.0,8.71,5.0,21,12,21,4
43409,0,40,12196,3,H,A,0,0.286,36.0,0,50,0,18.0,4.75,3.0,18,12,0,6
108785,0,36,7633,2,U,A,0,0.15,49.0,0,33,0,16.0,11.25,5.0,37,13,0,3
187818,0,37,13439,3,U,E,1,0.375,,0,20,1,18.0,7.63,,62,6,0,3
88662,1,18,15134,3,H,S,1,0.333,67.0,1,77,1,15.0,8.77,5.0,38,14,24,6
156559,1,12,20066,2,H,A,3,0.278,51.0,0,42,1,15.0,9.86,7.0,9,14,0,5
189536,0,42,23731,1,H,A,0,0.154,41.0,0,22,0,24.0,13.0,3.0,32,10,9,2
159903,0,21,10206,1,U,A,0,0.231,65.0,0,23,0,17.0,7.75,1.0,43,12,0,3
147391,0,23,21636,1,U,A,0,0.333,,0,31,1,15.0,6.0,3.0,99,19,0,4
125941,0,21,12073,1,U,S,0,0.182,72.0,1,53,1,25.0,6.95,,0,13,0,4
162592,0,15,26216,0,U,A,0,0.077,75.0,0,61,1,18.0,8.45,,23,12,0,1
27202,0,35,0,1,H,A,0,0.05,37.0,0,47,0,23.0,15.8,7.0,16,13,7,1
24198,0,50,8294,1,U,A,1,0.118,,0,29,0,22.0,16.67,,36,12,0,2
171209,0,17,15608,0,H,E,2,0.5,45.0,0,10,0,15.0,30.0,5.0,16,8,0,1
165384,1,35,41906,0,H,S,0,0.105,41.0,1,65,1,17.0,14.25,6.0,57,13,0,2
72851,1,31,7937,1,U,A,0,0.091,85.0,0,81,1,19.0,13.11,1.0,17,13,3,2
1280,0,42,20138,2,H,A,0,0.227,71.0,0,82,1,18.0,21.69,7.0,12,15,18,5
137113,1,18,12700,4,H,S,4,0.4,44.0,1,36,1,18.0,6.0,5.0,14,13,5,8
47616,0,47,9486,3,U,A,0,0.2,53.0,0,32,0,16.0,5.67,,48,13,0,4
117383,1,16,0,0,H,F,0,0.2,49.0,0,12,0,16.0,15.0,5.0,47,10,1,1
152245,0,30,9182,2,U,S,0,0.227,,1,69,1,25.0,23.76,,58,13,0,5
97026,1,24,16242,6,H,S,0,0.381,50.0,1,57,1,18.0,11.5,7.0,43,13,1,8
151195,1, .,35563,3,U,A,0,0.188,87.0,0,35,1,24.0,8.25,6.0,0,7,0,3
80968,0,48,8636,1,H,F,0,0.143,45.0,0,13,0,21.0,15.0,4.0,46,8,3,1
61776,0,43,12342,1,H,F,0,0.2,67.0,0,13,0,16.0,15.0,1.0,46,11,0,1
132576,0,44,14399,2,H,S,0,0.105,57.0,1,65,1,21.0,12.33,4.0,8,13,7,2
56428,0,27,17274,3,U,S,32,0.5,82.0,1,49,1,15.0,4.19,2.0,2,8,25,6
6186,0,13,24207,2,H,A,0,0.105,65.0,0,110,1,17.0,15.47,5.0,71,30,6,2
89354,0,15,19163,0,U,A,0,0.05,36.0,0,34,0,24.0,22.5,,30,11,0,1
14716,0,01,22740,3,H,A,2,0.308,27.0,0,60,1,24.0,7.73,1.0,32,8,36,4
190387,1,35,27373,1,U,E,0,0.125,,0,15,1,19.0,18.33,,11,4,0,1
77435,1,40,15371,2,H,S,0,0.158,85.0,1,63,1,23.0,4.27,2.0,20,13,0,3
171475,0,16,19712,2,H,L,0,0.154,73.0,0,21,0,15.0,20.0,4.0,46,11,0,2
13566,1,05,16740,1,H,A,0,0.235,,0,68,0,18.0,10.75,4.0,0,33,0,4
164175,1,46,18951,1,H,A,0,0.056,,0,68,0,21.0,9.09,5.0,36,11,0,1
22176,1,53,10597,4,U,S,0,0.211,,1,71,1,20.0,9.13,,42,13,0,4
1258,0,06,16469,1,U,A,1,0.056,63.0,0,75,0,18.0,9.0,2.0,21,14,1,1
155149,0,12,18050,0,H,A,5,0.118,52.0,3,71,1,25.0,11.31,7.0,10,10,0,2
179673,1,02,20632,5,H,S,0,0.333,80.0,1,61,1,17.0,3.64,5.0,33,12,6,5
7819,0,48,13367,5,H,S,0,0.316,82.0,1,83,1,17.0,7.58,3.0,40,26,14,6
84276,1,44,11330,6,U,S,0,0.579,54.0,1,84,1,3.0,5.34,3.0,35,13,1,11
120938,0,07,9292,3,U,A,0,0.167,66.0,4,65,1,24.0,10.69,,33,10,0,3
68456,0,08,10727,0,U,A,0,0.1,,0,68,1,18.0,11.73,1.0,36,13,0,2
118312,0,45,10127,2,H,A,0,0.19,37.0,0,43,0,17.0,10.43,5.0,44,13,0,4
15650,0,32,9889,4,H,S,0,0.227,66.0,1,73,1,16.0,3.46,5.0,23,14,1,5
163581,0,03,25828,1,U,S,0,0.143,39.0,1,38,1,19.0,9.67,5.0,30,12,1,3
136355,0,49,11389,1,H,A,0,0.1,71.0,0,38,0,24.0,17.0,2.0,42,13,0,2
70567,0,43,15373,3,H,A,0,0.357,30.0,0,28,1,16.0,6.0,5.0,31,14,0,5
101033,1,39,12711,1,H,A,0,0.071,40.0,0,45,0,18.0,13.8,4.0,6,10,2,1
86487,0,39,8611,1,U,F,88,0.2,,0,13,0,16.0,15.0,3.0,0,11,0,1
108951,0,43,9532,2,H,A,0,0.154,67.0,0,21,0,19.0,12.5,5.0,38,9,0,2
112751,1,35,18233,1,H,A,0,0.1,55.0,0,41,0,17.0,13.8,5.0,0,13,15,2
9138,0,29,25240,0,H,A,0,0.05,87.0,0,123,0,18.0,17.71,6.0,81,38,19,1
166182,0,10,7339,0,U,A,0,0.05,32.0,0,60,1,19.0,25.4,,37,14,0,1
124464,0,45,12523,2,H,A,0,0.143,64.0,3,73,1,26.0,6.55,4.0,58,9,0,3
7637,1,53,9059,2,H,S,0,0.143,79.0,1,118,1,23.0,9.0,2.0,42,25,0,3
28668,0,18,13996,2,H,A,0,0.167,58.0,0,23,0,17.0,13.5,5.0,26,12,1,2
17283,0,49,11633,1,U,S,0,0.143,39.0,1,65,1,21.0,4.71,,25,13,0,3
134618,0,02,13317,1,U,A,4,0.053,,0,52,0,23.0,12.2,5.0,0,12,1,1
148989,0,24,23745,2,U,A,0,0.19,,0,49,0,18.0,10.67,,17,14,0,4
92318,0,14,45844,0,H,A,0,0.118,86.0,0,37,0,25.0,22.0,7.0,63,8,0,2
25734,0,12,16451,1,U,N,1,0.143,,0,21,0,18.0,15.0,,8,11,0,2
149498,1,13,64190,1,H,A,0,0.095,59.0,0,57,0,26.0,21.67,6.0,46,11,7,2
160570,1,35,15307,2,H,N,0,0.375,73.0,0,20,0,16.0,15.33,5.0,37,14,0,3
133059,0,49,7939,0,H,A,0,0.111,36.0,10,54,1,18.0,6.07,5.0,26,12,0,2
129993,0,02,26418,0,U,F,0,0.2,49.0,0,14,0,16.0,20.0,,8,12,0,1
81527,1,46,11632,1,U,A,0,0.105,82.0,0,65,1,15.0,7.69,,37,10,0,2
180097,0,11,18651,0,U,A,0,0.111,45.0,0,59,1,18.0,11.0,2.0,33,13,0,2
49650,1,47,8760,3,H,A,0,0.318,45.0,0,39,1,19.0,9.78,4.0,3,12,0,7
138182,1,25,10858,1,U,S,2,0.143,68.0,1,59,1,24.0,6.0,1.0,17,13,0,3
113,0,53,9042,2,U,A,0,0.095,,0,94,0,20.0,36.86,,43,21,0,2
70227,0,17,11378,0,U,A,2,0.167,,0,21,0,15.0,10.0,,33,11,0,2
37860,0,06,19772,0,H,A,0,0.063,,11,68,1,18.0,6.0,5.0,52,11,1,1
10158,0,24,25701,1,H,S,0,0.05,49.0,1,98,1,23.0,10.94,6.0,8,34,21,1
124043,0,28,14704,0,H,A,0,0.067,79.0,0,59,1,15.0,19.0,7.0,58,12,1,1
121950,0,17,9637,1,H,F,0,0.2,65.0,0,15,0,17.0,15.0,4.0,19,12,3,1
185305,0,21,8671,1,H,F,0,0.2,59.0,0,25,0,18.0,15.0,4.0,18,23,15,1
166466,0,01,13397,2,U,A,0,0.167,34.0,0,46,0,16.0,12.6,,99,13,0,3
49969,0,39,11472,0,H,A,11,0.067,47.0,0,60,1,19.0,16.11,4.0,8,11,0,1
31463,0,50,8783,1,U,A,11,0.2,,0,29,0,15.0,28.75,,20,14,0,3
169505,0,37,12184,0,H,A,0,0.053,81.0,0,65,1,18.0,18.0,5.0,33,13,0,1
4440,0,50,8915,4,H,A,0,0.313,69.0,7,92,1,16.0,19.56,1.0,15,19,0,5
155030,0,26,9525,4,U,A,1,0.286,47.0,3,53,1,23.0,8.64,,30,10,0,4
89176,0,13,45055,1,H,A,0,0.059,35.0,0,53,0,17.0,16.0,7.0,36,13,1,1
143205,0,22,20308,1,U,A,0,0.136,63.0,5,47,1,25.0,15.0,,29,14,0,3
35417,0,22,22052,4,U,S,0,0.3,,1,73,1,16.0,6.15,,44,13,0,6
184352,0,27,13958,1,H,N,0,0.231,40.0,0,24,0,16.0,18.33,5.0,18,14,0,3
64650,1,21,15481,2,U,A,0,0.111,64.0,0,29,0,24.0,26.5,2.0,52,12,15,2
186013,1,39,12774,1,H,A,2,0.235,77.0,0,67,1,16.0,9.5,5.0,32,22,31,4
59486,0,49,13241,2,H,S,1,0.222,41.0,1,50,1,18.0,7.08,5.0,37,14,0,4
112023,0,45,7903,1,U,A,0,0.105,,0,60,0,19.0,13.13,,42,11,0,2
79643,0,12,16687,1,U,A,0,0.053,,0,73,1,16.0,14.1,,15,14,0,1
159659,0,46,13898,4,U,A,0,0.412,17.0,0,54,1,19.0,6.5,1.0,45,13,5,7
38082,0,17,15705,2,H,A,0,0.111,77.0,0,29,0,24.0,25.0,4.0,41,13,1,2
105761,0,17,9197,1,U,F,6,0.25,,0,12,0,16.0,15.0,,28,11,0,1
79326,0,40,12980,2,U,A,0,0.118,24.0,6,70,1,24.0,5.19,3.0,26,12,1,2
153460,0,05,11479,1,U,S,0,0.2,,1,65,1,24.0,4.14,,34,6,0,3
53078,1,35,20593,2,H,A,0,0.158,44.0,0,37,0,24.0,19.0,5.0,35,12,2,3
97199,0,34,13752,1,H,F,0,0.2,23.0,0,13,0,17.0,15.0,5.0,35,10,5,1
2097,0,25,20604,2,U,A,1,0.136,87.0,0,87,1,25.0,12.71,,28,18,0,3
50204,0,24,21501,5,U,S,0,0.421,,1,47,1,17.0,12.17,,18,13,0,8
181722,0,43,8573,1,U,S,0,0.15,72.0,1,57,1,18.0,8.0,1.0,26,14,4,3
30331,0,40,11817,1,H,A,0,0.105,51.0,0,72,1,17.0,8.94,4.0,21,11,18,2
176138,1,25,0,1,H,A,2,0.143,,0,68,1,21.0,8.31,5.0,14,8,1,3
147717,0,19,10733,2,H,A,1,0.19,,0,37,0,17.0,6.14,6.0,17,12,0,4
57375,0,21,15146,0,H,E,0,0.118,22.0,9,77,1,15.0,7.69,2.0,24,10,16,2
159319,1,13,40064,1,H,A,0,0.063,52.0,0,56,0,21.0,10.67,7.0,42,10,13,1
111419,0,36,9189,1,U,S,1,0.105,,1,70,1,18.0,7.23,2.0,38,8,0,2
79968,0,48,12147,3,U,N,0,0.25,67.0,0,23,1,21.0,8.0,1.0,39,13,4,3
141591,1,18,16797,1,U,S,2,0.154,73.0,1,48,1,16.0,10.13,,31,10,0,2
141554,0,02,20497,1,H,A,1,0.105,65.0,0,39,0,18.0,13.0,5.0,49,12,0,2
104606,1,16,14642,5,H,S,0,0.429,67.0,1,45,1,17.0,8.27,1.0,57,11,5,6
55101,0,49,11837,2,H,A,1,0.158,53.0,5,45,1,17.0,8.33,4.0,27,8,0,3
169947,0,46,14227,2,H,S,1,0.182,17.0,1,82,1,17.0,6.8,5.0,48,11,2,4
53995,0,51,8764,0,H,F,0,0.0,31.0,0,12,0,,20.0,7.0,36,10,0,0
73555,1,38,11966,1,U,F,0,0.2,,0,13,0,17.0,15.0,1.0,11,10,0,1
70146,1,40,15017,2,U,S,0,0.364,59.0,1,67,1,16.0,6.88,7.0,12,7,11,4
41705,0,16,10940,1,H,N,0,0.1,49.0,0,17,0,24.0,25.0,4.0,26,9,10,1
187768,0,45,13169,3,U,E,0,0.625,,1,23,1,17.0,5.0,,49,5,0,5
12737,1,18,17563,2,U,N,0,0.375,57.0,0,45,0,16.0,7.17,4.0,8,35,0,3
87243,0,38,12758,1,U,A,0,0.222,,0,49,1,18.0,5.27,,0,13,0,4
45551,1,21,0,2,U,A,0,0.143,,0,22,0,16.0,12.5,,0,11,0,2
10829,0,31,11538,2,U,A,0,0.136,53.0,0,78,0,27.0,9.29,4.0,21,13,1,3
152010,1,13,19332,3,H,A,0,0.316,76.0,0,55,1,16.0,3.46,5.0,51,13,2,6
41783,0,23,27059,4,U,A,0,0.313,35.0,0,29,1,17.0,7.5,3.0,51,12,0,5
140456,1,45,6997,3,U,S,3,0.158,87.0,1,70,1,15.0,6.35,1.0,33,12,10,3
85113,0,42,18314,0,H,A,1,0.15,50.0,0,35,0,15.0,13.4,5.0,29,13,1,3
187608,0,25,11690,2,U,E,18,0.5,,0,16,0,16.0,12.83,,20,7,0,4
163771,0,11,24002,0,U,A,2,0.059,27.0,0,56,1,18.0,11.56,,63,13,0,1
72960,0,44,13285,4,H,S,0,0.235,65.0,1,37,1,16.0,11.17,7.0,35,13,0,4
23241,0,40,13165,0,H,N,2,0.125,55.0,0,18,0,18.0,12.5,1.0,43,13,0,1
13089,1,40,15816,0,H,A,0,0.091,35.0,0,84,0,26.0,20.18,4.0,17,34,0,2
86077,0,45,10570,3,H,S,1,0.2,,1,80,1,17.0,8.25,4.0,49,13,0,4
76749,0,41,13315,2,H,A,2,0.19,78.0,0,52,0,15.0,8.56,1.0,45,12,0,4
38172,0,07,12385,4,H,S,0,0.333,27.0,1,77,1,17.0,5.84,4.0,46,12,8,7
65393,0,05,15209,2,U,N,0,0.3,53.0,0,19,0,18.0,6.33,3.0,37,12,0,3
98382,0,30,9502,4,H,S,0,0.35,87.0,1,63,1,18.0,3.8,2.0,17,12,5,7
49781,0,32,7634,0,H,A,0,0.136,63.0,3,82,1,18.0,7.07,5.0,0,13,2,3
84745,1,49,12097,3,U,S,0,0.4,81.0,1,57,1,17.0,6.59,1.0,22,13,6,8
149015,0,03,33603,3,U,S,0,0.409,73.0,1,50,1,16.0,17.94,1.0,44,15,2,9
171302,1,12,17493,0,H,A,1,0.056,50.0,0,36,0,18.0,11.67,5.0,24,10,1,1
12954,0, .,11844,0,H,A,0,0.1,87.0,0,64,0,18.0,23.42,2.0,0,33,1,2
30576,0,22,20580,2,U,A,0,0.095,56.0,4,66,1,28.0,8.87,1.0,49,13,3,2
54121,0,40,17586,1,U,S,0,0.111,,1,49,1,19.0,8.67,,18,13,0,2
147206,0,09,5851,2,U,N,1,0.25,,0,18,0,16.0,12.5,,31,12,0,2
184155,0,33,10185,4,H,S,0,0.409,,1,70,1,15.0,5.0,1.0,59,13,0,9
51390,0,41,8414,6,H,S,0,0.421,67.0,1,59,1,21.0,8.38,3.0,10,13,5,8
4427,0, .,21159,3,U,S,0,0.313,76.0,1,97,1,21.0,9.23,,0,24,0,5
173492,0,10,0,2,U,A,0,0.111,,0,41,0,23.0,20.0,,0,14,0,2
175535,1,02,20426,2,U,A,0,0.2,36.0,0,36,1,16.0,10.6,4.0,31,14,2,4
67359,0,40,17278,0,U,A,0,0.056,57.0,0,68,1,24.0,8.91,3.0,26,9,0,1
24121,0,50,9996,3,H,A,1,0.19,82.0,0,75,1,25.0,18.39,2.0,31,12,0,4
83585,0,03,20787,0,H,A,0,0.083,7.0,0,63,0,20.0,11.13,5.0,24,11,5,1
101065,0,24,15633,1,H,E,1,0.5,53.0,0,9,0,15.0,15.0,5.0,18,7,0,1
1085,0,44,14003,6,H,A,0,0.35,63.0,4,92,1,12.0,10.92,4.0,21,16,25,7
4314,1,07,11401,3,H,S,0,0.25,75.0,1,99,1,17.0,5.45,2.0,41,15,2,5
125986,1,39,10096,4,U,S,0,0.227,51.0,1,49,1,19.0,13.38,6.0,31,14,0,5
88116,0,22,52754,2,H,S,0,0.235,85.0,1,69,1,17.0,6.68,5.0,66,12,1,4
73304,0,37,10736,2,U,A,0,0.263,87.0,0,42,0,17.0,4.7,2.0,64,12,0,5
162958,0,09,7985,4,H,S,0,0.389,43.0,1,33,1,20.0,5.18,3.0,13,12,0,7
19130,0,41,7853,0,H,A,0,0.05,63.0,0,57,1,30.0,10.44,2.0,46,13,2,1
34120,1,25,16795,3,H,A,16,0.182,77.0,0,69,0,22.0,17.87,1.0,26,14,4,4
172801,1,44,12318,0,H,A,0,0.048,,0,65,0,25.0,13.57,5.0,37,11,5,1
74782,0,22,14350,2,U,A,0,0.211,,0,67,1,15.0,4.31,,30,12,0,4
163701,0,15,0,2,U,L,1,0.2,51.0,3,53,1,15.0,7.47,4.0,55,11,3,4
123969,0,27,10686,1,H,A,1,0.2,,0,61,1,18.0,5.29,5.0,41,13,15,4
132479,0,49,11444,1,U,N,0,0.429,41.0,0,18,0,15.0,8.67,,21,13,0,3
13697,0,27,12926,1,U,A,2,0.15,87.0,0,77,0,21.0,7.23,2.0,31,27,1,3
141891,0,39,14550,2,U,A,1,0.118,72.0,12,76,1,20.0,5.36,,23,12,0,2
140012,1,34,18366,2,H,E,0,0.176,55.0,0,52,0,16.0,16.71,4.0,22,14,6,3
40943,0,35,25288,0,H,A,0,0.063,70.0,0,29,0,26.0,12.5,5.0,47,9,1,1
40968,1,40,12625,2,U,A,1,0.143,,0,45,1,17.0,13.67,,31,13,0,3
15600,0,47,9731,0,U,A,0,0.063,47.0,0,50,0,18.0,16.4,5.0,63,11,0,1
2393,0,30,10682,5,U,A,0,0.45,44.0,0,45,1,15.0,5.08,,39,14,0,9
133479,0,40,13790,3,H,A,18,0.214,45.0,0,25,0,16.0,11.5,4.0,24,13,8,3
156390,0,02,32358,0,H,E,0,0.5,68.0,0,9,0,15.0,15.0,6.0,39,7,1,1
163300,0,02,15310,4,H,S,0,0.318,,1,81,1,15.0,7.25,7.0,41,13,2,7
14831,1,51,9291,3,U,S,0,0.263,,1,88,1,18.0,8.79,,41,17,0,5
110774,0,43,18346,0,U,A,0,0.1,,0,73,1,25.0,10.31,,29,11,0,2
6183,1, .,17443,1,H,A,0,0.045,73.0,0,103,1,28.0,25.8,4.0,0,24,7,1
97937,0,51,10538,0,H,A,0,0.05,35.0,0,50,0,26.0,11.67,5.0,30,10,11,1
45520,0,36,10666,0,U,A,0,0.125,,0,32,0,20.0,11.67,6.0,39,12,0,2
150986,0,06,17217,3,H,S,0,0.3,72.0,1,55,1,18.0,6.86,6.0,36,14,2,6
84994,0,39,12542,1,H,S,0,0.158,83.0,1,63,1,15.0,7.25,2.0,12,11,0,3
119520,0,21,10367,4,H,A,0,0.455,76.0,0,24,1,17.0,3.5,1.0,63,13,2,5
165627,0,05,16897,2,H,A,0,0.154,37.0,0,22,0,24.0,20.0,4.0,55,10,10,2
182586,1,51,8712,2,U,A,0,0.444,78.0,0,44,0,15.0,6.87,3.0,16,7,0,4
30454,0,35,15373,1,H,A,0,0.045,,0,73,0,30.0,12.87,4.0,10,14,33,1
93917,0,10,9400,2,H,A,0,0.15,78.0,0,71,0,24.0,16.25,2.0,0,12,1,3
180147,0,18,11225,1,H,A,0,0.158,43.0,0,36,0,20.0,11.5,4.0,9,12,0,3
160213,0,38,12627,1,H,A,0,0.143,56.0,0,24,0,23.0,12.0,2.0,0,12,1,2
158788,0,23,22655,2,H,A,1,0.154,33.0,0,22,0,21.0,15.0,5.0,71,10,0,2
48404,0,43,10156,2,U,A,0,0.2,,0,26,0,18.0,11.0,,41,11,0,3
71994,0,36,16046,3,H,A,0,0.19,55.0,0,67,1,19.0,11.0,5.0,28,13,7,4
89954,0,14,21837,0,H,A,0,0.053,82.0,11,64,1,18.0,6.46,5.0,40,13,0,1
50555,0,51,9013,1,H,A,0,0.133,55.0,0,23,0,19.0,15.0,5.0,40,10,0,2
6537,0,05,13378,2,H,S,0,0.278,48.0,1,86,1,19.0,9.71,6.0,30,18,0,5
184537,0,22,26010,2,U,A,6,0.167,35.0,0,19,0,24.0,10.0,4.0,68,7,0,2
104848,1,15,20996,4,H,S,0,0.357,82.0,1,45,1,17.0,5.24,7.0,36,12,2,5
51423,0,40,10808,1,U,N,2,0.143,37.0,0,13,0,21.0,20.0,4.0,35,8,4,1
16562,0,15,16501,2,H,A,0,0.211,60.0,0,37,1,16.0,6.29,6.0,0,15,3,4
76642,0,28,13074,1,H,A,0,0.15,,7,78,1,18.0,10.0,2.0,44,13,6,3
10906,0,11,17879,1,U,A,1,0.105,7.0,0,87,0,17.0,15.96,1.0,42,29,24,2
104530,0,42,15043,1,U,A,0,0.118,,0,30,0,20.0,19.5,,24,13,0,2
173422,0,10,0,2,U,A,0,0.091,,0,57,1,22.0,11.75,,0,12,0,2
81065,0,22,14414,0,U,F,0,0.2,45.0,0,14,0,16.0,50.0,4.0,18,12,0,1
128713,0,24,19195,1,H,S,0,0.105,76.0,1,69,1,22.0,13.38,2.0,63,12,0,2
124395,1,40,18277,1,U,A,0,0.105,78.0,11,65,1,20.0,8.89,7.0,41,13,5,2
95581,0,30,11310,2,H,A,0,0.214,47.0,0,25,0,19.0,16.67,5.0,46,13,0,3
171588,0,35,23386,0,H,A,0,0.067,59.0,0,56,1,18.0,13.5,7.0,39,11,2,1
32880,1,17,15245,2,H,A,3,0.105,57.0,0,41,0,16.0,12.2,3.0,36,13,0,2
149227,0,34,0,3,U,A,0,0.211,,0,30,0,24.0,13.2,,19,12,0,4
51617,0,35,19524,3,H,A,0,0.25,49.0,0,26,1,20.0,10.75,7.0,29,11,3,4
113830,0,45,9225,1,U,A,3,0.059,,0,46,1,23.0,13.4,,40,10,0,1
117216,1,16,12864,4,H,A,0,0.286,35.0,0,28,1,16.0,10.25,4.0,45,13,0,4
25661,0,11,16604,2,U,A,0,0.154,,0,25,0,22.0,16.0,,47,11,0,2
45366,0,29,17569,1,U,F,0,0.2,,0,13,0,17.0,15.0,,48,10,0,1
77724,0,11,21456,4,U,S,0,0.235,,1,61,1,17.0,3.67,,33,14,0,4
180292,1,28,20971,2,H,A,1,0.227,76.0,0,68,1,15.0,6.6,5.0,61,13,2,5
130959,0,24,17295,1,U,F,0,0.2,,0,15,0,17.0,30.0,3.0,5,12,9,1
9780,0, .,18480,5,H,S,0,0.389,77.0,1,96,1,21.0,15.33,5.0,0,33,3,7
32079,0,38,13708,1,H,N,1,0.1,,0,16,0,24.0,15.0,4.0,48,7,0,1
155898,0,28,9101,1,U,A,0,0.1,,0,32,0,24.0,9.75,,59,11,0,2
161764,0,41,37190,1,U,A,0,0.158,41.0,0,56,0,18.0,14.14,3.0,0,13,0,3
143996,1,13,80928,3,H,S,0,0.2,47.0,1,38,1,25.0,7.08,6.0,63,12,0,4
117008,0,03,23028,0,H,S,0,0.1,47.0,1,68,1,19.0,6.64,4.0,51,13,11,2
191775,0, .,22294,0,U,A,0,0.053,78.0,14,99,1,23.0,18.33,6.0,0,24,0,1
1742,0,36,13437,2,H,A,0,0.214,76.0,0,38,0,19.0,11.67,2.0,32,15,13,3
54428,0,49,11831,3,U,A,0,0.308,69.0,0,24,1,15.0,4.83,2.0,15,13,0,4
179697,0,11,25834,3,H,A,0,0.15,59.0,8,66,1,24.0,9.0,7.0,44,13,1,3
118692,0,25,16997,1,U,A,1,0.071,,0,32,0,20.0,26.25,,0,13,0,1
164054,0,14,47350,0,H,N,0,0.0,57.0,0,15,0,,25.0,6.0,36,10,0,0
15697,1,43,12206,0,U,A,0,0.118,,0,35,0,19.0,14.0,5.0,40,14,0,2
42884,0,33,14789,4,H,S,0,0.278,68.0,1,61,1,17.0,7.18,4.0,72,13,16,5
113155,0,32,12093,1,H,F,0,0.2,63.0,0,14,0,16.0,20.0,2.0,0,12,0,1
183014,0,16,13386,2,H,A,0,0.167,51.0,0,21,0,23.0,11.5,7.0,27,10,0,2
72667,0,43,11343,0,U,N,1,0.286,47.0,0,11,0,16.0,8.67,2.0,34,6,0,2
113292,0,11,43476,1,H,A,0,0.071,72.0,0,28,0,21.0,12.5,7.0,39,10,7,1
166356,0,13,60492,3,U,A,0,0.25,86.0,0,53,0,19.0,14.94,,49,14,0,5
25574,0,11,20770,2,H,A,0,0.136,62.0,0,46,1,23.0,13.71,4.0,36,12,12,3
51234,1,21,10806,0,H,A,0,0.105,74.0,0,38,0,18.0,9.5,3.0,42,12,7,2
15833,0,25,18856,0,H,A,1,0.143,37.0,0,24,0,15.0,9.67,3.0,16,11,0,2
24553,0,30,6798,3,H,A,0,0.231,65.0,0,25,1,20.0,8.4,1.0,51,13,12,3
92242,0,24,19728,1,H,A,0,0.143,61.0,3,74,1,18.0,13.27,7.0,36,13,20,3
147936,1,01,23187,2,H,A,0,0.357,7.0,0,51,1,15.0,5.47,5.0,37,11,10,5
52729,1,28,11699,1,H,A,0,0.214,67.0,0,29,0,18.0,5.83,2.0,35,6,10,3
135932,0,29,14859,0,U,A,0,0.05,83.0,0,43,0,26.0,15.5,,95,10,0,1
181368,0,44,12776,0,H,A,2,0.182,41.0,0,43,0,18.0,10.4,2.0,22,13,0,2
89195,0,13,33364,1,H,A,0,0.111,,0,50,0,21.0,10.71,7.0,32,13,20,2
65915,1,08,16972,1,U,A,0,0.211,,0,48,0,18.0,5.11,,12,12,0,4
60104,1,20,13070,2,U,S,2,0.2,,1,58,1,18.0,8.71,,27,14,0,4
21577,0,49,10828,1,U,A,0,0.105,,0,42,0,22.0,10.5,,28,11,0,2
3063,0,18,44042,2,H,A,1,0.167,80.0,3,62,1,15.0,9.46,5.0,43,32,18,3
126959,1,42,14432,3,H,A,0,0.2,41.0,0,46,1,16.0,11.43,4.0,48,15,0,4
151203,1, .,18907,4,H,S,0,0.25,,1,67,1,23.0,8.2,1.0,0,12,6,5
25963,0,35,24890,0,U,A,0,0.059,82.0,0,31,0,18.0,11.67,6.0,0,10,0,1
96977,0,25,5211,1,H,F,0,0.143,63.0,0,17,0,21.0,30.0,6.0,0,11,1,1
62806,0,49,12722,1,H,A,0,0.385,59.0,0,24,0,16.0,6.8,7.0,19,13,0,5
31900,0,18,8398,1,U,N,0,0.083,,0,17,0,26.0,20.0,,36,8,0,1
31997,0,38,16969,2,H,N,0,0.182,79.0,0,23,0,19.0,9.0,5.0,39,14,3,2
30137,0,34,18678,1,U,F,0,0.2,65.0,0,14,0,16.0,20.0,3.0,62,12,0,1
