CONTROL_NUMBER,DONATED,CLUSTER_CODE,MONTHS_SINCE_LAST_PROM_RESP,FILE_AVG_GIFT,LIFETIME_GIFT_AMOUNT,IN_HOUSE,SES,PUBLISHED_PHONE,OVERLAY_SOURCE,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,MEDIAN_HOUSEHOLD_INCOME,LAST_GIFT_AMT,MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,WEALTH_RATING,MONTHS_SINCE_LAST_GIFT,DONOR_GENDER
8989,1,40,15.0,10.5,273.0,1,2,0,P,A,5,441,16.0,137,83.0,82,3.0,15,F
112781,0,41,15.0,1.6,24.0,0,3,0,N,S,6,131,1.0,77,,62,,15,F
63300,0,27,26.0,15.0,45.0,0,2,1,P,A,2,295,30.0,41,39.0,84,,26,M
102222,1,16,24.0,8.62,181.0,0,2,1,B,A,2,321,10.0,137,64.0,63,6.0,24,F
2298,0,33,21.0,9.2,92.0,0,3,1,B,A,2,256,5.0,89,,93,4.0,21,F
162592,0,15,18.0,8.45,169.0,0,1,1,N,A,1,375,11.0,101,75.0,43,1.0,18,M
14334,0,10,16.0,17.5,35.0,1,4,0,P,F,1,550,20.0,17,61.0,84,,16,M
68965,0,18,21.0,16.25,65.0,0,2,1,B,A,3,367,20.0,41,55.0,83,,21,M
118849,0,11,17.0,9.92,129.0,0,1,1,B,S,1,637,15.0,101,61.0,68,9.0,17,M
181943,0,21,17.0,18.75,75.0,0,3,1,B,A,4,226,50.0,29,56.0,55,,17,F
170256,1,42,18.0,7.5,45.0,0,1,0,N,A,4,264,10.0,65,,76,,18,F
104545,0,45,27.0,10.5,42.0,0,2,1,B,A,2,230,15.0,65,71.0,76,2.0,27,M
159014,0,11,21.0,6.31,101.0,0,1,0,M,A,4,437,15.0,137,33.0,60,7.0,21,F
43564,1,28,24.0,20.0,20.0,0,2,1,B,N,1,373,20.0,29,52.0,85,,24,M
29685,0,44,20.0,8.59,189.0,0,2,1,B,A,3,342,11.0,125,,91,6.0,20,F
138239,1,13,26.0,12.5,25.0,0,1,0,P,A,1,655,15.0,41,42.0,97,,26,F
35617,0,18,16.0,8.6,86.0,0,2,0,B,A,3,334,10.0,89,57.0,81,,16,F
62063,0,46,17.0,5.17,31.0,0,2,0,B,A,4,263,5.0,29,25.0,85,,17,M
20025,0,24,24.0,5.83,134.0,0,1,1,M,A,3,292,10.0,137,82.0,84,9.0,24,M
167336,0,40,24.0,16.0,48.0,0,2,0,B,A,1,401,22.0,53,42.0,37,3.0,24,M
181821,0,21,18.0,30.0,30.0,0,3,0,P,F,1,308,30.0,17,47.0,66,,18,F
81861,0,27,18.0,14.11,127.0,0,2,1,B,S,3,447,22.0,113,46.0,94,4.0,18,F
90720,0,02,19.0,9.0,81.0,0,1,1,B,A,2,504,16.0,65,,79,8.0,19,U
33283,0,24,26.0,17.5,35.0,0,1,0,M,A,2,434,25.0,29,43.0,70,,26,M
89738,0,04,15.0,9.21,129.0,0,2,0,P,S,3,251,5.0,77,53.0,25,2.0,15,M
159852,0,25,16.0,15.0,45.0,0,2,1,B,A,3,197,20.0,29,69.0,35,,16,F
689,0,50,12.0,4.19,197.0,0,3,0,P,A,10,182,10.0,65,45.0,78,2.0,5,F
30578,0,25,19.0,24.0,120.0,0,2,1,B,A,2,192,25.0,89,43.0,31,9.0,19,F
20962,1,39,23.0,15.0,15.0,0,2,1,B,N,1,296,15.0,29,59.0,61,,23,M
71744,1,26,17.0,17.0,136.0,0,2,1,B,A,2,148,25.0,113,86.0,18,7.0,17,M
94884,1,18,18.0,30.0,90.0,0,2,1,B,A,1,388,35.0,65,54.0,72,7.0,18,M
182871,0,42,22.0,9.4,94.0,0,1,1,B,S,7,399,10.0,41,,86,2.0,22,F
47695,0,51,16.0,7.0,35.0,0,3,0,N,A,5,157,7.0,29,53.0,79,,16,F
155628,1, .,18.0,25.68,51.36,0,?,0,N,F,1,527,33.01,41,,73,,18,U
145105,0,01,23.0,18.0,36.0,0,1,0,M,A,2,509,21.0,29,,95,,23,F
137997,0,33,18.0,11.06,177.0,0,3,1,M,S,3,164,16.0,113,78.0,61,1.0,18,M
140647,0,39,18.0,5.5,66.0,0,2,0,N,A,1,117,15.0,137,71.0,56,,18,M
58460,0,51,18.0,7.17,43.0,0,3,1,B,A,5,178,10.0,41,,83,,18,F
172053,0,23,17.0,8.84,327.0,0,1,0,N,S,6,464,10.0,137,83.0,85,4.0,17,M
177719,0,43,18.0,13.2,66.0,0,2,0,N,A,1,188,16.0,77,61.0,68,0.0,18,F
12456,0,43,18.0,15.6,156.0,1,2,0,P,A,3,186,20.0,65,61.0,63,4.0,16,M
77700,0,44,21.0,7.0,35.0,0,2,1,B,S,5,377,8.0,29,45.0,83,,21,M
58374,1,38,15.0,9.55,105.0,0,2,1,B,A,4,169,10.0,113,79.0,52,1.0,15,F
91311,0,35,24.0,25.0,25.0,0,1,1,B,N,1,608,25.0,29,71.0,97,,24,M
32694,0,26,16.0,11.67,35.0,0,2,1,P,N,2,255,15.0,17,35.0,55,,16,M
14388,1,16,20.0,6.27,188.0,1,2,0,N,S,8,341,4.0,137,35.0,88,7.0,20,M
55091,1,51,20.0,25.0,25.0,0,3,0,P,F,1,187,25.0,17,47.0,85,,20,F
99697,0,17,16.0,20.0,20.0,0,2,1,B,F,1,301,20.0,17,53.0,45,,16,F
86411,0,36,18.0,11.33,102.0,0,2,1,B,A,1,239,16.0,113,84.0,61,7.0,18,F
76544,0,43,17.0,8.0,80.0,0,2,1,B,A,3,249,13.0,101,78.0,66,2.0,17,F
17928,0,28,16.0,14.89,134.0,0,2,1,B,A,1,347,19.0,89,56.0,71,8.0,16,M
178783,0,12,16.0,20.2,101.0,0,1,0,B,A,2,403,30.0,77,54.0,83,7.0,16,F
88785,0,14,24.0,13.29,93.0,0,1,1,B,A,1,815,18.0,89,50.0,97,9.0,24,M
64062,0,49,16.0,9.14,128.0,0,2,1,M,S,3,356,10.0,77,40.0,89,6.0,16,M
132054,0,42,24.0,7.86,55.0,0,1,1,B,A,2,143,15.0,65,79.0,48,0.0,24,M
76077,0,51,20.0,13.67,123.0,0,3,0,P,A,4,290,16.0,77,61.0,74,1.0,20,F
105300,0,51,19.0,4.84,92.0,0,3,1,B,S,3,218,7.0,101,51.0,84,6.0,19,M
169827,1,18,16.0,15.0,15.0,0,2,0,P,F,1,397,15.0,17,49.0,71,,16,F
25237,0,47,21.0,20.0,20.0,0,2,1,B,N,1,247,20.0,17,62.0,90,,21,F
76609,0,24,26.0,13.73,151.0,0,1,1,B,A,2,548,16.0,137,73.0,97,9.0,26,M
70075,0,16,24.0,11.71,281.0,0,2,0,P,S,3,245,25.0,137,80.0,92,3.0,18,F
61275,1,40,15.0,7.64,84.0,0,2,0,N,A,4,361,12.0,77,49.0,89,,15,M
45034,0,29,18.0,4.6,46.0,0,2,0,N,S,5,331,8.0,53,,84,9.0,18,M
157008,0,03,16.0,10.1,101.0,0,1,1,B,S,4,649,15.0,65,66.0,80,9.0,16,M
167221,0,40,15.0,5.3,143.0,0,2,0,P,S,6,324,5.0,137,56.0,91,3.0,15,F
188082,0,48,17.0,8.78,79.0,0,2,1,N,E,2,275,15.0,113,,81,,15,M
37697,1,03,17.0,6.0,72.0,0,1,1,B,A,3,351,15.0,89,76.0,43,6.0,17,M
190025,0,26,16.0,16.25,65.0,0,2,0,N,E,2,204,10.0,17,,52,,15,F
34789,0,37,22.0,19.17,115.0,0,2,1,B,A,2,245,20.0,89,61.0,88,6.0,22,M
176377,0,24,25.0,9.1,182.0,0,1,0,M,A,4,349,10.0,137,57.0,76,6.0,25,F
168242,1,02,17.0,12.5,25.0,0,1,1,B,N,2,414,15.0,29,67.0,76,,17,F
169930,0,48,15.0,25.0,50.0,0,2,0,P,N,2,170,25.0,29,69.0,74,,15,M
80996,0,53,15.0,6.41,109.0,0,3,1,B,E,2,174,14.0,125,87.0,81,0.0,15,F
134093,0,18,15.0,20.0,40.0,0,2,0,M,N,1,348,20.0,17,44.0,80,,15,F
187503,0,18,16.0,9.0,36.0,0,2,0,N,E,4,258,11.0,29,,43,,16,U
31662,0,27,20.0,20.0,20.0,0,2,1,B,F,1,349,20.0,17,35.0,85,,20,M
84417,0,41,20.0,38.75,155.0,0,3,1,B,A,3,197,50.0,41,43.0,76,,20,M
186540,1,35,17.0,6.73,202.0,0,1,0,N,S,11,489,7.0,65,50.0,90,3.0,4,F
86771,0,49,15.0,8.54,111.0,0,2,0,P,E,2,325,20.0,137,,90,,15,M
137529,0,23,18.0,3.55,78.0,0,1,0,P,N,8,411,2.5,125,67.0,97,,18,F
53863,0,45,15.0,4.4,44.0,0,2,0,P,F,6,185,5.0,41,,83,,15,F
141567,0,12,19.0,4.82,53.0,0,1,1,B,A,5,546,5.0,89,71.0,84,,19,M
67338,0,17,16.0,11.67,35.0,0,2,1,B,A,2,485,20.0,41,78.0,70,,16,M
41094,0,30,16.0,11.78,212.0,0,3,1,B,S,3,427,10.0,137,,90,7.0,16,M
64303,0,45,15.0,2.84,71.0,0,2,1,B,S,8,234,2.0,137,71.0,75,2.0,15,F
182608,0,36,17.0,6.63,53.0,0,2,1,B,S,4,258,9.0,65,70.0,77,2.0,17,F
95029,0, .,15.0,9.57,67.0,0,?,1,B,A,4,409,12.0,101,,87,,15,M
64201,0,33,19.0,8.5,170.0,0,3,1,M,S,3,215,13.0,137,,55,3.0,19,F
107297,0,18,25.0,14.44,130.0,0,2,0,B,A,3,269,16.0,89,40.0,73,5.0,25,F
41639,0, .,16.0,7.4,37.0,0,?,0,P,A,2,0,6.0,41,78.0,0,,15,F
78706,0,20,17.0,7.36,81.0,0,2,1,B,A,4,319,11.0,89,63.0,59,7.0,17,M
124683,1,35,18.0,7.0,28.0,0,1,1,B,A,4,481,8.0,29,73.0,89,,18,M
62046,0,36,17.0,25.0,25.0,0,2,0,B,F,1,435,25.0,17,28.0,90,,17,M
74552,1,36,21.0,4.56,41.0,0,2,0,N,A,6,253,6.0,29,,74,,18,F
17590,0,35,20.0,19.55,215.0,0,1,1,B,A,1,649,30.0,101,49.0,95,9.0,20,F
41539,0,18,21.0,12.43,87.0,0,2,1,B,A,3,389,15.0,53,60.0,87,7.0,21,F
52310,0, .,16.0,7.43,52.0,0,?,1,P,S,6,421,9.0,29,77.0,93,,16,F
122178,0,30,20.0,12.0,132.0,0,3,1,B,A,4,211,20.0,65,40.0,52,2.0,20,M
111798,0,50,22.0,15.0,30.0,0,3,0,N,A,2,126,15.0,29,,53,,22,U
90000,0,20,18.0,4.43,66.5,0,2,1,B,S,6,349,5.0,89,36.0,70,6.0,18,M
36484,0,28,16.0,9.2,184.0,0,2,0,B,S,5,357,15.0,125,72.0,92,2.0,16,F
21235,0,46,27.0,15.4,77.0,0,2,0,N,A,1,222,25.0,77,48.0,75,1.0,27,F
32278,0,24,21.0,6.92,90.0,0,1,1,B,A,3,428,10.0,137,57.0,90,,21,F
126317,0,30,19.0,9.33,140.0,0,3,1,B,A,1,117,12.0,137,41.0,63,0.0,19,M
165367,0,35,18.0,25.0,25.0,0,1,0,P,F,1,1094,25.0,29,,97,,18,M
106323,0,45,26.0,7.5,90.0,0,2,1,B,A,1,227,15.0,137,25.0,75,3.0,26,F
33346,0,39,17.0,17.5,70.0,0,2,1,B,A,2,341,20.0,89,44.0,70,6.0,17,M
16025,0,46,18.0,13.67,41.0,0,2,1,B,A,3,327,15.0,29,57.0,83,,18,F
82202,0,40,19.0,10.69,171.0,0,2,1,B,S,9,416,6.0,41,52.0,93,7.0,17,M
180833,0,39,23.0,11.3,260.0,0,2,1,B,A,3,314,20.0,137,67.0,84,3.0,23,M
54949,0,35,17.0,12.78,115.0,0,1,1,B,A,2,409,25.0,89,49.0,76,9.0,17,M
86385,0,51,17.0,10.33,31.0,0,3,0,P,A,3,253,15.0,29,,83,,17,F
55360,0,24,25.0,18.4,92.0,0,1,0,B,A,2,63,20.0,77,51.0,33,7.0,25,M
85517,1,49,17.0,3.81,122.0,0,2,0,N,S,8,216,5.0,89,83.0,91,0.0,17,F
91218,0,16,16.0,8.9,89.0,0,2,1,B,A,2,264,20.0,53,77.0,81,3.0,16,F
61488,1,44,24.0,5.4,140.5,0,2,0,P,S,6,367,10.0,137,76.0,87,4.0,24,M
185817,0,43,15.0,26.25,105.0,0,2,0,N,L,3,212,20.0,29,,73,,9,F
172018,0,04,21.0,9.05,181.0,0,2,0,P,A,2,252,10.0,113,73.0,30,1.0,21,F
8197,0,35,,15.75,126.0,0,1,1,P,A,0,460,20.0,89,50.0,88,8.0,4,F
65719,0,10,19.0,10.24,297.0,0,4,0,P,S,3,166,10.0,137,42.0,58,2.0,18,M
44945,0,36,26.0,12.5,25.0,0,2,0,P,A,1,274,15.0,29,63.0,88,,26,F
164181,0,40,18.0,11.67,35.0,0,2,1,B,A,2,490,15.0,41,57.0,76,6.0,18,M
71342,0,40,16.0,15.0,15.0,0,2,1,B,F,1,338,15.0,17,81.0,79,,16,F
121446,0,12,,10.92,142.0,0,1,1,B,A,0,507,18.0,137,75.0,87,8.0,26,F
55308,0,13,23.0,6.9,69.0,0,1,1,B,A,3,376,10.0,137,73.0,89,9.0,23,F
105392,0,35,20.0,9.5,76.0,0,1,1,B,A,3,498,15.0,101,85.0,96,5.0,20,M
59468,0,49,18.0,13.57,95.0,0,2,0,M,A,4,210,15.0,77,,65,8.0,18,M
149767,1,06,18.0,10.44,94.0,0,2,0,B,A,3,535,16.0,77,68.0,89,8.0,18,M
47408,0,11,15.0,20.0,20.0,0,1,1,B,E,1,378,20.0,17,32.0,94,,15,M
62629,0,36,19.0,9.17,110.0,0,2,1,B,A,4,220,10.0,113,63.0,67,3.0,19,M
83536,0,08,16.0,9.46,123.0,0,3,0,B,A,1,280,20.0,101,40.0,74,5.0,16,U
79482,0,38,17.0,21.67,65.0,0,2,1,B,A,3,319,25.0,29,22.0,51,,17,M
131039,0,35,20.0,10.6,53.0,0,1,1,B,A,5,468,11.0,41,74.0,91,,20,F
169855,1,24,15.0,23.33,70.0,0,1,0,B,A,3,730,25.0,29,67.0,87,,15,M
43806,0,21,19.0,8.0,64.0,0,3,1,B,A,3,260,15.0,101,47.0,87,,19,F
57119,1,36,,10.55,116.0,0,2,1,B,A,0,247,18.0,137,76.0,67,5.0,25,M
12767,0,16,21.0,18.25,73.0,1,2,0,B,N,1,344,5.0,17,84.0,88,,18,M
50884,0,22,21.0,11.06,188.0,0,1,0,N,S,4,228,25.0,89,,34,2.0,21,F
59249,1,14,16.0,15.0,15.0,0,1,0,B,F,1,762,15.0,17,22.0,96,,16,M
15055,0,34,26.0,12.0,72.0,0,1,0,N,A,2,475,15.0,65,30.0,83,9.0,26,M
102011,1,43,15.0,19.92,259.0,0,2,1,P,L,3,243,28.0,101,43.0,91,4.0,15,F
44666,0,28,18.0,10.0,40.0,0,2,1,B,A,3,245,20.0,41,,81,,18,M
151702,1,34,23.0,11.57,81.0,0,1,0,P,A,2,474,15.0,65,54.0,84,6.0,23,F
96813,0,38,16.0,9.15,119.0,0,2,1,N,A,3,307,12.0,101,81.0,80,2.0,16,F
21919,0, .,21.0,2.88,49.0,0,?,0,P,A,1,208,10.0,137,,84,,21,F
10554,1,53,16.0,13.33,80.0,1,3,1,B,A,2,206,20.0,89,,72,1.0,16,M
148939,0,35,22.0,11.29,79.0,0,1,0,P,A,2,708,20.0,89,,92,8.0,22,U
40052,0,09,18.0,12.85,167.0,0,3,1,B,A,2,255,27.0,77,51.0,66,3.0,18,F
92183,1,22,15.0,5.38,86.0,0,1,1,B,A,7,395,5.0,65,86.0,67,7.0,15,F
133315,1,40,17.0,8.5,119.0,0,2,0,P,A,5,355,15.0,65,61.0,83,8.0,17,F
155468,0,27,18.0,12.4,124.0,0,2,0,P,S,4,528,17.0,101,69.0,88,3.0,18,F
177260,1,45,15.0,5.92,71.0,0,2,0,P,A,7,198,6.0,113,51.0,68,1.0,15,M
168119,0,15,19.0,25.0,25.0,0,1,0,N,F,1,446,25.0,17,,81,,19,M
3750,0, .,17.0,13.69,178.0,1,?,0,M,A,5,416,25.0,113,37.0,43,6.0,17,M
170448,0,43,24.0,8.67,78.0,0,2,0,N,A,1,182,20.0,137,,65,0.0,24,U
156437,1,07,16.0,15.0,15.0,0,2,1,B,F,1,315,15.0,17,63.0,29,,16,M
168574,1,08,18.0,27.5,55.0,0,3,0,N,N,2,234,30.0,29,,25,,18,M
86255,0,27,17.0,5.64,62.0,0,2,1,M,S,7,212,10.0,53,,42,2.0,17,F
156505,0,22,16.0,14.0,70.0,0,1,0,B,A,2,576,15.0,41,49.0,63,8.0,16,M
19440,0,27,15.0,8.87,266.0,0,2,1,B,A,5,285,46.0,77,46.0,62,8.0,15,M
149773,0,07,20.0,20.0,60.0,0,2,1,B,A,2,301,20.0,29,48.0,31,,20,M
157655,0,24,21.0,19.75,79.0,0,1,0,P,A,1,789,32.0,77,42.0,89,9.0,21,M
118813,0,24,17.0,12.0,36.0,0,1,1,B,A,3,510,16.0,29,67.0,89,,17,M
39105,0,33,17.0,4.89,93.0,0,3,1,B,S,2,236,10.0,137,51.0,65,4.0,17,F
71794,0,27,18.0,24.0,120.0,0,2,0,P,A,4,498,25.0,29,31.0,96,,18,F
182286,1,25,17.0,15.0,15.0,0,2,0,P,F,1,262,15.0,17,57.0,38,,17,M
44091,0,23,19.0,7.5,60.0,0,1,1,B,A,5,271,9.0,77,73.0,50,,19,F
59847,0,36,20.0,19.25,77.0,0,2,0,N,A,1,282,25.0,77,67.0,68,4.0,20,U
16875,0,22,18.0,11.43,80.0,0,1,1,B,A,2,307,15.0,137,75.0,43,8.0,18,M
24144,0,26,24.0,25.0,25.0,0,2,1,B,N,1,268,25.0,29,31.0,67,,24,F
119821,0,43,15.0,10.0,20.0,0,2,0,N,N,2,215,15.0,17,,85,,15,M
72452,1,39,15.0,3.33,60.0,0,2,1,B,S,7,601,5.0,101,36.0,91,4.0,15,F
143490,0,04,21.0,15.0,15.0,0,2,0,N,F,1,185,15.0,17,,4,,21,M
129918,0,01,20.0,25.0,25.0,0,1,0,B,F,1,316,25.0,17,46.0,31,,20,F
11241,0,05,27.0,10.08,262.0,1,2,0,N,A,5,351,10.0,101,74.0,87,7.0,27,M
75179,0,22,17.0,13.5,27.0,0,1,1,B,A,1,273,17.0,53,35.0,26,7.0,17,F
113064,0,28,17.0,9.43,132.0,0,2,0,B,A,1,220,16.0,101,,80,3.0,17,F
126959,1,42,16.0,11.43,80.0,0,1,1,P,A,4,273,15.0,65,41.0,78,4.0,16,M
54243,0,34,15.0,9.5,38.0,0,1,1,M,A,3,301,15.0,41,50.0,72,,15,M
52040,0,36,18.0,13.27,146.0,0,2,1,B,S,5,251,15.0,65,77.0,88,4.0,18,F
114204,0,39,17.0,13.4,67.0,0,2,1,M,A,2,270,10.0,41,49.0,66,,15,F
137178,0,29,18.0,12.0,24.0,0,2,1,B,A,2,182,16.0,29,65.0,88,,18,M
52659,0,51,19.0,36.8,184.0,0,3,0,P,A,2,175,50.0,65,,76,0.0,19,F
144859,1, .,16.0,11.75,47.0,0,?,0,P,A,2,460,12.0,41,,90,,16,F
144978,0,03,17.0,18.63,149.0,0,1,0,B,S,6,448,22.0,41,41.0,44,,17,F
148264,0,04,26.0,15.25,61.0,0,2,0,N,A,3,318,20.0,41,57.0,25,3.0,26,F
152036,1,13,17.0,15.0,15.0,0,1,0,N,F,1,677,15.0,17,,95,,17,F
139597,0,11,15.0,7.86,55.0,0,1,1,B,A,6,511,10.0,41,73.0,63,,15,F
104427,1,46,20.0,20.0,20.0,0,2,0,P,F,1,340,20.0,17,51.0,64,,20,F
82805,0,16,26.0,13.4,67.0,0,2,1,B,A,3,452,16.0,65,36.0,89,8.0,26,M
70485,0,51,18.0,13.0,65.0,0,3,0,P,A,3,163,15.0,41,51.0,82,1.0,18,M
182604,1,38,17.0,20.0,20.0,0,2,1,B,F,1,195,20.0,17,69.0,34,,17,F
99159,0,41,22.0,9.65,164.0,0,3,1,B,A,2,185,25.0,137,67.0,66,1.0,22,M
142429,0,10,17.0,20.0,20.0,0,4,0,P,F,1,146,20.0,17,71.0,41,,17,F
34078,0,27,18.0,20.83,125.0,0,2,1,B,A,4,246,100.0,41,72.0,62,,18,F
179143,1,35,16.0,23.9,239.0,0,1,1,B,A,2,496,25.0,101,60.0,87,8.0,16,M
96003,1,46,21.0,4.8,48.0,0,2,0,P,A,3,258,5.0,101,75.0,76,,17,F
101942,0,38,21.0,20.5,123.0,0,2,0,B,A,2,317,20.0,65,59.0,62,7.0,21,M
113245,0,23,24.0,20.0,20.0,0,1,0,N,N,1,160,20.0,29,,66,,24,F
12249,0,44,15.0,9.05,561.0,1,2,0,N,S,9,233,10.0,137,,65,4.0,9,M
17890,0,30,20.0,15.0,150.0,0,3,1,B,A,1,210,25.0,137,43.0,68,4.0,20,M
75180,1,27,19.0,10.5,63.0,0,2,0,P,A,1,317,15.0,77,53.0,73,8.0,19,F
7993,0,41,25.0,10.15,132.0,1,3,1,B,A,1,171,5.0,101,86.0,48,3.0,16,F
91284,0,12,15.0,8.36,117.0,0,1,0,B,S,6,597,12.0,65,22.0,92,8.0,15,M
105867,0,30,16.0,20.0,20.0,0,3,0,B,F,1,136,20.0,17,,34,,16,F
184373,0,27,19.0,14.29,100.0,0,2,0,P,A,1,243,15.0,137,63.0,73,6.0,19,F
40283,1,27,18.0,15.2,228.0,0,2,1,B,S,3,301,25.0,125,42.0,80,7.0,18,F
160700,0,30,16.0,12.5,50.0,0,3,1,B,A,1,452,15.0,53,45.0,83,0.0,16,M
97699,0,27,26.0,12.22,110.0,0,2,0,B,A,4,314,18.0,53,47.0,65,1.0,26,M
175902,1,28,15.0,9.07,127.0,0,2,1,B,A,4,351,10.0,89,,82,7.0,15,F
177151,0,46,19.0,8.82,97.0,0,2,1,N,A,3,357,12.0,77,,83,,19,F
159750,1,27,16.0,6.0,102.0,0,2,1,B,S,6,382,10.0,113,79.0,70,5.0,16,M
59498,0,16,20.0,9.88,168.0,0,2,1,B,S,5,331,10.0,89,83.0,79,7.0,20,M
62998,0,43,15.0,9.29,65.0,0,2,0,P,A,4,272,12.0,77,45.0,90,3.0,15,F
142932,0,08,19.0,15.0,15.0,0,3,0,P,F,1,253,15.0,17,77.0,24,,19,F
161856,1,24,16.0,11.0,55.0,0,1,0,P,A,1,430,15.0,113,78.0,65,6.0,16,M
107259,0,24,20.0,26.75,107.0,0,1,0,M,A,4,310,25.0,29,39.0,75,,20,M
101410,0,27,23.0,8.27,182.0,0,2,1,B,A,2,287,20.0,137,51.0,84,4.0,23,M
706,0,36,24.0,8.82,97.0,0,2,1,B,A,1,269,15.0,77,54.0,70,,24,F
75403,0,51,22.0,8.43,118.0,0,3,1,B,S,2,218,15.0,137,65.0,72,2.0,22,M
35101,1,12,18.0,18.0,216.0,0,1,1,B,S,4,388,31.0,125,78.0,80,8.0,18,M
73461,0,39,25.0,11.2,168.0,0,2,0,B,S,3,284,10.0,101,30.0,88,1.0,25,F
149368,0,04,22.0,15.0,30.0,0,2,1,B,A,2,297,15.0,29,67.0,31,,22,U
89692,0,18,18.0,20.29,142.0,0,2,0,B,A,4,511,30.0,41,30.0,96,4.0,18,M
124543,1,35,16.0,11.07,166.0,0,1,1,B,A,2,422,18.0,137,39.0,81,7.0,16,M
106382,0,49,19.0,12.87,193.0,0,2,1,N,A,3,221,10.0,113,,65,2.0,19,F
55160,0,37,20.0,7.08,85.0,0,2,1,B,A,9,190,7.0,41,31.0,79,,20,M
161826,0,12,18.0,12.13,291.0,0,1,1,B,A,3,545,10.0,125,63.0,73,7.0,18,F
172917,0,26,16.0,23.0,23.0,0,2,0,P,F,1,172,23.0,17,45.0,54,,16,F
11198,0,11,19.0,15.14,212.0,1,1,0,B,A,3,329,25.0,89,73.0,61,6.0,4,F
143168,1,03,17.0,5.0,45.0,0,1,1,B,A,6,363,5.0,41,,32,,17,F
188121,0,49,19.0,17.5,140.0,1,2,1,B,A,3,376,25.0,53,57.0,92,4.0,6,F
55038,0,47,15.0,7.78,140.0,0,2,0,P,A,5,179,5.0,113,49.0,66,5.0,15,F
82040,1,45,18.0,2.67,115.0,0,2,0,P,S,9,213,9.0,137,73.0,79,1.0,18,M
113951,0,45,17.0,6.57,92.0,0,2,0,B,A,1,174,25.0,137,74.0,67,6.0,17,F
151753,0,20,15.0,16.0,96.0,0,2,0,N,A,5,318,20.0,29,38.0,73,,15,F
157106,1,35,20.0,19.31,618.0,0,1,0,B,S,4,1096,36.0,137,46.0,83,9.0,20,F
73175,1,18,16.0,5.38,113.0,0,2,1,P,S,3,474,11.0,137,79.0,98,,16,M
190811,0,36,16.0,25.0,50.0,1,2,1,B,N,2,251,25.0,17,,74,,16,F
38561,0,03,18.0,11.44,103.0,0,1,0,B,A,2,316,20.0,113,37.0,73,6.0,18,F
129726,0,11,16.0,6.73,101.0,0,1,0,B,S,5,441,10.0,89,17.0,90,9.0,16,F
159180,1,24,19.0,8.57,60.0,0,1,1,B,A,2,540,15.0,101,45.0,86,7.0,19,M
164486,0,11,16.0,5.0,80.0,0,1,0,N,A,7,341,6.0,89,,51,,16,F
105455,0,53,18.0,11.0,77.0,0,3,1,B,A,3,190,17.0,77,51.0,78,,18,M
56762,0,18,16.0,17.43,122.0,0,2,1,B,A,3,343,20.0,89,55.0,71,8.0,16,F
170827,1,20,20.0,6.38,83.0,0,2,1,B,S,3,356,6.0,89,77.0,45,3.0,18,F
115935,1,27,21.0,10.4,52.0,0,2,0,N,A,2,404,15.0,77,,85,7.0,21,F
57463,1,17,24.0,11.14,78.0,0,2,0,P,A,1,274,18.0,125,71.0,31,6.0,24,F
177985,0,46,20.0,17.5,35.0,0,2,0,N,N,2,240,15.0,17,,67,,20,M
81105,0,27,18.0,10.67,64.0,0,2,1,B,A,1,393,16.0,77,64.0,87,6.0,18,M
123016,0,24,15.0,14.64,659.0,0,1,0,N,S,9,549,5.0,137,63.0,89,7.0,15,M
153309,0,17,18.0,5.33,64.0,0,2,1,B,S,3,323,10.0,137,79.0,24,,18,F
184688,0,35,16.0,22.24,378.0,0,1,1,P,A,3,711,37.0,137,57.0,88,9.0,16,M
97537,1,41,15.0,4.14,29.0,0,3,0,P,A,6,200,4.0,41,27.0,71,,15,M
148079,0,14,17.0,25.0,25.0,0,1,0,N,F,1,759,25.0,17,,92,,17,U
6912,1,25,17.0,12.92,620.0,1,2,0,P,S,8,168,15.0,101,71.0,72,7.0,4,F
30861,0,34,21.0,7.57,53.0,0,1,1,B,A,4,252,5.0,41,70.0,39,,18,M
105626,0,45,21.0,14.0,84.0,0,2,0,N,A,3,226,20.0,101,,72,2.0,21,F
98575,0,40,18.0,7.75,31.0,0,2,0,P,A,3,402,15.0,41,29.0,76,,18,M
190499,0, .,15.0,8.68,217.0,1,?,0,B,E,2,174,16.0,137,,79,0.0,15,M
121422,0,03,25.0,12.5,125.0,0,1,1,M,A,3,416,15.0,65,,59,4.0,25,F
151484,1,02,18.0,7.76,132.0,0,1,1,B,S,6,364,9.0,137,35.0,62,5.0,18,M
189251,0,02,15.0,8.0,40.0,0,1,0,P,A,2,414,5.0,41,55.0,73,,4,F
172512,0,53,17.0,9.09,291.0,0,3,0,P,S,8,179,9.0,89,68.0,56,0.0,17,F
115684,0,41,21.0,14.25,57.0,0,3,0,N,A,3,239,14.0,29,,75,,21,M
151737,0,17,17.0,11.0,55.0,0,2,0,P,A,1,379,16.0,89,75.0,64,2.0,17,F
4288,0,34,19.0,6.08,146.0,1,1,1,B,S,6,335,4.0,125,84.0,75,4.0,19,M
10266,0,42,28.0,12.19,195.0,0,1,0,P,A,1,400,10.0,101,61.0,71,6.0,9,M
