CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_STAR_STATUS,CARD_PROM_12,FREQUENCY_STATUS_97NK,DONOR_GENDER,MONTHS_SINCE_LAST_GIFT,LIFETIME_GIFT_RANGE,LIFETIME_PROM,PCT_OWNER_OCCUPIED,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,LIFETIME_GIFT_AMOUNT,WEALTH_RATING,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_PROP,FILE_AVG_GIFT,RECENT_CARD_RESPONSE_PROP
125484,0,35,0,6,1,U,25,32.0,69,88,499,0,112.0,8.0,35.0,0.0,0.0,8.62,0.0
121235,1,03,0,4,1,M,16,20.0,32,47,560,1,115.0,9.0,40.0,40.0,0.077,28.75,0.143
39201,0,17,0,5,1,F,21,0.0,16,65,364,1,25.0,,25.0,25.0,0.143,25.0,0.333
172075,0,17,0,5,3,U,22,2.0,57,48,250,8,119.0,,7.0,5.0,0.4,5.17,0.455
89278,0,12,0,6,3,M,18,10.0,22,99,569,3,42.0,,20.0,20.0,0.231,14.0,0.167
160961,0,46,0,6,2,F,18,15.0,54,79,318,6,132.0,4.0,20.0,10.33,0.3,13.2,0.3
47169,0,32,0,6,3,F,16,10.0,38,26,73,4,80.0,,15.0,12.0,0.19,10.0,0.2
47545,0,27,0,4,1,F,18,5.0,25,63,276,3,35.0,,15.0,10.0,0.176,11.67,0.125
189722,1, .,1,2,4,M,16,2.0,17,0,0,6,63.0,,7.0,5.5,0.75,5.73,1.0
120790,0,24,0,5,1,F,20,0.0,17,74,752,1,25.0,,25.0,25.0,0.143,25.0,0.333
150349,0,10,0,6,4,F,17,4.0,33,47,270,5,41.0,,7.0,5.0,0.294,4.56,0.375
154576,0,35,0,6,1,M,23,0.0,29,93,559,2,50.0,,25.0,25.0,0.111,25.0,0.25
171385,0,27,0,6,1,M,19,17.0,23,91,498,2,33.0,,25.0,0.0,0.143,16.5,0.0
89460,0,11,0,4,1,F,21,14.0,22,87,404,1,24.0,,19.0,19.0,0.083,12.0,0.25
71376,0,51,1,4,3,F,15,12.0,61,86,286,5,103.5,,14.0,4.0,0.417,4.7,0.5
116156,0,35,12,6,1,F,17,15.0,64,96,783,2,124.0,9.0,18.0,18.0,0.095,10.33,0.091
98470,1,37,4,4,1,F,17,11.0,42,59,172,3,140.0,4.0,14.0,12.67,0.3,8.75,0.429
1264,0,28,0,3,1,M,23,10.0,24,70,288,1,20.0,,15.0,15.0,0.091,10.0,0.2
187902,0,46,1,2,3,M,18,13.0,32,69,280,4,147.0,,18.0,14.67,0.5,13.36,0.75
188377,1, .,0,8,3,F,6,9.0,48,42,285,4,55.0,4.0,12.0,10.67,0.211,7.86,0.375
114721,1,26,0,4,1,U,18,5.0,30,96,472,1,35.0,6.0,15.0,15.0,0.067,11.67,0.167
60884,1,20,0,6,4,F,16,15.0,35,97,414,5,89.0,8.0,20.0,18.5,0.333,14.83,0.333
6909,1,51,0,6,3,M,18,6.0,84,63,252,4,235.0,2.0,16.0,15.0,0.182,13.82,0.182
43662,0,28,0,6,3,M,17,6.0,49,90,265,5,131.0,3.0,16.0,15.0,0.227,14.56,0.091
181581,0,35,0,4,1,M,24,0.0,17,77,408,1,25.0,,25.0,25.0,0.1,25.0,0.25
37762,1,24,0,6,1,M,18,22.0,18,78,403,2,28.0,,25.0,3.0,0.25,14.0,0.25
126953,0,53,0,4,1,F,19,0.0,12,89,121,0,15.0,,15.0,0.0,0.0,15.0,0.0
181572,0,34,0,6,1,F,21,37.5,64,82,289,2,227.5,4.0,50.0,50.0,0.105,32.5,0.125
80715,0,41,1,6,4,F,15,9.0,70,94,382,12,148.0,0.0,10.0,6.29,0.667,4.63,0.636
54248,0,36,1,7,4,F,17,4.0,90,56,202,7,68.5,,5.0,5.0,0.368,2.54,0.556
130989,1,35,0,6,4,M,18,7.0,36,87,517,9,68.0,,10.0,6.67,0.5,5.67,0.375
129598,1,21,0,6,2,M,24,25.0,58,68,405,2,167.0,3.0,35.0,30.0,0.1,23.86,0.1
31127,0,44,0,6,4,M,16,7.0,35,86,372,5,95.0,,22.0,19.5,0.294,19.0,0.5
93195,0,08,0,4,1,M,17,0.0,12,74,285,1,15.0,,15.0,15.0,0.25,15.0,0.5
20065,1,40,1,6,1,U,25,30.0,56,63,327,2,146.0,,40.0,0.0,0.105,20.86,0.0
102351,1,09,0,6,2,F,16,15.0,25,33,208,3,40.0,,20.0,17.5,0.231,13.33,0.4
105626,0,45,0,6,2,F,21,10.0,53,72,226,3,84.0,2.0,20.0,20.0,0.158,14.0,0.111
53576,1,14,0,5,1,M,16,0.0,14,97,556,1,25.0,,25.0,25.0,0.2,25.0,0.5
39168,0,29,0,5,3,U,17,7.0,35,83,215,3,36.0,3.0,10.0,6.0,0.167,5.14,0.222
75835,1,30,0,6,4,U,15,3.0,54,64,234,8,54.0,,6.0,4.0,0.381,3.86,0.636
165579,0,04,1,6,3,F,20,3.0,72,52,562,8,117.0,3.0,5.0,3.67,0.421,3.25,0.545
12547,0,16,3,5,1,F,19,15.0,91,78,340,3,240.0,3.0,20.0,10.0,0.143,10.91,0.1
109576,0,40,0,6,2,U,18,10.0,19,66,301,1,30.0,,20.0,10.0,0.111,15.0,0.25
174693,0,16,0,4,1,M,19,0.0,26,75,330,2,40.0,,20.0,20.0,0.118,20.0,0.143
138748,0,39,0,5,1,F,26,40.0,60,77,288,1,170.0,9.0,50.0,0.0,0.056,28.33,0.0
62960,0,12,0,6,3,F,16,7.0,42,67,429,5,43.0,9.0,10.0,7.0,0.278,5.38,0.375
86775,1,53,1,6,2,M,17,8.0,65,82,195,3,55.0,,10.0,7.33,0.2,4.23,0.429
92205,0,23,0,5,1,F,15,30.0,71,46,324,1,240.0,9.0,40.0,0.0,0.048,21.82,0.0
153357,0,10,1,5,2,F,15,28.0,67,45,155,3,193.0,,30.0,20.5,0.188,10.72,0.333
95940,0,31,0,6,1,M,19,5.0,24,43,206,2,45.0,,25.0,0.0,0.143,22.5,0.0
13116,0,28,1,7,2,M,5,15.0,93,78,239,3,139.0,4.0,18.0,9.5,0.158,7.32,0.2
34448,1,43,0,6,1,F,16,0.0,25,85,220,2,50.0,,25.0,25.0,0.143,25.0,0.143
82537,0,05,1,6,4,F,17,5.0,42,80,315,10,138.0,4.0,10.0,9.67,0.476,8.63,0.545
50892,0,13,0,4,1,F,17,0.0,13,78,347,1,20.0,,20.0,20.0,0.2,20.0,0.5
14925,0,41,0,6,2,M,24,12.0,97,79,179,3,194.0,1.0,18.0,15.0,0.143,12.13,0.2
49128,0,36,0,6,1,F,19,15.0,49,75,189,2,65.0,3.0,20.0,15.0,0.105,10.83,0.111
52443,0,37,0,6,2,U,20,7.0,30,75,289,3,46.0,,15.0,12.0,0.167,11.5,0.333
163261,0,02,1,6,3,M,18,5.0,49,67,434,4,75.0,7.0,10.0,0.0,0.19,6.82,0.0
52088,0,51,0,6,3,F,18,5.0,36,80,143,5,55.0,1.0,10.0,10.0,0.278,9.17,0.25
14981,1,42,0,2,1,M,18,0.0,17,0,326,1,60.0,,20.0,0.0,0.125,20.0,0.0
102180,0,16,1,6,2,U,18,13.0,52,82,275,5,75.0,,16.0,0.0,0.25,8.33,0.0
128643,1,30,0,6,3,M,21,7.0,47,79,268,4,53.0,4.0,10.0,8.0,0.2,6.63,0.2
51424,0,49,0,6,2,F,15,0.0,25,88,319,3,75.0,,25.0,25.0,0.214,25.0,0.286
190976,1,25,0,6,4,U,16,22.0,28,83,298,7,133.0,,25.0,13.6,0.538,14.78,0.714
83240,0,15,5,6,1,F,22,22.0,69,50,439,2,137.0,6.0,25.0,25.0,0.091,13.7,0.091
72747,0,44,0,6,4,F,22,3.0,35,93,435,6,60.0,,9.0,7.4,0.316,7.5,0.5
57036,0,51,1,4,2,M,18,10.0,47,86,179,2,116.0,2.0,15.0,12.5,0.118,9.67,0.222
151819,1,10,1,4,4,M,18,6.0,28,23,210,7,57.0,,8.0,6.33,0.389,5.7,0.333
145823,1,03,0,6,1,F,16,35.0,47,94,698,1,100.0,,50.0,50.0,0.111,25.0,0.2
120718,0,53,1,6,3,M,17,20.0,72,84,174,3,280.0,,25.0,25.0,0.167,14.74,0.125
168987,0,21,0,5,1,F,18,15.0,61,0,0,2,78.0,,17.0,0.0,0.1,11.14,0.0
118257,0,24,0,6,2,F,21,14.0,59,36,160,4,81.0,9.0,16.0,12.0,0.211,7.36,0.3
93575,0,07,0,6,1,M,18,14.0,59,38,329,2,84.0,5.0,17.0,16.0,0.091,7.64,0.182
66107,0,40,0,5,1,M,15,15.0,28,69,362,3,47.0,,25.0,10.0,0.167,15.67,0.125
140779,1,12,1,6,4,F,21,2.0,29,79,448,7,46.0,,7.0,5.5,0.412,5.75,0.667
86256,0,27,0,4,1,M,26,11.0,37,57,222,1,38.0,8.0,16.0,0.0,0.053,9.5,0.0
135624,0,18,0,6,3,F,17,20.0,69,89,318,5,152.0,5.0,24.0,18.67,0.238,10.86,0.273
20015,1,27,0,6,1,U,23,19.0,53,81,463,1,107.0,9.0,21.0,0.0,0.053,13.38,0.0
10949,0,13,0,8,1,M,5,60.0,106,98,611,2,477.0,9.0,75.0,0.0,0.091,36.69,0.0
41448,1,03,0,6,3,F,17,10.0,37,55,396,5,69.0,9.0,15.0,11.0,0.278,9.86,0.222
41943,0,05,1,6,3,M,16,6.0,75,82,276,6,174.0,6.0,11.0,9.67,0.273,6.96,0.273
185535,0,14,0,6,3,M,8,20.0,23,84,581,2,40.5,,20.0,7.0,0.154,10.13,0.167
140510,0,36,0,5,2,F,15,5.0,19,86,450,2,25.0,,15.0,12.5,0.2,12.5,0.5
4463,0, .,0,7,1,F,6,15.0,80,21,221,1,140.0,,20.0,20.0,0.053,15.56,0.111
183372,0,45,0,6,4,F,17,3.0,32,57,203,8,46.0,,6.0,4.33,0.4,4.18,0.6
163903,0,03,1,6,2,F,20,10.0,81,55,398,4,178.0,6.0,13.0,11.75,0.2,8.48,0.364
103613,1,43,0,5,1,F,25,12.0,32,86,154,2,37.0,,15.0,15.0,0.118,9.25,0.222
28223,0,17,0,6,4,F,18,7.0,28,33,238,6,31.0,,10.0,4.0,0.353,5.17,0.5
60452,0,21,0,6,4,F,15,3.0,53,73,244,5,58.0,,6.0,5.0,0.278,4.83,0.222
108263,0,39,13,6,1,M,18,14.0,70,83,291,2,162.0,4.0,18.0,0.0,0.091,11.57,0.0
48137,0,32,0,6,3,F,18,7.0,49,26,92,2,62.0,,10.0,10.0,0.105,5.64,0.111
172452,0,35,0,5,3,F,15,3.0,57,82,471,6,68.0,,6.0,4.75,0.3,4.25,0.4
5327,0,24,0,6,2,M,18,20.0,90,67,421,3,242.0,8.0,25.0,22.33,0.136,17.29,0.273
156390,0,02,0,2,1,F,15,0.0,9,94,810,1,15.0,,15.0,0.0,0.5,15.0,0.0
177937,0,41,0,5,2,M,15,0.0,19,27,148,2,30.0,,15.0,15.0,0.2,15.0,0.25
171993,0,08,1,6,4,M,18,5.0,66,78,259,5,73.0,1.0,6.0,4.0,0.278,2.7,0.25
80437,1,25,0,6,2,M,17,13.0,73,37,227,4,154.0,4.0,18.0,16.0,0.2,11.85,0.182
18952,0,12,0,6,1,F,16,10.0,68,89,508,1,120.0,4.0,15.0,15.0,0.053,12.0,0.111
109746,0,31,6,5,2,F,15,5.0,48,3,102,4,96.0,0.0,10.0,5.0,0.267,6.86,0.125
41447,0,12,0,6,3,F,19,5.0,36,7,232,5,49.0,,10.0,7.0,0.238,6.13,0.2
52452,0,37,0,6,1,F,18,23.0,50,82,245,1,63.0,7.0,25.0,15.0,0.05,10.5,0.111
36457,0,09,0,6,3,F,22,4.0,24,41,175,3,36.0,,10.0,10.0,0.214,9.0,0.429
118931,0,16,0,4,4,F,19,4.96,42,63,335,5,68.04,,5.0,4.67,0.333,3.4,0.429
24746,0,36,0,6,4,M,18,7.0,51,70,405,6,94.0,6.0,12.0,10.0,0.3,9.4,0.111
86714,1,45,1,6,2,F,18,7.0,73,76,203,3,164.0,0.0,10.0,6.0,0.167,5.66,0.222
64318,0,36,0,3,1,M,23,0.0,17,87,263,1,15.0,,15.0,15.0,0.1,15.0,0.25
97113,0,49,1,5,4,F,19,22.0,74,82,302,10,540.0,2.0,25.0,14.75,0.5,11.74,0.727
175194,0,34,0,4,1,F,18,5.0,22,52,249,2,25.0,,15.0,0.0,0.154,12.5,0.0
166960,0,40,0,6,1,F,21,10.0,49,35,307,2,79.0,3.0,15.0,15.0,0.1,11.29,0.1
112347,0, .,1,5,2,M,21,7.0,65,54,334,2,95.0,,12.0,12.0,0.182,8.64,0.5
64346,0,27,0,5,1,M,20,0.0,16,69,273,1,25.0,,25.0,0.0,0.167,25.0,0.0
63734,0,46,1,5,4,M,16,22.0,75,78,311,10,373.0,5.0,25.0,11.5,0.476,8.88,0.545
36697,0,13,0,4,1,F,25,10.0,41,95,439,1,37.0,,15.0,0.0,0.067,7.4,0.0
152160,0,18,1,6,2,M,15,6.0,62,77,394,2,213.0,5.0,21.0,0.0,0.105,17.75,0.0
167763,1,13,0,6,2,F,16,9.0,64,94,792,3,107.0,9.0,14.0,13.5,0.143,9.73,0.2
38519,1,11,1,5,4,F,17,4.0,56,68,342,5,53.0,,6.0,4.33,0.313,3.12,0.429
109246,0,27,0,4,1,F,19,10.0,43,80,365,1,44.0,5.0,15.0,0.0,0.059,11.0,0.0
188279,1,16,11,7,1,M,6,8.0,75,94,259,1,156.0,3.0,13.0,0.0,0.056,8.67,0.0
82141,1,18,0,6,2,F,22,10.0,53,97,444,4,85.0,,15.0,8.67,0.2,8.5,0.333
134005,1,27,0,4,3,M,18,11.0,57,81,361,5,116.0,6.0,16.0,11.0,0.238,9.67,0.2
53509,0,13,0,6,2,M,18,2.0,19,95,881,2,32.0,,17.0,15.0,0.182,16.0,0.2
51617,0,35,0,6,3,F,20,15.0,26,97,528,4,43.0,,20.0,12.0,0.25,10.75,0.429
179644,0,02,0,4,1,M,17,17.0,19,82,590,1,23.0,,20.0,20.0,0.125,11.5,0.25
120772,1,30,0,6,1,F,17,14.0,23,38,163,2,34.0,,24.0,24.0,0.167,17.0,0.167
47448,1,20,0,6,4,M,17,3.0,25,65,324,5,32.0,,6.0,5.5,0.417,4.57,0.333
44104,0,25,0,6,3,M,18,20.0,24,44,253,4,42.0,,25.0,5.67,0.308,10.5,0.5
104174,0,24,1,6,3,F,16,7.0,66,87,302,5,94.0,7.0,10.0,8.0,0.263,6.27,0.125
144437,0,04,0,6,3,F,15,9.0,23,27,336,4,38.0,,14.0,5.0,0.286,9.5,0.167
45163,0,05,0,2,1,U,26,27.0,47,72,256,3,134.0,5.0,30.0,22.0,0.176,14.89,0.333
90795,0,04,1,6,3,M,17,7.0,72,17,235,4,79.0,,10.0,10.0,0.222,4.94,0.222
527,0,39,0,10,3,F,13,13.0,76,61,282,8,133.0,,16.0,7.4,0.364,5.78,0.455
108133,0,12,0,5,1,M,17,0.0,14,92,414,1,25.0,,25.0,25.0,0.2,25.0,0.5
142802,0,08,0,5,1,F,15,19.0,31,77,319,2,47.0,,25.0,20.5,0.105,15.67,0.25
119821,0,43,0,4,2,M,15,10.0,15,85,215,2,20.0,,15.0,10.0,0.333,10.0,0.667
118140,0,34,0,6,2,F,20,10.0,60,61,444,2,169.0,5.0,25.0,25.0,0.1,18.78,0.1
12900,1,11,0,7,3,F,4,5.0,81,52,430,3,110.0,9.0,10.0,10.0,0.158,7.33,0.25
157279,0,15,0,4,1,U,21,17.0,46,35,354,1,56.0,4.0,20.0,20.0,0.063,11.2,0.167
177069,0,41,0,6,1,U,18,20.0,51,72,202,2,74.0,0.0,25.0,20.0,0.1,10.57,0.222
137414,0,34,0,5,1,F,26,15.0,44,62,272,2,67.0,4.0,25.0,0.0,0.095,16.75,0.0
174659,0,11,0,5,2,U,17,17.0,72,44,372,3,151.5,8.0,20.0,20.0,0.143,10.82,0.2
131571,0,42,11,5,1,M,18,11.0,79,85,423,1,237.0,8.0,14.0,0.0,0.056,8.46,0.0
177842,0,48,0,6,1,M,25,10.0,37,79,288,2,44.0,1.0,20.0,0.0,0.125,14.67,0.0
174803,1,35,3,5,1,M,17,12.0,66,79,366,5,150.0,4.0,15.0,11.33,0.294,7.89,0.3
35949,0,12,0,6,3,F,21,10.0,47,91,470,4,80.0,8.0,15.0,12.0,0.235,8.0,0.333
30398,0,30,3,3,1,F,26,13.0,62,0,0,5,349.0,4.0,15.0,11.33,0.278,9.43,0.333
58351,1,51,0,6,4,M,18,5.0,52,81,224,6,62.0,,10.0,9.67,0.316,7.75,0.375
9641,0,12,0,7,1,M,6,20.0,102,96,458,2,216.0,8.0,25.0,14.0,0.095,15.43,0.1
25155,0,47,0,6,2,M,22,15.0,28,72,213,3,55.0,,25.0,15.0,0.176,18.33,0.25
23412,1,43,0,6,3,M,16,15.0,27,71,236,4,44.0,,20.0,8.0,0.308,11.0,0.5
167121,0,34,0,4,1,M,20,0.0,14,73,446,1,20.0,,20.0,0.0,0.143,20.0,0.0
101332,0,53,1,6,2,M,18,19.0,59,73,181,2,194.0,0.0,24.0,15.5,0.1,11.41,0.182
144037,0,10,0,4,1,F,19,8.0,67,56,386,1,73.0,,10.0,0.0,0.071,4.29,0.0
10454,0,01,0,8,1,F,6,23.0,85,53,440,2,156.0,,25.0,0.0,0.1,9.18,0.0
160431,0,42,0,6,1,M,17,40.0,68,78,382,2,222.0,4.0,50.0,50.0,0.091,31.71,0.091
156462,0,03,0,6,1,F,19,20.0,42,48,481,3,68.0,8.0,25.0,9.0,0.143,13.6,0.1
140577,0,44,0,6,1,M,18,10.0,24,0,0,2,50.0,,30.0,20.0,0.133,25.0,0.143
70976,0,42,0,5,2,M,15,5.0,14,89,425,1,35.0,,20.0,15.0,0.25,17.5,0.5
69465,1,12,0,4,1,M,21,10.0,31,94,566,1,30.0,,15.0,15.0,0.056,10.0,0.125
96813,0,38,0,6,2,F,16,9.0,66,80,307,3,119.0,2.0,12.0,10.67,0.143,9.15,0.3
181922,0,04,0,4,2,M,15,9.0,14,64,397,1,21.0,,15.0,15.0,0.2,10.5,0.5
55953,0,36,0,6,1,M,17,10.0,38,51,179,1,75.0,4.0,30.0,30.0,0.053,25.0,0.111
138184,0,26,0,6,3,F,15,20.0,55,55,283,3,112.0,5.0,25.0,14.0,0.15,12.44,0.111
137148,0,53,1,6,4,M,18,7.0,60,88,160,4,133.0,,10.0,8.0,0.222,6.65,0.25
45258,1,08,0,6,4,F,15,0.0,19,80,184,3,40.0,,10.0,10.0,0.375,10.0,0.25
164989,1,13,5,6,1,F,23,10.0,46,93,1032,2,107.0,9.0,20.0,17.5,0.091,13.38,0.182
58150,0,51,1,5,3,M,15,7.0,25,78,149,5,26.0,,10.0,4.0,0.357,5.2,0.333
18428,0,40,1,6,3,F,19,5.0,45,70,252,6,102.0,5.0,10.0,10.0,0.273,7.29,0.182
170457,0,49,0,6,1,F,22,10.0,56,65,173,1,97.0,1.0,20.0,18.0,0.053,13.86,0.111
126333,1,23,1,6,4,M,15,5.0,76,57,530,7,159.0,9.0,10.0,6.67,0.333,6.12,0.3
172617,0,46,0,4,2,U,16,20.0,48,79,303,3,180.0,1.0,30.0,17.5,0.176,20.0,0.222
78030,0,42,0,4,1,M,26,15.0,63,86,425,2,77.0,7.0,17.0,17.0,0.1,9.63,0.111
107345,0,45,0,4,1,M,17,0.0,13,73,239,1,20.0,,20.0,20.0,0.2,20.0,0.5
45549,0,33,0,6,1,U,18,12.0,71,0,0,1,141.0,,15.0,0.0,0.05,7.42,0.0
21838,0,45,0,6,4,M,18,8.0,23,73,196,4,44.0,,13.0,10.0,0.333,8.8,0.2
127479,0,15,0,4,1,M,18,0.0,14,19,258,1,18.0,,18.0,18.0,0.2,18.0,0.5
155350,0,02,0,6,4,M,16,3.0,26,87,461,7,45.0,,7.0,6.0,0.5,5.63,0.571
123869,0,24,0,6,2,M,18,15.0,49,71,475,3,90.0,9.0,25.0,10.0,0.158,18.0,0.111
38327,1,17,3,6,1,M,18,9.0,70,33,274,4,156.0,3.0,14.0,11.0,0.19,10.4,0.091
147587,0,03,0,6,1,M,19,0.0,24,49,417,2,50.0,,25.0,25.0,0.143,25.0,0.143
26256,0,25,0,6,3,M,21,5.0,26,20,310,3,31.0,,10.0,9.5,0.2,7.75,0.286
6642,0,44,0,4,2,F,24,12.0,56,83,305,2,108.0,1.0,15.0,15.0,0.111,9.82,0.1
109709,0,40,0,5,2,M,15,9.0,63,84,388,2,101.0,8.0,14.0,13.0,0.118,7.77,0.286
135729,0,14,0,6,1,M,17,5.0,44,98,993,1,70.0,9.0,25.0,0.0,0.059,23.33,0.0
48903,0,51,0,4,1,M,20,7.0,72,85,218,1,98.0,5.0,12.0,12.0,0.059,6.13,0.143
165042,0,35,0,6,1,F,19,30.0,40,96,584,1,120.0,6.0,50.0,0.0,0.05,30.0,0.0
141652,1,18,0,6,3,F,18,10.0,61,96,416,3,101.0,,15.0,12.5,0.176,11.22,0.25
32330,0,28,1,5,3,F,16,8.0,35,40,188,7,55.0,,11.0,5.67,0.35,5.5,0.333
100550,0,12,0,6,3,M,19,6.0,34,84,508,2,42.0,,12.0,10.0,0.118,8.4,0.25
31202,0,39,0,6,4,F,15,5.0,24,65,303,5,35.0,,10.0,6.67,0.417,7.0,0.5
63135,1,30,1,6,4,F,17,3.0,71,90,378,6,87.0,8.0,6.0,5.0,0.286,4.35,0.273
191064,1,30,0,3,4,F,15,8.0,37,51,130,4,52.0,,10.0,5.0,0.4,4.73,0.667
23061,0,35,0,6,1,M,18,20.0,48,78,400,2,61.0,9.0,25.0,9.0,0.1,10.17,0.111
56321,0,13,0,6,1,M,16,10.0,53,87,697,2,86.0,9.0,20.0,20.0,0.095,17.2,0.2
29749,0,50,0,4,1,F,21,10.0,29,65,153,1,30.0,,20.0,20.0,0.063,15.0,0.167
146547,0,13,1,4,2,F,15,12.0,49,65,522,3,140.0,8.0,15.0,12.0,0.231,9.33,0.111
6147,1,36,0,6,1,M,18,17.0,116,74,221,3,306.0,3.0,22.0,21.0,0.15,13.91,0.182
101110,0,27,1,5,3,F,15,6.0,70,49,405,4,110.0,9.0,8.0,8.0,0.211,5.79,0.25
61040,0,36,0,6,1,U,19,20.0,56,68,270,2,114.0,7.0,25.0,0.0,0.095,14.25,0.0
160972,1,35,1,6,2,M,17,57.0,77,83,607,3,371.0,8.0,60.0,44.0,0.136,28.54,0.273
110876,0,50,1,2,2,U,21,5.0,42,74,153,2,105.0,,10.0,10.0,0.222,6.18,0.333
139948,0,34,1,6,3,F,15,8.0,49,54,261,3,40.0,,10.0,5.0,0.2,4.44,0.167
185771,0,43,0,9,1,M,5,48.0,63,89,307,2,215.0,4.0,50.0,30.0,0.111,19.55,0.222
77362,0,38,0,6,2,M,19,0.0,30,61,305,3,75.0,,25.0,25.0,0.167,25.0,0.25
104331,0,25,3,6,1,M,16,15.0,76,18,127,2,169.0,0.0,17.0,16.0,0.095,8.89,0.2
161923,0,28,0,5,1,F,26,10.0,51,84,380,1,109.0,4.0,20.0,0.0,0.048,15.57,0.0
90566,1,27,0,4,1,F,25,12.0,54,93,417,1,59.0,6.0,15.0,0.0,0.05,8.43,0.0
153467,1,12,0,4,1,M,17,0.0,13,85,553,1,15.0,,15.0,15.0,0.2,15.0,0.5
109512,0,39,0,4,1,M,21,0.0,16,84,289,1,20.0,,20.0,20.0,0.143,20.0,0.333
412,0,41,10,6,1,F,4,10.0,68,79,199,8,356.0,2.0,15.0,11.0,0.444,11.13,0.556
151679,1,21,0,6,1,F,16,2.0,31,46,339,1,42.0,,22.0,0.0,0.059,21.0,0.0
128435,0,27,0,4,1,M,17,10.0,44,49,538,1,44.0,7.0,15.0,15.0,0.091,11.0,0.25
153400,0,02,0,4,1,M,16,0.0,13,17,248,1,18.0,,18.0,0.0,0.2,18.0,0.0
38789,0,01,0,6,1,F,16,12.0,28,54,357,3,37.0,,17.0,11.0,0.167,12.33,0.222
64267,0,49,0,6,2,M,18,10.0,29,85,268,4,70.0,,20.0,10.0,0.222,17.5,0.111
181799,1,24,0,6,1,M,18,15.0,48,84,442,2,127.0,7.0,35.0,27.0,0.1,25.4,0.091
31496,0,46,0,5,1,M,16,10.0,22,77,282,1,30.0,,20.0,0.0,0.077,15.0,0.0
142429,0,10,0,5,1,F,17,0.0,14,41,146,1,20.0,,20.0,20.0,0.25,20.0,0.5
54259,1, .,0,6,3,M,16,0.0,23,65,219,3,30.0,,10.0,10.0,0.273,10.0,0.4
100472,0,26,0,6,1,M,18,17.0,30,55,304,2,28.0,,20.0,0.0,0.111,9.33,0.0
10819,0,40,0,2,1,M,26,13.0,58,84,364,1,100.0,8.0,15.0,0.0,0.071,8.33,0.0
168569,0,13,1,6,2,M,16,30.0,76,95,564,3,245.0,8.0,35.0,30.0,0.136,16.33,0.182
58954,0,51,1,5,3,F,18,6.0,80,83,185,5,146.0,2.0,8.0,5.0,0.238,5.03,0.1
142564,1,05,0,6,1,M,18,14.0,31,92,426,1,31.0,,19.0,0.0,0.053,10.33,0.0
165066,0,24,0,4,1,M,23,10.0,37,64,545,1,40.0,,20.0,0.0,0.143,13.33,0.0
35728,1,39,0,6,1,M,23,20.0,53,75,339,2,102.0,,24.0,24.0,0.095,11.33,0.1
188893,1,36,0,6,1,M,5,20.0,74,80,297,1,186.0,5.0,25.0,0.0,0.045,15.5,0.0
104695,0,18,0,4,3,F,15,17.0,29,70,320,4,94.0,,20.0,20.0,0.235,13.43,0.222
56816,1,13,1,3,2,F,16,13.0,50,90,481,3,73.0,9.0,16.0,0.0,0.143,7.3,0.0
181605,0,34,0,3,1,F,17,30.0,57,82,348,1,343.0,4.0,35.0,10.0,0.111,19.06,0.167
165054,0,24,0,6,2,F,18,12.0,47,5,242,3,57.0,5.0,15.0,0.0,0.15,8.14,0.0
36672,0,29,0,5,1,M,17,0.0,14,80,239,1,25.0,,25.0,25.0,0.2,25.0,0.5
136531,0,14,1,6,3,M,17,19.0,72,95,627,4,215.0,9.0,25.0,17.67,0.19,15.36,0.273
145706,0,06,0,3,1,F,22,0.0,13,1,258,0,15.0,,15.0,0.0,0.0,15.0,0.0
49147,0,51,0,5,2,F,15,10.0,63,82,196,2,80.0,2.0,15.0,10.0,0.111,10.0,0.125
152847,1,13,5,6,1,M,19,18.0,71,88,518,5,311.0,8.0,23.0,19.0,0.227,14.81,0.182
106548,0,18,0,6,2,M,16,10.0,39,50,326,3,60.0,8.0,15.0,15.0,0.143,12.0,0.1
142131,0,18,0,4,4,M,17,5.0,42,83,426,5,79.0,,8.0,5.5,0.333,5.64,0.444
119915,0,35,0,4,1,M,19,10.0,53,86,399,2,59.0,,15.0,0.0,0.118,9.83,0.0
113647,0,53,0,6,2,M,23,10.0,41,74,129,4,82.0,1.0,15.0,12.0,0.2,9.11,0.182
74581,0,27,0,5,3,M,16,0.0,24,65,365,4,40.0,,10.0,10.0,0.308,10.0,0.333
65719,0,10,1,6,2,M,18,11.0,81,58,166,3,297.0,2.0,16.0,15.0,0.136,10.24,0.091
23028,0,17,0,5,1,F,15,10.0,48,23,243,2,60.0,5.0,20.0,20.0,0.125,15.0,0.167
181526,1,40,0,6,3,F,18,10.0,42,86,339,3,57.0,4.0,15.0,10.0,0.158,9.5,0.125
86351,0,49,0,6,1,M,24,5.0,48,73,257,1,65.0,7.0,25.0,20.0,0.05,21.67,0.111
103535,1,51,0,5,2,F,16,10.0,31,84,215,1,40.0,,20.0,0.0,0.067,13.33,0.0
187882,0,36,5,1,1,F,18,15.0,25,77,346,1,160.0,,25.0,0.0,0.125,17.78,0.0
100174,0,08,0,5,2,M,16,0.0,20,92,364,2,40.0,,20.0,20.0,0.2,20.0,0.25
