CONTROL_NUMBER,DONATED,CLUSTER_CODE,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,FREQUENCY_STATUS_97NK,INCOME_GROUP,RECENT_CARD_RESPONSE_PROP,LIFETIME_CARD_PROM,DONOR_AGE,URBANICITY,LAST_GIFT_AMT,LIFETIME_PROM,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,MEDIAN_HOME_VALUE,HOME_OWNER,PCT_ATTRIBUTE4,MONTHS_SINCE_LAST_PROM_RESP,RECENT_RESPONSE_COUNT
25759,0,25,2,39,1,,0.5,5,31.0,C,15.0,15,329,85,692,U,26,17.0,1
98016,0,27,0,34,2,1.0,0.182,27,,C,11.0,62,72,5,208,U,40,23.0,4
190064,1,10,0,18,1,,0.667,5,,U,15.0,10,149,51,340,U,24,21.0,2
79468,0,44,0,26,1,2.0,0.125,13,57.0,R,15.0,32,284,76,595,U,30,18.0,3
109090,0,39,1,23,4,,0.4,15,,T,13.0,34,319,63,581,U,22,18.0,5
49356,0,41,0,26,1,3.0,0.0,28,76.0,T,10.0,76,192,85,469,H,35,15.0,2
65239,0,10,0,35,1,2.0,0.0,4,67.0,U,15.0,15,356,96,631,H,74,15.0,2
88279,0,35,1,31,1,7.0,0.182,16,40.0,T,25.0,37,449,84,1315,H,20,19.0,3
72409,1,41,0,30,1,2.0,0.2,22,16.0,T,10.0,56,296,76,318,H,50,23.0,1
35264,0,24,0,41,2,3.0,0.3,26,78.0,C,10.0,59,438,81,1085,H,36,21.0,4
41931,0,38,1,33,4,4.0,0.455,17,80.0,T,12.0,44,365,73,731,H,24,17.0,6
90660,0,02,0,23,1,5.0,0.167,9,53.0,U,20.0,23,546,99,1175,H,35,24.0,2
79631,0,11,0,37,3,5.0,0.375,17,17.0,S,12.0,43,411,59,904,H,45,16.0,4
109292,0,24,0,42,3,5.0,0.125,25,77.0,C,9.0,61,488,82,698,H,48,16.0,4
138729,0,51,0,14,2,1.0,0.222,24,,R,10.0,63,138,38,450,U,31,23.0,4
72040,0,41,0,23,3,1.0,0.4,34,81.0,T,10.0,80,103,35,253,U,0,20.0,5
9946,1,05,1,32,2,4.0,0.222,16,71.0,U,0.0,73,428,93,1107,H,62,21.0,2
13415,0,22,3,12,2,1.0,0.125,29,81.0,C,10.0,85,425,15,1053,H,10,21.0,3
137973,0,30,2,50,3,2.0,0.5,10,61.0,C,10.0,23,217,74,517,H,29,21.0,3
105910,0,21,0,25,1,,0.0,11,,S,16.0,29,237,85,431,U,36,18.0,2
181365,0,30,1,40,1,4.0,0.143,14,59.0,C,15.0,38,337,86,781,H,15,16.0,2
154245,1,42,0,44,2,7.0,0.143,17,54.0,R,19.0,46,164,36,596,H,49,16.0,2
130160,0,10,0,32,2,2.0,0.0,7,65.0,U,20.0,18,151,34,639,H,31,20.0,1
67147,1,18,0,31,1,6.0,0.2,17,36.0,S,23.0,43,435,61,1011,H,13,18.0,1
38392,1,06,0,7,1,2.0,0.0,9,63.0,U,20.0,22,408,91,1119,H,18,18.0,2
20189,0,47,0,25,1,1.0,0.091,34,,R,30.0,82,194,73,419,U,23,23.0,2
2027,0,18,0,32,1,4.0,0.182,34,73.0,S,40.0,90,342,62,599,H,9,16.0,8
82701,1,12,0,35,1,4.0,0.25,12,37.0,S,20.0,29,437,88,994,H,39,18.0,3
82866,0,12,0,22,1,6.0,0.25,7,31.0,S,25.0,18,457,71,965,U,5,24.0,1
128796,0,12,5,29,1,,0.0,4,,S,15.0,13,351,68,657,U,11,20.0,1
190839,1,08,0,20,1,4.0,0.167,9,41.0,U,15.0,22,352,87,662,H,60,18.0,2
42624,0,51,0,31,4,2.0,0.667,10,25.0,R,5.0,25,232,76,398,H,41,17.0,5
119923,0,51,0,26,1,,0.5,6,,R,25.0,14,396,75,697,U,13,16.0,1
51692,1,34,0,35,3,6.0,0.273,31,71.0,T,5.0,69,345,70,829,H,46,18.0,5
63941,1,44,0,29,2,,0.364,31,,R,10.0,73,379,86,700,U,19,21.0,5
127392,1,22,0,34,1,4.0,0.125,30,56.0,C,23.0,70,188,47,592,H,22,24.0,1
152861,0,13,0,45,2,5.0,0.182,32,77.0,S,15.0,82,378,84,1680,H,69,21.0,5
99328,0,49,0,30,4,,0.4,15,,R,10.0,36,318,78,588,U,30,21.0,6
124984,0,18,3,32,3,5.0,0.333,10,,S,6.0,25,208,5,872,U,18,19.0,4
172866,0,35,0,42,2,6.0,0.2,18,52.0,T,20.0,44,454,86,1712,H,32,18.0,4
67906,0,10,0,35,1,3.0,0.1,15,55.0,U,16.0,36,178,33,241,H,34,16.0,2
113869,0,45,0,31,1,2.0,0.0,29,61.0,R,25.0,72,174,78,383,U,48,19.0,2
51811,0,36,0,33,1,1.0,0.111,29,65.0,T,26.0,70,192,76,438,U,38,27.0,2
138947,0,23,0,50,1,5.0,0.273,21,,C,15.0,46,335,90,1653,H,70,23.0,3
120189,1,36,1,35,1,5.0,0.111,30,,T,25.0,67,244,79,492,H,44,25.0,1
189554,0,40,0,16,4,5.0,0.5,15,52.0,T,12.0,39,349,82,610,H,29,17.0,7
160096,0,18,0,29,2,2.0,0.111,30,,S,18.0,74,307,62,579,H,26,19.0,2
7710,0,22,0,15,1,2.0,0.125,29,71.0,C,20.0,121,183,26,905,H,14,21.0,1
108163,0,39,0,25,3,5.0,0.333,10,59.0,T,7.0,23,360,85,638,U,13,19.0,3
171216,1,20,1,40,3,5.0,0.375,16,61.0,S,5.0,38,368,59,1361,H,17,16.0,4
20119,0,40,0,28,1,4.0,0.167,9,49.0,T,15.0,22,251,62,935,H,24,17.0,2
112023,0,45,0,33,1,,0.125,28,,R,20.0,60,156,77,392,U,42,19.0,2
29334,0,36,0,28,2,2.0,0.286,16,79.0,T,18.0,42,223,67,552,H,50,17.0,2
113555,0,26,0,26,4,,0.444,14,,C,11.0,33,232,6,1268,U,25,17.0,6
3746,1,24,4,33,1,5.0,0.2,33,58.0,C,10.0,102,522,91,1555,H,12,19.0,4
97020,1,24,0,43,1,5.0,0.143,17,58.0,C,17.0,45,316,68,636,H,31,21.0,2
83102,0,12,0,23,1,5.0,0.222,14,42.0,S,30.0,35,469,80,1082,H,25,23.0,2
45368,0,29,0,49,2,6.0,0.286,11,75.0,C,20.0,24,313,83,880,H,48,19.0,2
170401,0,36,0,34,3,3.0,0.25,14,61.0,T,10.0,33,201,46,669,H,29,18.0,4
161242,0,42,0,50,1,6.0,0.0,32,67.0,R,15.0,76,309,83,1146,H,74,26.0,1
16777,1,11,0,29,1,6.0,0.25,7,45.0,S,25.0,20,439,68,964,H,25,15.0,2
61855,0,27,0,24,3,,0.1,22,84.0,C,25.0,57,349,94,486,U,45,18.0,2
31073,0,46,0,32,2,2.0,0.444,24,,R,20.0,58,267,69,614,U,31,17.0,4
157529,0,13,2,38,1,1.0,0.222,12,49.0,S,20.0,28,399,72,3465,U,47,26.0,3
77049,0,28,0,51,1,4.0,0.143,11,62.0,C,25.0,24,301,91,504,H,42,24.0,2
5835,1,49,0,28,2,2.0,0.3,51,,R,15.0,136,256,80,404,U,26,21.0,6
4082,0,08,0,24,2,4.0,0.273,28,39.0,U,35.0,113,279,54,2017,H,54,17.0,5
164749,0,36,0,37,1,1.0,0.5,6,44.0,T,20.0,14,230,75,437,U,44,17.0,1
135240,0,02,0,34,1,,0.333,9,,U,16.0,22,448,93,842,U,32,23.0,2
106588,0,35,0,38,1,5.0,0.333,5,43.0,T,15.0,14,450,89,818,H,25,21.0,1
132625,0,45,0,37,1,3.0,0.0,20,,R,44.0,52,204,70,341,U,39,25.0,1
68472,0,16,0,33,1,5.0,0.0,6,45.0,S,35.0,12,544,97,769,H,41,15.0,1
177433,0,34,0,32,2,4.0,0.0,22,61.0,T,10.0,58,249,56,1129,H,38,15.0,2
76087,0,51,0,33,1,2.0,0.0,17,43.0,R,20.0,47,248,71,211,U,43,19.0,2
103058,0,51,0,32,1,1.0,0.364,32,64.0,R,25.0,76,205,79,325,U,34,18.0,5
52021,0,43,0,29,2,,0.375,26,,R,8.0,70,217,82,424,U,34,17.0,4
3539,0,23,0,79,4,2.0,0.545,24,,C,10.0,70,386,98,1390,U,82,17.0,7
5867,0,39,0,30,2,4.0,0.455,23,80.0,T,25.0,83,244,87,560,H,28,22.0,5
163011,0,01,0,25,1,2.0,0.25,6,67.0,U,20.0,15,402,11,5714,U,40,24.0,1
113279,0,30,0,16,2,1.0,0.0,30,81.0,C,10.0,68,166,64,254,H,48,15.0,2
35159,0,14,0,36,4,7.0,0.222,15,48.0,S,10.0,36,643,92,1379,H,32,18.0,4
98221,1,53,0,36,1,,0.0,10,,R,15.0,29,195,72,331,U,34,18.0,2
160773,1,27,0,35,3,4.0,0.5,8,57.0,C,10.0,20,503,74,1679,H,12,16.0,4
66303,1,05,0,28,4,2.0,0.333,11,83.0,U,3.0,30,471,75,704,H,43,18.0,6
2503,0,24,1,44,1,3.0,0.5,8,79.0,C,15.0,23,524,88,2811,H,39,13.0,3
142778,0,01,0,18,1,7.0,0.0,11,71.0,U,15.0,30,359,16,4045,H,37,26.0,1
158952,0,06,0,31,1,4.0,0.5,5,45.0,U,15.0,13,396,56,1860,H,19,17.0,1
53151,1,50,0,14,1,2.0,0.0,5,,R,20.0,13,159,70,345,U,44,15.0,1
174373,0,17,3,24,1,5.0,0.333,5,58.0,S,15.0,13,286,42,742,H,22,21.0,1
116731,0,35,0,32,1,7.0,0.5,5,51.0,T,15.0,13,495,94,1021,H,23,16.0,1
42509,1,33,0,52,1,5.0,0.0,22,75.0,C,10.0,61,231,89,698,H,63,18.0,2
53893,1,40,4,32,1,5.0,0.0,4,65.0,T,25.0,12,367,88,593,H,51,,0
20017,0,44,8,35,2,4.0,0.2,22,37.0,R,10.0,53,333,38,1109,H,15,15.0,4
58811,0,43,0,30,4,,0.667,10,,R,6.0,25,241,77,478,U,25,17.0,5
22556,0,42,0,34,1,,0.0,9,40.0,R,20.0,21,407,91,1164,U,27,18.0,2
143592,0,03,0,16,2,1.0,0.111,18,78.0,U,30.0,43,348,28,4720,U,63,15.0,2
174380,0,12,2,31,2,6.0,0.222,13,49.0,S,20.0,27,505,79,860,H,5,18.0,4
9091,0,45,0,32,2,,0.1,26,,R,20.0,91,208,70,509,U,40,15.0,4
30745,1,41,0,21,2,5.0,0.125,12,,T,15.0,32,339,63,717,U,0,21.0,3
149089,1,34,0,28,1,6.0,0.286,11,71.0,T,20.0,24,515,63,5687,H,30,22.0,2
118605,0,53,0,26,1,1.0,0.0,13,54.0,R,20.0,32,176,79,299,U,43,18.0,1
48506,1,53,0,25,4,,0.455,22,,R,16.0,62,138,81,875,U,0,17.0,8
111210,0,50,1,20,1,3.0,0.0,5,37.0,R,15.0,13,140,59,314,H,46,,0
64844,0,17,0,23,1,4.0,0.143,17,51.0,S,15.0,48,505,24,935,U,21,16.0,1
109354,0,44,0,28,2,,0.143,11,,R,20.0,24,157,71,498,U,16,18.0,3
17094,1,35,0,29,1,5.0,0.0,9,57.0,T,16.0,21,454,85,897,H,24,18.0,2
79580,1,02,0,22,1,2.0,0.0,5,77.0,U,15.0,13,321,49,937,H,23,,0
66578,0,16,0,38,4,3.0,0.5,8,75.0,S,10.0,16,388,84,808,H,42,17.0,5
144813,0,13,0,42,3,7.0,0.364,17,61.0,S,10.0,37,1012,95,5868,H,52,19.0,5
101335,0,41,0,36,2,,0.4,7,75.0,T,5.0,15,216,73,499,U,69,17.0,3
104801,0,14,0,29,1,6.0,0.091,27,47.0,S,10.0,67,805,91,1843,H,33,26.0,5
139062,1, .,0,0,2,3.0,0.091,26,62.0,?,16.0,58,227,85,592,H,0,24.0,3
54536,0,50,0,20,3,3.0,0.4,15,37.0,R,10.0,35,153,70,358,U,46,19.0,7
6753,0,46,0,36,1,4.0,0.182,36,55.0,R,40.0,128,263,76,538,H,34,21.0,2
18359,1,50,0,14,2,2.0,0.0,31,,R,10.0,75,215,85,412,U,31,15.0,4
145428,0,03,0,29,4,4.0,0.6,9,23.0,U,7.0,23,671,74,3390,H,31,17.0,5
183612,0,44,0,25,2,5.0,0.429,15,77.0,R,16.0,38,324,77,764,H,7,17.0,3
41705,0,16,0,43,1,4.0,0.25,7,49.0,S,25.0,17,250,88,559,H,26,24.0,1
181083,1,40,0,44,2,7.0,0.143,17,47.0,T,5.0,47,412,82,1521,H,24,24.0,2
36507,0,10,0,2,4,1.0,0.182,30,83.0,U,20.0,67,303,53,869,U,38,18.0,6
108819,1,51,0,28,4,,0.333,10,,R,4.0,24,165,80,456,U,37,15.0,4
114204,0,39,0,27,2,1.0,0.2,15,49.0,T,10.0,37,270,66,415,U,10,17.0,2
188734,1,39,87,7,4,1.0,0.75,11,,T,5.0,25,269,0,3500,U,2,17.0,5
51640,0,25,0,22,4,4.0,0.636,31,38.0,C,10.0,67,242,33,657,H,24,22.0,10
180825,0,44,0,27,1,4.0,0.0,17,,R,20.0,47,303,81,851,H,14,26.0,2
179252,0,18,0,42,2,6.0,0.2,24,64.0,S,15.0,62,244,47,1492,H,35,20.0,3
175589,0,16,5,36,1,,0.3,22,,S,30.0,57,65,3,0,U,34,22.0,5
124292,0,24,0,26,3,6.0,0.222,21,69.0,C,11.0,55,401,78,660,H,33,19.0,4
170536,0,41,0,0,2,6.0,0.222,13,49.0,T,11.0,29,248,41,1414,H,0,19.0,3
36580,0,12,0,23,1,7.0,0.5,6,41.0,S,20.0,14,475,81,1024,H,27,16.0,1
38075,0,19,0,22,2,,0.222,17,,S,31.0,42,0,0,0,U,0,15.0,5
52036,0,39,0,31,4,4.0,0.3,15,,T,10.0,40,266,84,598,U,30,15.0,6
156997,1,04,0,22,1,,0.333,9,,U,20.0,23,358,36,1869,U,8,23.0,2
17886,0,32,1,26,3,4.0,0.273,31,,C,16.0,70,206,58,480,H,31,18.0,5
74589,1,35,0,31,2,5.0,0.429,13,43.0,T,15.0,35,442,86,795,H,28,16.0,3
68715,0,12,0,21,2,4.0,0.1,19,42.0,S,10.0,47,563,98,1151,U,21,15.0,3
172702,1,37,0,36,2,4.0,0.429,10,54.0,T,15.0,24,279,83,1086,H,70,15.0,3
28129,0,31,0,21,1,,0.4,8,,C,15.0,21,132,1,0,U,32,16.0,2
55689,0,51,0,23,3,2.0,0.5,6,71.0,R,10.0,14,195,86,364,H,39,16.0,2
80773,0,46,0,38,2,2.0,0.2,9,69.0,R,15.0,20,292,82,482,U,39,18.0,2
182279,1,31,11,45,2,4.0,0.273,27,35.0,C,10.0,70,205,20,663,H,12,22.0,3
16813,1,24,0,27,4,,0.5,8,72.0,C,6.0,21,440,65,1245,U,36,16.0,4
4463,0, .,0,0,1,,0.111,18,72.0,?,20.0,80,221,21,5000,U,0,17.0,1
140262,0,24,0,27,3,,0.286,12,75.0,C,10.0,29,0,0,0,U,25,18.0,4
19284,0,39,0,20,2,6.0,0.125,16,49.0,T,25.0,40,287,80,517,H,23,19.0,3
156335,0,13,0,40,1,,0.182,25,76.0,S,25.0,61,658,86,3064,U,41,24.0,2
42234,0,36,3,25,2,,0.273,31,36.0,T,10.0,72,282,76,423,U,43,22.0,4
56773,1,14,0,17,3,7.0,0.4,18,45.0,S,5.0,43,353,90,707,H,15,20.0,7
169630,0, .,0,0,1,4.0,0.0,15,,?,40.0,35,348,65,1271,H,0,30.0,1
106892,0,16,0,32,3,3.0,0.4,25,74.0,S,16.0,61,327,63,506,H,43,17.0,5
28432,0,11,0,29,2,5.0,0.143,15,,S,25.0,39,339,21,1598,U,27,18.0,2
182993,0,46,0,40,1,6.0,0.1,18,50.0,R,20.0,46,271,71,654,H,30,26.0,2
57544,0,51,0,27,3,5.0,0.25,17,82.0,R,10.0,44,164,82,375,U,23,16.0,4
158334,0,14,0,25,3,,0.571,11,46.0,S,21.0,26,791,87,3449,U,15,20.0,4
5140,1,14,0,39,3,3.0,0.143,29,75.0,S,9.0,108,653,97,3247,H,31,17.0,4
172963,0,36,0,42,1,2.0,0.286,10,37.0,T,20.0,23,199,54,598,H,16,23.0,2
85455,0,44,1,35,2,2.0,0.2,27,75.0,R,10.0,63,309,92,583,H,51,18.0,4
58147,1,51,0,19,3,,0.0,30,56.0,R,5.0,71,149,78,318,U,35,18.0,4
89107,0,23,0,30,2,7.0,0.111,15,51.0,C,20.0,34,444,96,1682,H,60,16.0,2
113292,0,11,0,36,1,7.0,0.2,10,72.0,S,15.0,28,537,64,2102,H,39,21.0,1
69481,0,40,0,28,2,4.0,0.125,13,,T,10.0,32,248,74,348,H,14,17.0,3
131913,1,14,0,32,2,6.0,0.2,23,81.0,S,20.0,61,513,98,1109,H,12,24.0,4
57345,0,20,0,34,1,5.0,0.0,7,66.0,S,15.0,22,296,60,689,H,35,18.0,2
4321,0,40,0,27,1,3.0,0.3,33,,T,10.0,128,313,70,769,H,43,21.0,5
103157,0,42,0,44,2,7.0,0.125,16,53.0,R,15.0,39,249,74,845,U,39,20.0,2
172801,1,44,0,33,1,5.0,0.0,26,,R,25.0,65,236,74,710,H,37,25.0,1
32350,1,42,0,51,1,4.0,0.0,26,79.0,R,19.0,65,256,72,913,H,58,18.0,2
110289,0,32,0,25,2,1.0,0.0,8,47.0,C,15.0,20,143,43,328,U,26,15.0,2
187020,0,13,0,48,1,7.0,0.143,21,79.0,S,15.0,56,776,95,2831,H,38,18.0,2
8992,0,27,0,28,2,,0.143,19,,C,10.0,85,207,59,497,U,32,16.0,1
6931,0,18,1,31,2,4.0,0.111,21,69.0,S,26.0,82,394,76,1235,H,14,17.0,1
148412,0,24,0,31,1,4.0,0.111,23,55.0,C,15.0,60,577,85,2413,H,0,17.0,1
62136,0,49,0,37,1,7.0,0.0,17,65.0,R,20.0,47,262,68,489,H,28,19.0,2
149561,0,13,2,38,1,6.0,0.222,31,47.0,S,16.0,76,283,27,2568,H,67,21.0,2
184611,0,12,3,28,1,4.0,0.125,13,41.0,S,25.0,32,523,84,1007,H,8,18.0,2
136365,0,44,1,21,2,6.0,0.0,19,59.0,R,15.0,51,358,89,1228,H,23,19.0,2
24181,0,23,0,44,1,,0.0,6,,C,20.0,15,310,74,904,U,48,20.0,1
124149,1,36,0,30,3,4.0,0.5,10,79.0,T,13.0,24,237,78,430,H,33,15.0,4
43662,0,28,0,44,3,4.0,0.091,20,37.0,C,15.0,49,265,90,620,H,44,19.0,5
37904,0,23,1,26,1,4.0,0.143,10,59.0,C,20.0,25,564,60,2693,H,61,24.0,2
40585,0,17,0,31,1,1.0,0.286,29,80.0,S,13.0,73,410,94,1149,H,40,21.0,2
56470,0,01,0,38,3,2.0,0.286,28,,U,8.0,76,421,79,902,U,12,17.0,2
77799,1,11,1,29,3,6.0,0.273,27,60.0,S,10.0,58,373,59,923,H,25,18.0,5
149598,1,02,0,36,2,3.0,0.2,26,,U,6.0,63,564,81,2679,H,49,21.0,3
160674,0,44,9,48,4,,0.444,15,41.0,R,30.0,38,297,38,1123,U,21,16.0,6
73771,0,08,3,37,1,5.0,0.25,6,36.0,U,20.0,15,323,91,770,H,36,24.0,1
165379,0,13,0,29,1,6.0,0.0,13,43.0,S,20.0,35,732,90,3675,H,33,24.0,1
189365,0,36,0,38,1,2.0,0.0,6,59.0,T,10.0,12,166,57,422,U,29,15.0,1
176088,0,40,0,36,1,3.0,0.1,22,53.0,T,25.0,58,369,88,926,U,36,26.0,1
181644,1,30,1,36,3,,0.3,16,40.0,C,10.0,39,327,81,929,U,31,16.0,5
20346,0,47,4,23,1,5.0,0.0,6,,R,50.0,17,226,75,446,U,23,20.0,1
84368,0,51,0,51,1,3.0,0.0,14,70.0,R,15.0,33,290,92,265,H,34,18.0,1
45294,0,09,0,44,2,,0.273,32,73.0,U,13.0,78,228,43,752,U,43,21.0,4
17772,1,24,0,43,2,4.0,0.333,6,87.0,C,5.0,16,984,96,2602,H,33,20.0,2
158082,0,06,1,30,2,,0.273,23,,U,25.0,55,458,75,2333,U,20,25.0,4
129748,1,14,0,34,4,6.0,0.286,11,40.0,S,15.0,27,560,92,1208,H,28,16.0,5
27310,1,39,1,25,1,2.0,0.2,8,76.0,T,15.0,20,457,90,866,H,31,18.0,2
86256,0,27,25,22,1,5.0,0.0,14,51.0,C,16.0,37,222,57,482,H,11,26.0,1
188934,0,18,0,32,2,2.0,0.0,26,65.0,S,15.0,62,309,69,617,H,20,17.0,3
61762,0,41,0,24,1,3.0,0.111,16,57.0,T,20.0,40,205,50,410,H,17,17.0,1
186830,0,08,0,31,1,2.0,0.0,23,63.0,U,0.0,59,335,85,455,H,24,18.0,2
52478,0,43,0,35,2,1.0,0.111,27,25.0,R,11.0,60,225,81,531,U,31,23.0,1
145403,1,17,1,21,4,5.0,0.636,32,37.0,S,5.0,78,294,26,2730,H,5,18.0,10
4732,0,36,0,29,1,2.0,0.222,25,84.0,T,6.0,95,260,69,470,H,36,26.0,3
92242,0,24,0,32,1,7.0,0.091,34,61.0,C,17.0,74,518,98,1614,H,36,18.0,3
85204,1,45,0,30,1,4.0,0.182,27,75.0,R,18.0,66,168,50,359,H,47,25.0,2
69558,0,49,1,23,1,2.0,0.25,6,49.0,R,20.0,16,318,82,512,H,21,23.0,1
24753,0,40,0,37,2,5.0,0.143,27,52.0,T,6.0,65,358,82,640,H,36,20.0,1
154683,0, .,0,0,2,1.0,0.1,30,71.0,?,24.0,76,270,17,883,H,0,19.0,2
72726,0,51,0,19,1,1.0,0.1,29,76.0,R,20.0,74,272,94,555,H,0,23.0,2
108150,1,12,0,34,2,4.0,0.125,19,34.0,S,20.0,49,479,76,960,H,22,18.0,2
68618,1,35,0,26,3,6.0,0.182,33,63.0,T,10.0,83,485,92,726,H,23,21.0,3
76917,0,30,0,30,1,1.0,1.0,4,69.0,C,20.0,10,179,59,236,U,18,15.0,1
91285,0,18,0,34,1,5.0,0.0,14,47.0,S,15.0,39,425,92,886,H,11,26.0,1
190799,1,40,0,37,3,2.0,0.25,19,67.0,T,5.0,44,439,92,841,U,17,17.0,4
171014,1,44,4,41,1,5.0,0.143,10,49.0,R,25.0,24,403,84,1264,H,5,26.0,2
177745,0,42,0,38,1,,0.0,6,,R,20.0,14,319,83,906,U,30,16.0,1
82234,0,40,0,33,4,3.0,0.545,20,72.0,T,6.0,52,494,95,974,H,14,20.0,7
92631,0,13,0,33,3,4.0,0.091,31,,S,15.0,79,683,95,1965,H,47,17.0,4
105143,0,30,0,25,3,2.0,0.286,11,48.0,C,15.0,25,177,41,400,H,37,15.0,3
158843,1,40,0,14,3,3.0,0.333,10,55.0,T,12.0,21,371,76,1905,H,24,15.0,3
39563,0,11,0,26,2,5.0,0.0,21,49.0,S,15.0,50,376,66,1021,H,32,15.0,2
23989,1,36,0,50,1,4.0,0.167,8,72.0,T,15.0,24,197,77,517,H,65,19.0,2
160444,0,38,1,28,1,5.0,0.182,26,42.0,T,25.0,61,214,39,1537,H,34,22.0,2
161228,0,30,0,11,1,5.0,0.2,28,67.0,C,14.0,65,190,39,516,H,0,21.0,3
72506,0,24,0,30,1,2.0,0.0,20,74.0,C,15.0,48,374,88,657,H,41,18.0,3
177423,1,23,0,39,1,,0.4,30,72.0,C,10.0,73,340,57,1060,U,54,24.0,4
183043,1,18,0,35,1,6.0,0.0,6,65.0,S,20.0,14,337,86,876,H,24,16.0,1
134007,0,21,12,45,3,,0.25,13,,S,14.0,36,231,69,523,U,36,15.0,3
137253,0,29,0,56,1,,0.222,31,,C,16.0,70,239,76,845,U,77,20.0,2
7995,0,25,0,33,2,1.0,0.091,28,,C,10.0,114,127,23,446,H,30,18.0,3
112920,0,27,1,28,2,3.0,0.182,17,47.0,C,25.0,38,281,58,600,H,26,23.0,3
171302,1,12,1,32,1,5.0,0.0,13,50.0,S,15.0,36,423,72,1693,H,24,18.0,1
68589,1,13,0,42,1,7.0,0.273,20,68.0,S,18.0,53,777,97,1662,H,60,16.0,3
184056,0,30,4,47,1,4.0,0.0,29,65.0,C,12.0,68,216,77,432,H,39,15.0,1
76869,0,49,0,32,4,4.0,0.364,33,56.0,R,10.0,80,352,89,666,H,28,22.0,7
54781,0,43,1,25,1,3.0,0.0,19,,R,15.0,50,221,83,355,U,43,18.0,2
170363,1, .,0,0,4,4.0,0.222,20,67.0,?,10.0,53,282,63,1269,H,0,19.0,5
57755,0,43,0,30,3,,0.364,20,,R,12.0,52,198,64,482,U,23,18.0,5
56380,0,51,0,32,1,3.0,0.0,17,54.0,R,20.0,44,142,78,262,H,29,18.0,2
145855,1,03,0,32,3,4.0,0.333,15,51.0,U,13.0,34,453,65,2264,H,21,17.0,5
29109,0,40,0,26,1,,0.333,6,,T,25.0,15,324,87,826,U,15,23.0,1
182802,0,41,0,39,3,1.0,0.286,24,,T,10.0,63,362,81,890,U,18,18.0,4
45175,0,07,0,36,1,,0.0,17,,U,15.0,42,0,0,0,U,39,15.0,2
675,1,34,0,29,2,5.0,0.111,32,82.0,T,15.0,87,342,77,1714,H,57,21.0,2
47889,0,31,1,46,1,,0.0,29,80.0,C,11.0,72,282,76,871,U,47,18.0,2
12126,0,18,0,22,4,,0.182,18,59.0,S,20.0,66,416,70,1055,U,33,18.0,5
94915,1,03,0,23,1,1.0,0.167,17,54.0,U,15.0,47,117,32,1463,H,69,15.0,1
2492,0,12,8,43,2,7.0,0.4,30,73.0,S,10.0,78,574,88,2216,H,15,20.0,6
14300,0,27,0,28,2,,0.111,26,,C,10.0,85,215,50,487,U,29,24.0,1
133955,0,35,0,19,1,4.0,0.5,6,71.0,T,35.0,14,427,85,1033,U,32,16.0,1
181204,0, .,0,0,1,5.0,0.222,13,,?,25.0,31,338,81,892,H,0,23.0,3
147747,1,13,0,26,2,5.0,0.2,32,77.0,S,14.0,70,348,65,3005,H,50,20.0,3
119902,1,53,0,35,3,2.0,0.2,13,75.0,R,10.0,28,170,81,321,H,39,24.0,5
141938,0,31,0,23,3,,0.333,15,,C,10.0,34,292,69,784,U,43,16.0,4
128487,0,24,0,17,2,6.0,0.125,25,48.0,C,15.0,61,711,93,949,U,0,24.0,2
140988,0,10,0,43,1,1.0,0.0,13,,U,20.0,32,139,4,975,U,34,18.0,2
149644,1,03,0,31,1,,1.0,4,,U,20.0,9,313,45,3206,U,30,15.0,1
22100,0,46,1,22,3,,0.286,9,,R,7.0,19,237,74,650,U,43,19.0,3
122311,0,21,0,0,2,7.0,0.375,12,,S,21.0,25,365,36,691,H,0,22.0,3
120790,0,24,3,25,1,7.0,0.333,7,61.0,C,25.0,17,752,74,1258,U,33,20.0,1
181476,0, .,0,0,1,4.0,0.0,16,55.0,?,15.0,42,245,59,604,H,0,25.0,1
66192,0,26,0,34,2,2.0,0.4,9,67.0,C,20.0,21,161,20,772,U,69,21.0,2
140001,0,24,0,35,4,5.0,0.333,15,56.0,C,20.0,37,363,71,888,H,23,18.0,6
100077,0,10,0,29,1,,0.333,7,,U,25.0,16,154,42,230,U,20,20.0,1
88024,0,35,0,22,3,7.0,0.25,23,17.0,T,3.0,62,460,80,1142,H,27,15.0,3
43604,0,28,0,32,3,2.0,0.143,13,31.0,C,10.0,34,383,45,834,U,62,24.0,4
149870,0,21,0,5,1,,0.5,5,,S,15.0,13,339,55,1528,U,99,17.0,1
26931,0, .,0,0,3,2.0,0.222,28,62.0,?,10.0,64,316,91,2008,U,0,15.0,6
54134,1,41,0,36,1,7.0,0.4,25,81.0,T,10.0,71,193,66,452,U,25,21.0,2
137888,0,46,0,0,2,5.0,0.273,24,70.0,R,20.0,61,164,38,674,H,0,20.0,3
176743,1,30,0,22,4,3.0,0.222,14,77.0,C,3.0,31,140,68,335,U,22,15.0,5
190326,1,36,0,22,2,,0.5,15,,T,10.0,32,247,79,500,U,33,21.0,2
81029,0,46,0,39,2,5.0,0.182,30,48.0,R,10.0,68,232,70,439,H,52,19.0,3
