CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_RESPONSE_COUNT,RECENCY_STATUS_96NK,LIFETIME_MIN_GIFT_AMT,LIFETIME_GIFT_COUNT,MONTHS_SINCE_LAST_GIFT,LIFETIME_CARD_PROM,LIFETIME_MAX_GIFT_AMT,RECENT_AVG_GIFT_AMT,LIFETIME_PROM,DONOR_AGE,MONTHS_SINCE_FIRST_GIFT,MONTHS_SINCE_LAST_PROM_RESP,URBANICITY,CARD_PROM_12,FILE_AVG_GIFT,LAST_GIFT_AMT,LIFETIME_AVG_GIFT_AMT
165283,0,27,2,A,10.0,3,18,11,25.0,17.5,25,,28,21.0,C,6,18.33,20.0,18.33
47505,0,35,1,A,10.0,2,26,9,20.0,10.0,21,47.0,28,28.0,T,4,15.0,20.0,15.0
2491,0,49,5,A,10.0,15,4,31,30.0,10.0,77,,83,15.0,R,11,14.47,14.0,14.47
72417,0,36,4,A,3.0,12,20,27,25.0,13.75,64,64.0,88,20.0,T,6,15.42,15.0,15.42
35660,0,12,4,A,5.0,7,25,18,20.0,13.75,42,44.0,53,25.0,S,6,11.0,10.0,11.0
29236,0,34,1,A,10.0,3,26,12,20.0,20.0,35,,65,26.0,T,4,13.33,20.0,13.33
182003,0,20,1,A,5.0,8,18,26,20.0,18.0,61,74.0,125,18.0,S,5,13.0,18.0,13.0
1007,0,51,8,S,3.0,46,17,45,10.0,7.75,116,66.0,131,17.0,R,8,6.0,9.0,6.0
661,1,05,7,A,15.0,17,10,32,25.0,20.14,90,32.0,73,16.0,U,11,19.47,25.0,19.47
112101,0,51,1,A,3.0,4,24,12,15.0,15.0,36,,88,24.0,R,4,7.0,15.0,7.0
98806,0,37,3,S,5.0,22,18,31,11.0,10.0,74,73.0,128,21.0,T,6,7.64,10.0,7.64
109771,0,11,2,A,3.0,16,18,27,11.0,10.0,69,81.0,124,18.0,S,4,7.0,10.0,7.0
153024,0,27,7,A,2.5,21,19,31,10.0,3.5,69,81.0,113,19.0,C,6,5.02,5.0,5.02
24782,0,39,2,N,15.0,2,15,8,25.0,20.0,21,,24,15.0,T,5,20.0,25.0,20.0
76385,0,27,1,A,0.07,18,15,32,35.0,35.0,72,74.0,126,15.0,C,5,9.84,35.0,9.84
15116,0,43,1,F,25.0,1,17,6,25.0,25.0,14,,17,17.0,R,5,25.0,25.0,25.0
88848,0,23,1,A,10.0,7,17,27,35.0,20.0,65,53.0,104,17.0,C,6,18.57,20.0,18.57
154745,1,40,3,A,5.0,5,18,15,20.0,6.67,41,55.0,62,18.0,T,6,10.0,5.0,10.0
13566,1,05,4,A,3.0,12,4,20,15.0,13.5,68,,62,18.0,U,7,10.75,10.0,10.75
1048,0,42,1,A,3.0,29,18,35,22.0,22.0,86,50.0,126,18.0,R,6,6.97,22.0,6.97
21815,1,36,4,N,3.0,5,15,8,10.0,5.75,20,26.0,21,15.0,T,6,5.8,6.0,5.8
114830,0,48,6,S,10.0,26,19,33,20.0,10.0,85,58.0,129,19.0,R,6,12.58,10.0,12.58
71165,0,40,5,A,3.0,11,15,21,8.0,8.0,54,81.0,88,15.0,T,6,6.82,8.0,6.82
122944,0,39,1,A,25.0,2,15,12,25.0,25.0,30,,38,15.0,T,5,25.0,25.0,25.0
173675,0,38,2,A,5.0,12,16,28,18.0,13.0,67,81.0,125,16.0,T,5,8.75,15.0,8.75
89113,0,02,13,S,3.0,21,15,17,13.0,8.08,38,63.0,45,15.0,U,6,7.14,8.0,7.14
96131,0,41,4,A,3.0,9,18,17,10.0,6.75,46,,57,18.0,T,6,5.22,10.0,5.22
112970,0,45,2,A,5.0,13,18,16,20.0,12.0,47,,129,18.0,R,2,11.23,14.0,11.23
106867,0,13,3,N,15.0,3,18,9,25.0,19.0,24,74.0,24,18.0,S,6,19.0,17.0,19.0
100763,0,11,3,N,10.0,3,16,9,13.0,11.67,23,77.0,23,16.0,S,6,11.67,13.0,11.67
38581,0,19,2,N,20.0,2,17,8,20.0,20.0,17,21.0,21,17.0,S,6,20.0,20.0,20.0
190616,1,46,3,A,4.0,16,24,33,10.0,10.0,71,,130,24.0,R,6,7.5,10.0,7.5
73722,0,17,0,N,15.0,1,23,5,15.0,0.0,13,27.0,23,,S,3,15.0,15.0,15.0
138991,0,41,1,L,3.0,4,15,14,20.0,20.0,34,55.0,44,15.0,T,5,10.75,20.0,10.75
153051,0,09,6,A,3.0,9,15,15,10.0,6.67,36,,42,15.0,U,7,6.56,7.0,6.56
90660,0,02,2,A,10.0,2,24,9,20.0,15.0,23,53.0,32,24.0,U,4,15.0,20.0,15.0
85595,0,36,2,N,6.0,4,15,8,10.0,10.0,19,,21,17.0,T,6,8.0,6.0,8.0
158064,0,01,1,F,20.0,1,21,6,20.0,20.0,15,,21,21.0,U,4,20.0,20.0,20.0
92135,0,17,2,A,1.0,8,18,20,15.0,10.0,49,34.0,72,18.0,S,6,6.63,15.0,6.63
93824,1,07,5,S,2.0,26,16,31,10.0,8.4,68,79.0,126,16.0,U,5,4.58,10.0,4.58
83700,0,02,3,A,5.0,26,18,34,10.0,10.0,79,77.0,129,18.0,U,5,7.69,10.0,7.69
50476,0,36,1,N,16.0,1,24,6,16.0,16.0,16,59.0,24,24.0,T,3,16.0,16.0,16.0
93575,0,07,2,A,3.0,11,18,26,17.0,16.0,59,55.0,104,18.0,U,6,7.64,17.0,7.64
135354,0,21,1,A,20.0,7,18,24,60.0,60.0,60,27.0,78,30.0,S,6,32.14,25.0,32.14
38642,1,18,1,F,15.0,1,20,5,15.0,15.0,13,23.0,20,20.0,S,3,15.0,15.0,15.0
959,1,28,3,A,5.0,10,24,27,15.0,10.0,71,53.0,88,24.0,C,4,7.3,15.0,7.3
91263,0,35,1,A,3.0,12,19,31,15.0,15.0,69,84.0,125,19.0,T,6,9.08,15.0,9.08
67159,0,21,2,A,18.0,2,23,11,24.0,21.0,24,45.0,28,23.0,S,6,21.0,24.0,21.0
114109,0,23,3,S,5.0,22,18,37,37.0,37.0,79,80.0,120,18.0,C,6,20.55,37.0,20.55
184760,0,44,3,A,3.0,11,24,21,21.0,20.33,49,33.0,56,24.0,R,6,12.82,20.0,12.82
113629,0,48,2,A,5.0,3,17,13,20.0,15.5,31,53.0,41,17.0,R,6,12.0,20.0,12.0
124322,0,27,4,A,5.0,4,20,9,12.0,9.0,26,75.0,31,20.0,C,6,9.0,10.0,9.0
78778,1,20,4,A,7.0,6,18,18,20.0,15.75,44,70.0,53,18.0,S,6,13.17,15.0,13.17
182577,0,30,2,A,3.0,24,20,29,11.0,11.0,75,,122,20.0,C,5,6.29,11.0,6.29
61353,0,32,1,F,15.0,1,16,5,15.0,15.0,13,83.0,16,16.0,C,4,15.0,15.0,15.0
156245,0,35,3,N,10.0,3,15,7,10.0,10.0,18,26.0,21,15.0,T,5,10.0,10.0,10.0
60738,1,12,6,S,3.0,8,19,14,7.0,5.67,32,48.0,40,19.0,S,6,5.25,7.0,5.25
67474,0,25,2,A,12.0,3,25,13,16.0,16.0,29,,38,25.0,C,4,14.67,16.0,14.67
68466,0,08,4,A,5.0,11,19,28,12.0,11.0,65,82.0,126,19.0,U,6,8.73,12.0,8.73
140493,0,27,1,A,3.0,21,19,29,25.0,25.0,69,,130,19.0,C,6,9.67,25.0,9.67
65115,0,41,2,N,10.0,4,15,8,20.0,17.5,20,,21,17.0,T,6,16.25,10.0,16.25
26646,0,36,2,A,10.0,4,18,16,40.0,32.5,38,,45,23.0,T,6,23.75,10.0,23.75
169919,1,37,2,A,5.0,3,26,9,15.0,10.0,21,49.0,32,26.0,T,4,8.67,15.0,8.67
8190,0,32,5,A,3.0,57,21,30,25.0,11.4,117,47.0,113,25.0,C,5,9.93,10.0,9.93
92947,0,01,2,A,20.0,6,16,24,30.0,30.0,63,,89,16.0,U,6,24.17,30.0,24.17
173379,0,42,8,A,6.0,14,18,22,13.0,10.0,56,31.0,63,18.0,R,6,9.71,13.0,9.71
108702,0,43,1,N,20.0,1,24,6,20.0,20.0,15,51.0,24,24.0,R,3,20.0,20.0,20.0
181224,0, .,2,A,5.0,13,25,20,25.0,22.5,49,69.0,126,25.0,?,4,15.46,20.0,15.46
118748,0,22,1,E,5.0,4,15,14,15.0,15.0,45,44.0,68,15.0,C,2,11.5,15.0,11.5
174453,1,49,4,A,5.0,8,17,17,13.0,11.5,46,77.0,57,17.0,R,6,9.88,13.0,9.88
104902,0,14,3,A,10.0,4,22,16,25.0,21.67,35,50.0,39,22.0,S,6,18.75,25.0,18.75
44154,1,24,1,A,10.0,2,26,12,20.0,20.0,32,55.0,53,26.0,C,4,15.0,20.0,15.0
124810,0, .,4,S,3.0,19,21,27,15.0,14.0,66,49.0,113,21.0,?,6,10.11,15.0,10.11
40193,0,27,1,A,5.0,3,22,9,15.0,15.0,22,38.0,67,22.0,C,4,10.33,15.0,10.33
86307,0,53,1,F,15.0,1,19,6,15.0,15.0,15,,19,19.0,R,4,15.0,15.0,15.0
191679,0,40,4,S,3.0,19,15,31,10.0,5.0,72,85.0,126,15.0,T,5,5.32,5.0,5.32
140181,1,37,6,A,3.0,9,15,10,5.0,3.67,22,75.0,32,17.0,T,6,3.44,3.0,3.44
144993,0,02,10,S,5.0,16,16,18,5.0,5.0,47,61.0,76,16.0,U,6,5.0,5.0,5.0
47643,0,50,2,A,5.0,6,19,17,25.0,22.5,51,,57,19.0,R,6,12.17,20.0,12.17
11048,0,07,5,A,3.0,12,17,19,10.0,10.0,68,73.0,65,17.0,U,6,7.92,10.0,7.92
153864,1,11,3,A,5.0,9,17,20,16.0,14.67,52,45.0,65,17.0,S,6,9.89,16.0,9.89
103032,0,36,9,S,3.0,12,17,15,8.0,6.11,32,33.0,39,17.0,T,6,5.75,7.0,5.75
147820,0,12,2,A,5.0,2,18,8,20.0,12.5,22,,32,18.0,S,4,12.5,20.0,12.5
130042,0,22,2,S,5.0,17,17,31,20.0,14.5,68,84.0,105,27.0,C,6,9.06,20.0,9.06
92414,0,15,3,A,5.0,3,21,10,20.0,11.67,26,40.0,28,21.0,S,6,11.67,20.0,11.67
6669,0,35,2,A,5.0,19,19,32,50.0,23.0,106,65.0,124,19.0,T,6,21.32,20.0,21.32
52593,1,43,2,A,10.0,6,16,23,16.0,14.0,53,59.0,116,16.0,R,5,11.67,16.0,11.67
28593,0,11,2,N,5.0,3,16,7,10.0,7.5,16,86.0,22,16.0,S,5,6.67,10.0,6.67
158275,0,11,3,A,10.0,4,18,15,20.0,14.0,39,,56,18.0,S,6,13.0,12.0,13.0
24247,0,41,1,F,15.0,1,16,5,15.0,15.0,13,,16,16.0,T,4,15.0,15.0,15.0
22050,0,43,1,A,10.0,2,22,8,20.0,20.0,23,25.0,31,22.0,R,4,15.0,20.0,15.0
2020,1,14,9,S,3.0,40,11,42,12.0,8.67,106,73.0,129,11.0,S,11,7.35,8.0,7.35
107651,0,45,3,A,10.0,10,15,26,40.0,21.67,63,,95,15.0,R,6,20.1,20.0,20.1
55013,0,50,1,F,16.0,1,18,4,16.0,16.0,12,60.0,18,18.0,R,4,16.0,16.0,16.0
176237,0,30,1,F,20.0,1,21,6,20.0,20.0,16,,21,21.0,C,4,20.0,20.0,20.0
168483,0,02,2,N,20.0,3,18,9,35.0,32.5,24,40.0,24,20.0,U,6,28.33,20.0,28.33
60977,0,44,3,S,5.0,16,19,29,10.0,10.0,61,,129,19.0,R,5,7.0,10.0,7.0
50741,0,13,3,N,5.0,3,15,9,20.0,12.0,21,38.0,26,15.0,S,6,12.0,11.0,12.0
70939,0,49,6,S,5.0,19,19,21,20.0,20.0,53,81.0,125,19.0,R,4,15.05,20.0,15.05
164960,0,13,1,A,10.0,6,24,24,16.0,16.0,56,68.0,111,24.0,S,4,13.0,16.0,13.0
104527,0,43,1,A,5.0,9,17,26,16.0,15.0,69,48.0,113,17.0,R,5,11.78,15.0,11.78
77413,0,38,5,A,3.0,13,17,19,10.0,8.2,45,79.0,66,17.0,T,4,6.38,10.0,6.38
158425,0,07,1,N,25.0,1,24,7,25.0,25.0,18,,24,24.0,U,4,25.0,25.0,25.0
160869,1,27,9,S,3.0,20,18,25,6.0,4.44,62,82.0,91,18.0,C,6,4.15,6.0,4.15
127561,0,30,1,A,10.0,4,24,17,40.0,40.0,44,81.0,75,24.0,C,6,26.25,40.0,26.25
64115,1,27,3,A,3.0,12,19,28,15.0,13.33,60,72.0,127,19.0,C,4,7.5,15.0,7.5
177932,0,49,4,A,1.0,16,17,28,20.0,9.25,64,,124,28.0,R,6,7.94,20.0,7.94
172014,0,25,3,S,3.0,16,18,25,30.0,18.33,62,17.0,86,23.0,C,6,13.63,10.0,13.63
1832,0, .,6,A,10.0,8,17,22,33.0,21.67,56,,32,17.0,?,11,22.5,27.0,22.5
63257,0,30,3,A,4.0,4,17,12,15.0,12.0,25,,29,17.0,C,6,10.0,11.0,10.0
60372,0,16,2,A,2.0,9,16,27,15.0,12.5,62,80.0,116,16.0,S,4,7.11,15.0,7.11
72829,0,40,1,A,5.0,3,26,14,15.0,15.0,35,66.0,57,26.0,T,4,10.33,15.0,10.33
675,1,34,2,S,0.08,23,21,32,15.0,13.5,87,82.0,100,21.0,T,7,8.92,15.0,8.92
101109,1,24,2,A,5.0,15,18,31,24.0,12.5,79,69.0,128,18.0,C,5,13.8,10.0,13.8
141228,0,18,3,A,5.0,9,18,22,50.0,35.33,55,43.0,69,18.0,S,6,20.44,50.0,20.44
8531,1,49,4,A,3.0,19,15,29,10.0,10.0,89,37.0,130,15.0,R,6,6.37,10.0,6.37
143790,1,13,5,A,10.0,5,19,11,20.0,16.0,29,56.0,32,19.0,S,6,16.0,15.0,16.0
130568,0,18,1,A,3.0,8,19,24,25.0,22.0,57,62.0,113,19.0,S,6,15.5,22.0,15.5
21176,0,25,2,A,10.0,2,20,9,20.0,15.0,25,23.0,29,20.0,C,4,15.0,20.0,15.0
142313,1,38,7,S,1.0,17,15,17,6.0,4.0,44,60.0,91,15.0,T,4,3.41,4.0,3.41
34632,1,12,5,A,4.0,6,17,10,11.0,8.2,25,62.0,28,17.0,S,6,7.5,10.0,7.5
38414,0,19,4,S,5.0,12,22,21,10.0,8.0,55,49.0,76,22.0,S,5,7.67,8.0,7.67
57489,0,35,1,A,10.0,2,26,12,16.0,16.0,32,70.0,53,26.0,T,4,13.0,16.0,13.0
159868,1,30,5,S,5.0,18,18,33,16.0,14.8,77,74.0,125,18.0,C,6,9.06,15.0,9.06
91005,0,40,2,A,5.0,4,23,16,20.0,17.5,40,45.0,57,23.0,T,6,11.25,20.0,11.25
101292,0,36,2,N,5.0,2,15,7,15.0,10.0,17,,24,15.0,T,4,10.0,15.0,10.0
190267,0,35,3,E,3.0,7,24,13,15.0,11.67,26,,74,24.0,T,2,8.14,15.0,8.14
170927,0,23,4,S,2.0,27,18,31,10.0,7.5,72,37.0,125,22.0,C,6,4.19,10.0,4.19
175809,0,29,2,S,10.0,10,18,30,18.0,16.5,64,86.0,130,20.0,C,6,14.0,15.0,14.0
68544,0,13,3,A,3.0,4,23,13,15.0,10.0,31,62.0,40,23.0,S,5,8.25,15.0,8.25
146255,0,02,3,A,1.0,7,22,16,17.0,16.0,40,,60,22.0,U,6,8.29,16.0,8.29
30665,0,18,3,A,5.0,7,16,15,13.0,9.33,38,57.0,44,20.0,S,6,7.29,6.0,7.29
35328,1,24,3,S,5.0,14,18,31,18.0,16.67,73,39.0,130,18.0,C,6,11.64,18.0,11.64
115346,1,51,2,A,5.0,5,24,17,15.0,12.0,40,55.0,52,24.0,R,6,9.4,15.0,9.4
181800,1,35,4,S,5.0,9,21,20,25.0,20.5,50,,56,21.0,T,6,16.0,21.0,16.0
161593,0,21,1,A,10.0,2,18,8,15.0,15.0,21,43.0,31,18.0,S,4,12.5,15.0,12.5
85913,1,43,3,A,5.0,11,15,26,14.0,12.67,63,67.0,111,16.0,R,6,9.73,14.0,9.73
52587,0,39,2,A,5.0,2,16,8,15.0,10.0,21,60.0,31,16.0,T,4,10.0,15.0,10.0
130840,1,35,2,A,3.0,20,18,18,14.0,13.0,46,79.0,105,18.0,T,3,8.35,14.0,8.35
27267,1,35,2,A,2.0,8,23,22,25.0,17.5,49,39.0,92,23.0,T,6,7.88,25.0,7.88
164289,0,05,2,A,10.0,8,22,24,50.0,15.0,60,,65,22.0,U,6,25.0,15.0,25.0
60252,1,17,3,S,5.0,11,16,28,25.0,19.67,66,,113,16.0,S,6,13.45,25.0,13.45
179880,0,20,4,A,10.0,4,26,12,25.0,21.25,28,,33,26.0,S,5,21.25,25.0,21.25
36913,0,27,2,A,3.0,15,18,21,13.0,12.0,59,74.0,81,18.0,C,5,6.8,13.0,6.8
177739,0,46,2,A,20.0,2,17,12,25.0,22.5,29,,32,17.0,R,6,22.5,25.0,22.5
160859,0,27,2,A,3.0,7,22,20,15.0,13.0,53,48.0,88,22.0,C,5,7.86,15.0,7.86
4393,1,26,3,A,3.0,31,4,24,15.0,10.0,106,87.0,105,18.0,C,6,9.52,10.0,9.52
138944,1,23,6,A,5.0,7,15,14,10.0,7.83,30,65.0,36,15.0,C,6,7.57,10.0,7.57
155686,0,12,1,A,20.0,5,25,23,50.0,50.0,56,49.0,74,25.0,S,6,40.0,50.0,40.0
107159,0,46,4,S,2.0,22,15,29,10.0,6.25,70,57.0,128,15.0,R,6,3.45,5.0,3.45
125809,0,11,2,A,10.0,3,19,12,16.0,15.5,34,,40,19.0,S,4,13.67,16.0,13.67
3122,0,30,1,F,15.0,4,5,9,20.0,20.0,35,,20,20.0,C,5,16.25,15.0,16.25
106389,0,51,2,N,15.0,2,15,8,15.0,15.0,20,,24,15.0,R,5,15.0,15.0,15.0
18038,1,47,2,A,10.0,8,25,22,16.0,15.5,60,,77,25.0,R,6,12.38,16.0,12.38
30414,0,24,2,A,10.0,2,24,11,15.0,12.5,26,74.0,36,24.0,C,4,12.5,15.0,12.5
187564,0,30,3,E,3.0,11,21,7,6.0,4.67,18,,40,21.0,C,2,4.91,5.0,4.91
85920,1, .,2,A,3.0,9,18,23,15.0,12.5,56,,81,21.0,?,6,9.78,10.0,9.78
36714,0,16,5,S,25.0,10,18,27,40.0,28.0,66,70.0,105,18.0,S,6,29.5,30.0,29.5
72061,0,49,4,A,3.0,4,20,10,10.0,8.25,26,53.0,32,20.0,R,6,8.25,10.0,8.25
104055,0,43,2,A,5.0,3,18,10,15.0,15.0,24,51.0,32,23.0,R,5,11.67,5.0,11.67
53004,0,40,3,S,2.0,17,18,28,15.0,13.0,71,48.0,116,18.0,T,6,6.94,15.0,6.94
117923,0,48,1,A,1.0,11,21,24,20.0,20.0,57,83.0,115,21.0,R,6,4.36,20.0,4.36
123871,1,24,2,S,5.0,10,15,27,15.0,15.0,65,45.0,116,15.0,C,5,8.8,15.0,8.8
92315,0,13,1,A,25.0,5,17,21,25.0,25.0,54,46.0,65,17.0,S,6,25.0,25.0,25.0
181429,0,44,3,A,5.0,7,18,18,15.0,9.67,41,,45,18.0,R,6,7.0,15.0,7.0
185880,1,21,1,A,5.0,8,6,20,15.0,15.0,58,79.0,100,26.0,S,5,10.13,15.0,10.13
108819,1,51,4,A,3.0,6,15,10,6.0,4.75,24,,29,15.0,R,6,4.33,4.0,4.33
80774,0,36,2,A,5.0,2,19,8,20.0,12.5,20,,29,19.0,T,4,12.5,20.0,12.5
153982,0,21,2,A,25.0,2,17,11,30.0,27.5,24,,30,17.0,S,6,27.5,30.0,27.5
3539,0,23,7,S,3.0,19,15,24,10.0,8.0,70,,76,17.0,C,7,7.11,10.0,7.11
178052,0,39,1,F,25.0,1,21,7,25.0,25.0,18,33.0,21,21.0,T,5,25.0,25.0,25.0
155078,0,49,2,A,5.0,4,16,15,16.0,13.0,37,50.0,45,16.0,R,6,10.5,16.0,10.5
139399,0,13,1,F,15.0,1,20,6,15.0,15.0,15,,20,20.0,S,4,15.0,15.0,15.0
161464,0,14,4,A,10.0,5,23,13,32.0,28.25,32,,33,23.0,S,6,24.6,32.0,24.6
139654,0,12,7,A,6.0,9,23,13,15.0,10.57,31,40.0,33,23.0,S,6,9.56,10.0,9.56
54123,1,40,7,S,2.0,20,19,23,6.0,5.57,63,,87,19.0,T,6,5.0,5.0,5.0
33365,0,25,1,F,30.0,1,17,6,30.0,30.0,13,57.0,17,17.0,C,5,30.0,30.0,30.0
50360,0,51,3,A,2.0,15,16,15,6.0,5.0,40,,121,16.0,R,3,4.67,5.0,4.67
105691,0,37,1,A,10.0,2,16,11,20.0,20.0,26,65.0,57,16.0,T,5,15.0,20.0,15.0
56038,0,50,1,A,5.0,11,16,26,20.0,14.0,66,,105,16.0,R,5,12.73,14.0,12.73
158053,0,08,3,S,5.0,7,16,13,10.0,7.33,42,54.0,76,16.0,U,4,6.29,7.0,6.29
41347,0,17,2,A,15.0,4,18,13,25.0,20.0,32,,35,18.0,S,6,20.0,15.0,20.0
150271,0,17,4,A,5.0,4,18,11,10.0,7.5,24,74.0,31,18.0,S,6,7.5,10.0,7.5
78156,0,27,2,A,10.0,6,16,22,20.0,18.0,54,39.0,80,16.0,C,5,13.67,20.0,13.67
31463,0,50,3,A,20.0,4,15,11,35.0,26.67,29,,32,15.0,R,6,28.75,35.0,28.75
163758,0,11,2,A,15.0,2,23,9,15.0,15.0,22,,29,23.0,S,4,15.0,15.0,15.0
70722,1,30,1,A,10.0,6,18,16,16.0,16.0,48,7.0,77,18.0,C,4,12.33,16.0,12.33
157687,1,35,3,A,5.0,9,18,21,15.0,10.67,56,59.0,78,18.0,T,6,7.44,15.0,7.44
54809,0,51,3,A,1.0,18,17,18,10.0,5.67,42,,130,17.0,R,2,3.69,10.0,3.69
140429,1,41,3,S,6.0,18,15,25,50.0,24.0,64,,75,17.0,T,6,21.72,6.0,21.72
121139,0,13,1,A,5.0,6,25,19,25.0,25.0,40,39.0,85,25.0,S,6,13.67,25.0,13.67
403,1, .,1,A,20.0,10,7,21,50.0,20.0,52,58.0,83,18.0,?,8,33.5,35.0,33.5
511,1,15,3,A,5.0,10,6,22,15.0,13.33,58,82.0,78,17.0,S,9,10.0,10.0,10.0
74188,0, .,4,S,3.0,13,25,32,12.0,10.5,74,40.0,119,25.0,?,6,8.08,10.0,8.08
3063,0,18,3,A,5.0,13,5,22,13.0,12.33,62,80.0,92,15.0,S,7,9.46,10.0,9.46
139074,1,49,3,A,5.0,10,20,23,20.0,15.0,58,76.0,92,20.0,R,6,12.2,10.0,12.2
17633,0,14,1,A,20.0,4,27,19,35.0,20.0,45,52.0,57,27.0,S,5,28.75,20.0,28.75
43998,1,28,3,A,8.0,4,18,13,25.0,19.67,35,76.0,44,18.0,C,6,16.75,25.0,16.75
126895,0,39,6,A,5.0,8,15,10,11.0,8.83,29,69.0,32,17.0,T,6,9.13,10.0,9.13
67912,0,18,1,A,10.0,3,24,15,20.0,20.0,37,48.0,53,24.0,S,6,14.0,20.0,14.0
50144,0, .,2,A,5.0,3,17,15,30.0,27.5,34,,45,17.0,?,6,20.0,30.0,20.0
26251,0,30,1,N,25.0,2,18,9,50.0,50.0,22,64.0,24,24.0,C,6,37.5,25.0,37.5
147382,0,13,4,S,5.0,19,15,31,25.0,23.75,78,68.0,113,15.0,S,6,17.32,25.0,17.32
170902,0,11,1,N,20.0,1,24,6,20.0,20.0,15,54.0,24,24.0,S,3,20.0,20.0,20.0
140927,0,18,6,A,3.0,15,18,15,10.0,9.17,45,65.0,106,18.0,S,4,7.33,10.0,7.33
164785,0,08,3,A,5.0,7,16,21,20.0,16.67,53,65.0,68,16.0,U,6,13.57,10.0,13.57
144978,0,03,6,S,6.0,8,17,15,23.0,21.33,37,41.0,40,17.0,U,6,18.63,22.0,18.63
140904,1,08,2,A,5.0,5,17,14,20.0,14.5,31,79.0,56,17.0,U,4,8.8,20.0,8.8
182397,0,25,2,A,5.0,11,23,18,20.0,17.0,40,67.0,100,23.0,C,3,13.64,19.0,13.64
18543,1,36,5,S,3.0,11,17,23,14.0,11.6,57,37.0,87,17.0,T,6,9.09,14.0,9.09
43311,0,37,2,E,3.0,4,15,10,20.0,15.5,29,23.0,52,15.0,T,3,9.75,20.0,9.75
170279,0,35,3,A,5.0,8,18,21,15.0,15.0,57,40.0,89,18.0,T,6,10.63,15.0,10.63
57499,0,41,2,A,3.0,17,18,23,10.0,7.5,63,74.0,87,18.0,T,5,5.24,10.0,5.24
162878,0,02,1,A,10.0,2,19,10,20.0,20.0,27,73.0,40,19.0,U,4,15.0,20.0,15.0
156614,0,13,3,A,10.0,5,22,15,20.0,16.33,41,61.0,65,22.0,S,6,14.2,20.0,14.2
50570,1,51,4,A,10.0,4,16,12,10.0,10.0,27,,29,16.0,R,6,10.0,10.0,10.0
154157,0,52,3,A,5.0,15,18,25,15.0,10.33,65,59.0,93,18.0,R,5,9.73,10.0,9.73
164727,0,15,6,A,2.0,12,15,20,9.0,7.5,53,34.0,77,15.0,S,6,5.83,9.0,5.83
68221,0,08,3,A,10.0,9,15,20,25.0,16.67,53,71.0,63,15.0,U,5,13.56,25.0,13.56
128988,0,06,2,S,5.0,10,18,25,17.0,17.0,62,71.0,101,22.0,U,6,11.9,10.0,11.9
127878,0,30,1,A,5.0,5,15,15,15.0,15.0,44,67.0,68,15.0,C,4,9.4,15.0,9.4
181117,1,48,5,A,3.0,9,16,10,13.0,11.4,30,42.0,64,16.0,R,4,10.22,10.0,10.22
79800,0,36,1,A,3.0,8,18,19,20.0,15.0,47,55.0,65,30.0,T,6,8.88,20.0,8.88
108983,1,27,2,A,5.0,8,17,28,17.0,16.0,65,72.0,104,17.0,C,6,12.0,17.0,12.0
4000,0,35,8,S,2.0,60,20,32,10.0,7.38,114,66.0,126,20.0,T,5,6.05,6.0,6.05
52729,1,28,3,A,5.0,6,18,12,10.0,6.67,29,67.0,51,18.0,C,4,5.83,10.0,5.83
159911,0,20,3,A,5.0,4,18,10,20.0,15.0,24,70.0,41,18.0,S,4,12.5,15.0,12.5
61953,0,36,1,N,5.0,2,17,8,15.0,5.0,19,,21,21.0,T,6,10.0,15.0,10.0
113647,0,53,4,A,5.0,9,23,17,15.0,11.25,41,,43,23.0,R,6,9.11,15.0,9.11
9348,1,35,4,S,5.0,22,17,34,17.0,12.75,101,83.0,124,17.0,T,6,11.68,14.0,11.68
159079,0,12,1,F,25.0,1,16,6,25.0,25.0,14,37.0,16,16.0,S,5,25.0,25.0,25.0
4194,0,40,2,A,100.0,9,18,37,150.0,150.0,93,73.0,130,18.0,T,7,111.11,150.0,111.11
188494,0,29,3,A,5.0,7,6,19,21.0,20.33,43,76.0,47,15.0,C,8,15.29,20.0,15.29
83656,0,01,1,F,25.0,1,21,7,25.0,25.0,16,25.0,21,21.0,U,5,25.0,25.0,25.0
156784,0,02,1,F,18.0,1,16,5,18.0,18.0,13,62.0,16,16.0,U,4,18.0,18.0,18.0
79724,0,11,2,A,5.0,11,19,32,30.0,27.5,70,58.0,129,19.0,S,6,16.27,30.0,16.27
82137,0,40,1,F,25.0,1,16,6,25.0,25.0,14,33.0,16,16.0,T,5,25.0,25.0,25.0
148375,0,22,4,A,10.0,5,21,15,20.0,16.25,35,37.0,40,21.0,C,6,15.0,15.0,15.0
7402,1,03,1,A,10.0,5,21,23,100.0,75.0,72,59.0,74,21.0,U,6,70.0,75.0,70.0
75577,0,51,3,A,5.0,5,19,11,10.0,8.33,27,,33,21.0,R,5,7.4,5.0,7.4
131145,0,35,4,A,3.0,6,20,14,10.0,9.25,39,,52,20.0,T,6,7.5,10.0,7.5
117523,0,21,4,A,3.0,21,26,27,15.0,14.75,71,78.0,105,26.0,S,4,10.33,14.0,10.33
76276,0,45,5,S,5.0,29,18,33,50.0,26.2,87,83.0,129,18.0,R,6,25.0,30.0,25.0
11207,0,16,3,A,5.0,8,6,16,15.0,11.0,59,82.0,56,24.0,S,8,9.75,10.0,9.75
