CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_MIN_GIFT_AMT,SES,LIFETIME_PROM,PCT_ATTRIBUTE1,LIFETIME_AVG_GIFT_AMT,NUMBER_PROM_12,RECENT_AVG_CARD_GIFT_AMT,LAST_GIFT_AMT,RECENCY_STATUS_96NK,RECENT_RESPONSE_COUNT,FILE_AVG_GIFT,LIFETIME_CARD_PROM,PCT_ATTRIBUTE4,PER_CAPITA_INCOME,DONOR_GENDER,PEP_STAR,MEDIAN_HOME_VALUE
80020,0,49,5.0,2,72,0,11.31,13,15.0,10.0,A,3,11.31,29,24,13349,M,1,726
12779,1,52,5.0,3,69,0,8.17,24,10.33,10.0,A,7,8.17,22,12,8943,M,1,666
7402,1,03,10.0,1,72,1,70.0,16,75.0,75.0,A,1,70.0,23,53,24949,F,0,2915
187362,0,27,5.0,2,12,3,11.67,6,11.67,15.0,E,3,11.67,5,33,17034,U,1,938
63267,1,32,1.0,3,55,0,10.8,8,10.0,10.0,S,1,10.8,22,0,7392,F,1,166
21135,1,48,3.0,2,63,0,7.24,13,8.0,5.0,S,4,7.24,26,43,12282,M,1,694
94069,0,08,20.0,3,12,0,20.0,10,0.0,20.0,F,1,20.0,5,32,7633,F,0,495
100693,0,08,10.0,3,75,0,20.17,12,20.0,20.0,A,1,20.17,31,17,18803,U,1,792
171188,1,38,5.0,2,74,1,11.53,13,13.33,15.0,S,4,11.53,29,47,13175,F,1,1283
4693,1,24,5.0,1,127,0,12.15,31,18.25,18.0,S,9,12.15,36,20,15948,F,1,2421
113555,0,26,5.0,2,33,0,9.14,13,9.75,11.0,S,6,9.14,14,25,17688,F,1,1268
142131,0,18,3.0,2,42,0,5.64,8,5.5,7.0,A,5,5.64,18,27,18112,M,1,962
177190,1,30,5.0,3,25,0,7.25,11,6.0,10.0,A,4,7.25,10,34,8810,F,0,478
55092,0,51,5.0,3,22,0,10.0,10,15.0,15.0,A,2,10.0,8,37,8121,F,0,382
33243,0,11,25.0,1,28,8,27.5,13,25.0,30.0,A,2,27.5,12,20,21540,F,0,1201
80440,0,17,15.0,2,17,0,15.0,7,0.0,15.0,N,1,15.0,8,13,14562,M,0,623
106877,0,13,3.0,1,57,0,10.0,14,25.0,25.0,A,2,10.0,22,24,28206,U,1,1498
58908,0,37,5.0,2,24,0,8.75,12,7.5,10.0,A,4,8.75,11,37,16689,F,0,498
45071,0,30,5.0,3,57,0,5.05,11,5.0,5.0,S,3,5.05,21,41,7258,F,1,518
111512,0,16,7.0,2,80,9,11.39,14,13.5,15.0,S,6,11.39,33,25,8450,F,1,469
113783,0,53,5.0,3,68,1,10.2,13,20.0,20.0,A,2,10.2,29,40,8913,F,1,278
84100,1,13,13.0,1,22,0,14.0,12,13.0,15.0,N,2,14.0,10,42,25787,M,0,1515
44383,0,41,15.0,3,13,0,15.0,10,15.0,15.0,F,1,15.0,5,64,7522,M,0,442
91156,0,25,5.0,2,62,0,7.69,12,9.0,8.0,S,4,7.69,25,42,12343,M,1,659
166818,0,16,5.0,2,53,0,11.68,8,10.0,10.0,S,3,11.68,21,25,10392,M,1,1625
73984,1,53,5.0,3,70,0,9.72,15,10.67,10.0,A,4,9.72,24,63,8558,M,1,362
94902,1,03,30.0,1,22,0,30.0,11,30.0,30.0,N,1,30.0,8,69,15146,M,0,1031
22467,0,49,5.0,2,61,0,9.7,11,0.0,17.0,A,1,9.7,24,6,9889,M,0,532
93832,0,07,5.0,2,81,0,12.95,15,20.0,20.0,A,2,12.95,31,51,14574,M,1,975
132991,0,46,2.0,2,57,0,7.58,13,0.0,10.0,A,3,7.58,23,63,13979,U,1,530
179695,0,05,3.0,2,66,0,7.36,13,10.0,15.0,A,2,7.36,26,39,14607,M,0,1198
162593,1,13,5.0,1,55,0,9.29,13,0.0,15.0,A,2,9.29,23,27,68593,M,0,5954
167508,0,34,3.0,1,72,1,7.69,14,12.0,16.0,S,2,7.69,30,29,16762,U,1,2298
164486,0,11,3.0,1,59,0,5.0,12,5.75,6.0,A,7,5.0,24,23,19306,F,1,2230
187915,1,36,3.0,2,29,1,3.93,7,5.0,13.11,E,2,3.93,13,47,14568,F,1,1344
28281,0,10,5.0,4,46,0,13.5,13,17.5,20.0,A,4,13.5,19,24,16443,F,0,880
77621,0, .,3.0,?,45,0,3.57,12,3.8,3.0,A,7,3.57,19,0,12543,F,1,621
177158,0,36,5.0,2,58,0,15.33,13,0.0,23.0,A,2,15.33,24,42,10772,M,0,1074
38685,0,10,2.0,4,53,0,4.36,12,5.0,3.0,A,5,4.36,21,0,12723,F,0,902
75911,0,43,20.0,2,15,0,20.0,10,20.0,20.0,F,1,20.0,6,33,9822,F,0,339
161967,0,13,2.0,1,68,0,4.25,13,5.29,5.0,S,7,4.25,29,25,17885,M,1,3228
2291,0,41,2.0,3,64,0,4.18,14,4.29,2.0,S,10,4.18,23,18,10378,M,1,447
11195,1,25,5.0,2,100,0,11.8,23,10.0,10.0,S,5,11.8,29,14,12204,M,1,589
149541,1,19,5.0,2,32,0,10.67,12,0.0,20.0,A,2,10.67,13,36,10846,F,0,1814
162284,0,13,5.0,1,55,0,7.63,12,7.6,7.0,A,7,7.63,23,63,39481,F,1,5190
140652,1,46,20.0,2,14,0,20.0,12,20.0,20.0,F,1,20.0,6,33,10315,F,0,574
131229,0,30,25.0,3,11,0,25.0,9,0.0,25.0,E,1,25.0,4,30,10643,M,0,648
75158,0,25,5.0,2,21,2,8.0,13,7.5,10.0,N,3,8.0,9,42,14236,F,0,508
146281,0,09,15.0,3,13,0,15.0,10,15.0,15.0,F,1,15.0,5,18,16547,M,0,1927
72123,0,44,5.0,2,57,0,15.23,12,18.0,10.0,A,4,15.23,23,22,11390,M,1,563
165559,0,20,5.0,2,40,0,9.9,13,10.4,12.0,S,6,9.9,17,36,12422,F,1,1650
185405,0,41,5.0,3,74,0,9.73,26,10.67,10.0,A,4,9.73,23,32,8829,F,1,428
89293,0,12,5.0,1,55,0,10.91,11,15.0,15.0,A,1,10.91,19,40,17416,F,1,1513
50927,0,11,25.0,1,36,0,27.5,14,30.0,30.0,A,1,27.5,14,41,27608,F,0,1492
2615,0,11,10.0,1,68,0,20.88,25,25.0,25.0,A,3,20.88,29,36,19298,F,0,905
69149,1,13,25.0,1,29,0,25.0,13,25.0,25.0,A,2,25.0,12,50,25156,F,1,1395
58528,0,50,10.0,3,40,0,16.83,11,0.0,25.0,A,1,16.83,16,38,8327,M,0,259
80996,0,53,3.0,3,64,0,6.41,10,0.0,14.0,E,2,6.41,24,42,8356,F,1,342
364,1,01,5.0,1,70,0,13.52,21,13.0,10.0,S,6,13.52,26,0,18262,F,1,3100
107279,1,12,2.0,1,30,1,4.0,12,5.5,6.0,A,4,4.0,12,20,16332,F,0,825
138439,0,24,5.0,1,71,1,8.92,11,13.25,15.0,A,6,8.92,31,58,18288,F,1,1409
9742,1,18,3.0,2,104,0,9.24,30,0.0,15.0,A,0,9.24,30,20,12749,M,1,661
101743,0,45,15.0,2,30,0,15.0,9,15.0,15.0,A,1,15.0,11,28,11891,M,0,433
28069,0,37,10.0,2,33,0,12.67,11,0.0,15.0,A,1,12.67,12,35,10703,F,0,412
121323,0,10,13.0,4,24,0,14.67,12,14.5,16.0,A,2,14.67,11,0,12069,F,0,489
118862,1,12,4.0,1,46,0,8.5,14,12.0,4.0,A,3,8.5,17,13,21200,M,0,868
117639,0,21,5.0,3,64,0,10.4,13,12.5,10.0,A,4,10.4,29,0,0,U,0,0
15513,0,31,3.0,3,43,0,6.8,11,12.0,20.0,A,4,6.8,18,18,12028,F,0,559
66953,0,21,10.0,3,59,0,28.33,15,30.0,40.0,A,5,28.33,22,17,9470,M,0,503
89439,0,12,13.0,1,25,0,16.0,11,14.0,20.0,A,3,16.0,10,0,22382,F,1,1165
100785,0,11,3.0,1,68,1,9.38,9,15.0,16.0,S,2,9.38,26,46,26998,F,1,1290
177932,0,49,1.0,2,64,0,7.94,13,9.5,20.0,A,4,7.94,28,16,5763,F,1,514
60555,0,15,10.0,1,32,1,14.67,11,0.0,18.0,A,2,14.67,13,33,23988,F,0,1033
128234,0,12,3.0,1,42,4,6.5,14,7.75,6.0,A,4,6.5,15,14,14060,F,1,669
109203,0,36,25.0,2,12,0,25.0,10,0.0,25.0,F,1,25.0,6,33,8733,F,0,435
88735,1,18,3.0,2,72,0,5.88,12,8.0,10.0,S,8,5.88,29,38,9955,F,1,617
16215,0,40,5.0,2,59,2,9.74,10,0.0,10.0,A,2,9.74,24,39,17593,M,1,769
183898,1,46,3.0,2,50,0,5.5,11,9.0,7.0,S,5,5.5,20,30,12534,U,1,429
115942,0,17,1.25,2,71,2,4.1,6,3.4,4.0,S,7,4.1,27,23,13058,F,1,864
58811,0,43,5.0,2,25,0,7.5,13,5.75,6.0,A,5,7.5,10,25,10255,M,1,478
86225,1,49,5.0,2,40,0,13.5,10,20.0,20.0,A,1,13.5,15,28,12213,M,1,499
63978,0,45,5.0,2,64,0,19.84,13,25.33,26.0,S,5,19.84,25,50,13447,U,1,515
185115,0,44,10.0,2,123,0,33.79,33,0.0,20.0,S,4,33.79,29,26,14475,M,1,1072
63772,0,43,5.0,2,78,0,8.29,13,12.0,10.0,S,2,8.29,31,35,11397,F,1,411
34783,0,37,5.0,2,53,0,11.8,13,20.0,15.0,A,3,11.8,22,58,13024,F,0,546
131188,0,40,20.0,2,13,1,20.0,11,0.0,20.0,F,1,20.0,5,29,13998,M,0,871
85759,0,53,5.0,3,63,0,10.78,9,0.0,16.0,A,2,10.78,26,33,9325,F,1,249
89734,0,03,3.0,1,41,0,11.6,13,20.0,20.0,A,2,11.6,17,23,18304,M,1,924
160710,0,31,5.0,3,67,0,12.2,14,20.0,20.0,A,2,12.2,25,68,8394,M,1,1021
147320,0,18,10.0,2,57,0,12.33,12,17.0,17.0,A,2,12.33,23,3,14010,F,0,1760
53963,0,48,5.0,2,36,0,11.4,14,0.0,15.0,A,3,11.4,13,47,11868,M,0,397
61953,0,36,5.0,2,19,0,10.0,13,5.0,15.0,N,1,10.0,8,19,13908,F,0,867
58014,0,51,3.0,3,15,0,9.0,10,0.0,15.0,A,2,9.0,4,33,8300,F,0,412
139227,1,39,2.0,2,72,0,6.8,13,6.0,20.0,A,6,6.8,28,24,11069,U,1,880
81370,0,51,15.0,3,26,0,21.25,14,20.0,25.0,A,3,21.25,11,36,8738,F,0,301
86803,1,49,5.0,2,58,0,7.33,11,5.0,5.0,A,5,7.33,27,45,9682,F,1,419
20721,1,46,5.0,2,50,0,8.5,13,10.0,11.0,S,5,8.5,22,13,14205,F,1,504
120639,0,31,5.0,3,61,0,19.4,13,25.0,25.0,A,5,19.4,23,0,0,U,0,0
53898,0,31,10.0,3,25,0,15.0,11,0.0,20.0,A,2,15.0,9,49,18329,F,0,348
105616,0,45,5.0,2,81,0,12.25,15,15.0,15.0,A,4,12.25,34,37,11379,M,1,375
133262,0,49,3.0,2,67,0,5.11,12,0.0,10.0,A,2,5.11,29,29,10608,M,1,373
151530,0,21,20.0,3,16,3,20.0,8,20.0,20.0,N,1,20.0,6,30,11965,U,0,1395
17561,0,22,3.0,1,65,1,9.43,12,14.0,14.0,S,3,9.43,27,32,22562,F,1,1046
49988,0,39,5.0,2,40,64,9.5,12,15.0,10.0,A,1,9.5,18,12,0,M,0,0
7734,1,40,5.0,2,119,0,11.23,39,14.33,13.0,S,3,11.23,29,7,13025,M,1,683
2651,0,37,2.5,2,89,0,7.08,26,10.0,10.0,S,4,7.08,39,50,11768,F,1,381
166115,0,42,5.0,1,41,0,11.3,13,11.0,20.0,A,3,11.3,17,62,17866,M,1,1980
76711,0,45,3.0,2,70,0,9.43,12,12.5,15.0,A,3,9.43,31,41,9733,U,1,313
50180,0,49,3.0,2,53,0,10.29,10,15.0,17.0,A,2,10.29,21,39,12219,F,0,594
56795,0,11,15.0,1,59,0,24.0,11,0.0,25.0,A,2,24.0,24,39,12269,F,1,502
176186,0,31,5.0,3,64,0,7.25,9,10.0,12.0,A,3,7.25,29,44,11825,U,1,672
84940,0,53,5.0,3,59,0,14.14,13,19.67,20.0,S,4,14.14,24,41,9709,F,1,473
58669,0,27,5.0,2,66,2,5.29,11,5.0,5.0,S,4,5.29,28,18,11795,F,1,482
128778,0,30,3.0,3,45,1,6.6,9,0.0,15.0,A,1,6.6,18,43,6329,F,1,436
147347,0,13,10.0,1,25,0,16.67,13,0.0,20.0,A,2,16.67,11,46,16986,F,0,2395
7105,0,02,5.0,1,102,1,9.43,21,10.5,12.0,A,5,9.43,39,19,21244,M,1,2842
189705,0,29,5.0,2,14,0,9.4,4,15.0,15.0,E,3,9.4,7,74,21756,U,0,966
167924,0,08,23.0,3,28,0,24.0,12,24.0,25.0,A,2,24.0,12,0,11342,F,0,1741
176771,0,28,20.0,2,22,0,20.0,12,20.0,20.0,N,2,20.0,9,51,15352,F,0,820
15384,1,28,5.0,2,21,0,10.0,10,5.0,15.0,A,2,10.0,8,48,8728,F,0,452
47525,1,32,10.0,3,27,3,14.0,11,0.0,18.0,A,3,14.0,12,43,6934,M,0,349
171873,0,02,5.0,1,68,0,8.33,12,10.0,10.0,A,1,8.33,29,44,24123,M,1,1464
132636,0,48,1.0,2,65,0,4.88,13,6.2,5.0,S,6,4.88,27,33,10387,F,1,428
130320,1,04,1.0,2,65,0,14.92,13,25.0,15.0,A,2,14.92,28,30,0,M,1,0
22007,0,43,10.0,2,49,0,13.57,10,15.0,15.0,A,1,13.57,19,34,10879,M,0,450
41463,0,21,20.0,3,14,0,20.0,10,0.0,20.0,F,1,20.0,6,37,7600,F,0,325
13292,1,38,3.0,2,91,0,6.36,27,7.5,10.0,A,2,6.36,31,10,12981,F,1,582
40138,0,33,5.0,3,59,0,13.86,13,0.0,20.0,A,1,13.86,23,86,17666,M,0,594
1909,0,47,2.0,2,88,0,3.03,18,3.5,3.0,S,11,3.03,34,48,10179,M,1,557
184261,0,27,5.0,2,57,0,12.88,13,0.0,10.0,A,3,12.88,22,41,9809,M,0,493
27042,0,43,15.0,2,12,0,15.0,8,0.0,15.0,F,1,15.0,5,26,11371,M,0,544
66698,0,41,3.0,3,80,2,7.94,14,12.0,20.0,S,7,7.94,33,26,9167,F,1,534
103590,1,53,10.0,3,34,0,15.0,12,0.0,20.0,A,2,15.0,14,41,9609,M,0,397
81224,0,36,4.0,2,36,2,12.67,13,14.67,6.0,A,4,12.67,16,36,12496,M,0,599
16962,0,40,2.0,2,63,0,5.93,15,8.2,10.0,A,5,5.93,24,6,14119,F,1,730
114820,1,39,2.5,2,47,2,6.29,9,8.0,10.0,S,5,6.29,17,14,9637,F,1,459
183007,0,21,1.25,3,81,1,5.23,13,10.0,7.0,A,3,5.23,32,17,10436,F,1,574
142967,0,07,5.0,2,61,0,5.0,12,5.0,5.0,A,6,5.0,26,32,10893,M,1,2128
179025,0,12,50.0,1,39,0,50.0,12,0.0,50.0,A,2,50.0,17,33,16969,F,0,1257
167406,1,02,5.0,1,45,0,7.0,13,7.75,7.0,S,7,7.0,18,43,33830,F,1,4135
67793,0,10,3.0,4,47,0,7.0,12,8.75,10.0,A,5,7.0,18,50,8944,M,0,194
166474,0,25,20.0,2,26,0,22.5,12,20.0,25.0,A,1,22.5,11,24,9487,F,0,0
98447,0,35,5.0,1,48,1,12.57,12,12.0,31.0,A,3,12.57,19,22,16093,F,0,839
15780,0,35,5.0,1,25,0,7.4,12,7.33,5.0,A,4,7.4,12,48,23617,F,1,965
101302,0,51,5.0,3,60,1,11.0,10,15.0,15.0,A,2,11.0,23,41,12657,M,1,602
138390,0,31,10.0,3,59,0,15.0,14,0.0,10.0,A,2,15.0,24,34,18162,F,0,1363
127636,0,46,5.0,2,47,0,10.2,10,15.0,15.0,A,2,10.2,17,49,11287,F,0,554
123210,0,44,5.0,2,68,0,9.0,14,0.0,12.0,A,4,9.0,29,27,7402,M,1,275
86053,0,45,3.0,2,82,0,8.52,14,10.0,10.0,S,8,8.52,34,44,10283,F,1,618
133391,1,44,3.0,2,56,0,6.41,13,7.0,10.0,S,5,6.41,23,60,14242,F,1,772
68715,0,12,10.0,1,47,0,13.13,12,10.0,10.0,A,3,13.13,19,21,17371,M,1,1151
12134,0,38,5.0,2,77,0,14.1,19,25.0,25.0,A,1,14.1,24,43,14912,M,1,601
36484,0,28,3.0,2,71,0,9.2,10,15.0,15.0,S,5,9.2,30,64,19153,F,1,962
29936,0,24,3.0,1,60,0,12.0,10,0.0,25.0,A,1,12.0,27,48,17259,F,0,1209
177076,0,43,5.0,2,61,0,9.21,15,12.0,12.0,A,1,9.21,21,56,7016,F,1,353
63941,1,44,2.0,2,73,0,8.16,12,10.25,10.0,S,5,8.16,31,19,13332,F,1,700
120503,0,45,3.0,2,77,0,5.41,12,6.0,6.0,A,4,5.41,29,50,10722,M,1,377
136535,0,17,2.0,2,84,0,4.05,12,8.0,8.0,S,3,4.05,30,23,17532,M,1,1092
80395,1,24,15.0,1,12,0,15.0,10,0.0,15.0,F,1,15.0,4,26,15876,F,0,902
138407,0,28,5.0,2,55,0,10.91,12,13.67,15.0,A,3,10.91,22,62,6791,F,1,353
88864,0,13,5.0,1,23,0,12.5,12,0.0,20.0,A,1,12.5,7,43,34391,F,0,3103
56785,0,20,5.0,2,60,3,7.8,12,10.0,10.0,S,6,7.8,24,70,15041,M,1,613
120469,0,46,15.0,2,38,1,20.0,13,20.0,20.0,A,2,20.0,16,54,13560,U,0,424
68981,0,31,25.0,3,15,0,25.0,10,0.0,25.0,N,0,25.0,6,14,10896,M,0,733
51824,0,36,3.0,2,85,1,10.14,14,12.71,15.0,S,8,10.14,33,32,11606,F,1,549
82313,1,36,5.0,2,61,0,9.73,13,14.0,15.0,A,3,9.73,27,59,12795,F,1,569
14370,1,16,0.0,2,113,2,4.5,31,0.0,0.0,A,1,4.5,28,25,13370,F,1,637
83656,0,01,25.0,1,16,0,25.0,11,25.0,25.0,F,1,25.0,7,32,15279,F,0,919
118712,0,27,3.0,2,30,0,9.33,13,20.0,20.0,A,2,9.33,12,15,12640,F,0,716
39963,0,28,20.0,2,14,0,20.0,12,20.0,20.0,F,1,20.0,6,64,27608,M,0,1289
126447,0,30,6.0,3,41,2,11.0,11,15.0,15.0,A,2,11.0,17,56,5428,M,0,358
150172,0,19,20.0,2,25,0,22.5,13,20.0,25.0,A,1,22.5,11,28,13836,F,0,1954
162781,0,18,1.0,2,75,0,8.11,13,25.0,25.0,A,1,8.11,30,24,15752,M,1,2464
19662,0,14,20.0,1,16,0,20.0,11,20.0,20.0,F,1,20.0,6,15,23543,F,0,1383
101177,0,38,5.0,2,56,0,11.0,10,20.0,20.0,A,2,11.0,22,37,16198,F,0,650
83613,0,05,13.0,2,15,0,16.5,12,20.0,13.0,N,2,16.5,7,22,14185,F,0,796
42478,0,40,10.0,2,31,0,12.33,11,0.0,15.0,A,1,12.33,11,36,11431,F,0,424
15763,0,32,20.0,3,15,0,20.0,10,0.0,20.0,F,1,20.0,5,70,6454,M,0,462
83220,1,45,15.0,2,17,0,15.0,7,15.0,15.0,N,1,15.0,8,29,12693,F,0,391
134032,1,49,10.0,2,73,0,15.0,13,18.25,20.0,A,4,15.0,30,24,9906,F,1,575
141442,1,18,10.0,2,67,1,17.09,13,0.0,18.0,A,1,17.09,28,17,17961,M,1,943
124062,0,34,5.0,1,41,0,5.0,15,5.0,5.0,A,6,5.0,17,41,14435,F,0,711
94470,0,13,5.0,1,65,0,11.23,13,0.0,10.0,S,3,11.23,23,70,19893,F,1,1562
18648,0,42,5.0,1,41,0,6.92,12,8.75,10.0,S,4,6.92,18,29,14572,F,1,1237
80100,0,53,2.0,3,64,0,5.58,9,10.0,12.0,A,2,5.58,25,52,8691,F,1,336
168315,0,02,20.0,1,36,0,25.0,6,0.0,30.0,A,1,25.0,16,53,36504,M,0,4210
89100,0,39,2.0,2,44,82,8.5,15,12.5,15.0,A,3,8.5,16,0,9990,M,0,1125
173997,1,01,20.0,1,38,1,20.0,12,20.0,20.0,A,2,20.0,16,26,27042,M,0,3500
106588,0,35,15.0,1,14,0,15.0,8,15.0,15.0,F,1,15.0,5,25,17659,F,0,818
84997,0,45,5.0,2,47,0,8.7,6,11.67,12.0,S,4,8.7,19,50,12583,F,1,588
119944,0,30,15.0,3,12,3,15.0,10,15.0,15.0,F,1,15.0,5,19,8580,M,0,279
130878,0,18,5.0,2,33,1,15.0,13,25.0,25.0,A,2,15.0,13,9,13338,M,0,820
41480,0,21,5.0,3,66,1,17.3,13,25.0,25.0,A,2,17.3,27,27,8920,F,1,453
152723,0,11,5.0,1,52,7,9.86,14,15.0,15.0,A,2,9.86,19,11,26157,F,0,3083
33977,0,21,3.0,3,65,2,5.84,15,5.0,10.0,S,2,5.84,24,25,9263,F,1,468
176091,0,25,10.0,2,65,0,20.0,14,0.0,50.0,A,2,20.0,25,27,11247,F,0,663
116156,0,35,3.0,1,64,0,10.33,13,18.0,18.0,A,2,10.33,26,8,26619,F,1,1750
45338,1,16,10.0,2,55,1,13.13,12,15.0,15.0,A,3,13.13,24,43,14431,F,1,698
152494,1,12,5.0,1,61,0,15.56,13,19.17,10.0,S,7,15.56,24,20,18780,M,1,2278
105642,0,36,5.0,2,53,0,18.67,11,0.0,30.0,A,1,18.67,21,36,12334,F,0,447
15015,0,49,3.0,2,34,0,7.56,6,8.0,9.0,E,4,7.56,15,44,12235,F,1,555
106492,0,43,8.0,2,66,0,10.13,11,12.0,10.0,S,3,10.13,28,47,10450,M,1,431
23073,0,35,20.0,1,16,6,20.0,10,0.0,20.0,F,1,20.0,6,13,13478,U,0,1124
141778,0,24,10.0,1,30,0,12.33,10,12.5,15.0,A,3,12.33,12,59,22875,F,0,1383
119923,0,51,25.0,3,14,0,25.0,12,25.0,25.0,F,1,25.0,6,13,15626,F,0,697
57052,1,49,10.0,2,56,0,16.57,13,18.0,24.0,A,2,16.57,22,28,11879,U,1,683
70454,0,28,3.0,2,67,0,8.18,13,12.0,12.0,S,3,8.18,28,43,11974,F,1,755
63358,0,51,10.0,3,21,1,13.0,10,0.0,16.0,A,2,13.0,9,44,8988,F,0,321
70509,0,35,10.0,1,55,0,19.8,9,0.0,22.0,A,1,19.8,21,35,30644,M,0,1350
100169,0,28,5.0,2,85,0,9.53,22,10.0,12.0,F,4,9.53,35,43,16921,M,1,786
64346,0,27,25.0,2,16,1,25.0,11,0.0,25.0,F,1,25.0,6,31,14188,M,0,573
56449,1,43,5.0,2,64,1,6.93,14,5.5,5.0,A,5,6.93,25,32,15499,F,1,640
165366,1,35,25.0,1,21,0,25.0,12,25.0,25.0,N,1,25.0,8,35,52169,M,0,5567
14799,0,18,3.0,2,110,0,7.54,16,10.0,10.0,S,5,7.54,33,20,12069,F,1,489
17267,0,50,4.0,3,55,0,5.91,12,7.0,4.0,A,2,5.91,25,61,8372,F,0,455
34475,1,46,10.0,2,55,1,20.4,15,26.0,27.0,A,3,20.4,22,39,12415,M,0,696
96585,0,25,5.0,2,58,0,16.45,14,21.67,20.0,S,5,16.45,25,17,10745,M,1,487
130061,0,08,5.0,3,41,0,9.25,9,0.0,15.0,A,1,9.25,15,45,6502,F,0,664
50614,0,39,15.0,2,23,4,17.5,12,20.0,20.0,A,2,17.5,10,10,12589,F,0,693
47111,1,51,1.0,3,73,0,3.78,12,4.6,5.0,S,7,3.78,29,36,9654,M,1,453
178970,0,13,5.0,1,73,0,11.12,11,15.0,15.0,A,2,11.12,31,33,33037,F,1,3409
159696,1,49,15.0,2,13,0,15.0,10,15.0,15.0,F,1,15.0,5,33,19194,F,0,1392
110814,0,24,20.0,1,14,2,20.0,12,0.0,20.0,F,1,20.0,6,41,17804,F,0,674
117008,0,03,2.0,1,68,0,6.64,13,0.0,12.0,S,2,6.64,31,51,23028,M,1,887
103485,0,43,3.0,2,67,1,4.58,8,4.75,4.0,S,5,4.58,26,35,9827,M,1,435
8245,0,40,5.0,2,48,0,11.67,13,20.0,20.0,A,2,11.67,19,11,15394,F,0,587
40058,1,26,5.0,2,62,0,11.67,11,18.0,20.0,A,3,11.67,30,59,21608,F,1,1187
174940,0,12,5.0,1,76,0,11.24,17,15.0,10.0,N,4,11.24,31,45,18843,F,1,980
57488,0,34,3.0,1,35,0,8.75,12,20.0,20.0,A,2,8.75,14,56,19006,F,0,709
53557,0,30,5.0,3,49,0,9.38,9,0.0,15.0,A,3,9.38,18,28,10298,F,0,490
5949,0,39,5.0,2,75,0,12.63,14,15.0,16.0,A,2,12.63,22,9,10623,F,1,507
101335,0,41,5.0,3,15,0,18.33,6,25.0,5.0,A,3,18.33,7,69,11330,M,0,499
62083,0,49,5.0,2,59,0,11.0,14,0.0,18.0,A,2,11.0,24,28,13811,M,1,725
16065,0,50,5.0,3,34,0,8.25,14,10.0,9.0,A,3,8.25,13,25,10918,F,0,467
14040,0,53,100.0,3,33,0,100.0,26,100.0,100.0,F,1,100.0,7,47,8516,M,0,150
113309,0,12,2.0,1,75,1,5.17,14,6.25,3.0,S,7,5.17,34,42,17285,M,1,496
123862,1,22,3.0,1,28,1,4.33,10,4.0,4.0,A,4,4.33,12,24,23102,F,0,978
56038,0,50,5.0,3,66,0,12.73,12,0.0,14.0,A,1,12.73,26,42,6795,M,0,346
157295,1,15,3.0,1,67,0,11.54,13,0.0,30.0,A,1,11.54,27,24,31227,U,1,5500
101290,1,53,2.0,3,33,0,3.25,7,4.0,3.0,A,5,3.25,9,33,9249,M,0,152
122751,1,35,3.0,1,59,0,8.94,12,10.0,10.0,A,5,8.94,25,29,0,U,1,0
190387,1,35,5.0,1,15,0,18.33,4,25.0,25.0,E,1,18.33,8,11,27373,F,1,1989
114162,0,12,2.0,1,68,0,3.5,10,4.5,4.0,S,5,3.5,28,18,15639,F,1,726
61191,1,30,3.0,3,47,0,6.58,7,7.0,5.0,S,3,6.58,17,29,11371,F,1,472
152714,0,12,5.0,1,34,1,10.0,13,0.0,25.0,A,2,10.0,15,14,21372,F,0,2312
21097,1,39,10.0,2,28,19,15.0,11,20.0,20.0,A,2,15.0,10,18,10923,M,0,623
24646,0,40,20.0,2,14,0,20.0,12,0.0,20.0,F,1,20.0,6,25,12069,M,0,662
49722,1,46,3.0,2,44,0,3.5,7,3.67,4.0,S,6,3.5,15,38,21032,F,1,1332
80797,0,49,10.0,2,23,0,15.0,12,10.0,20.0,A,2,15.0,9,28,10381,M,0,592
139828,0,43,10.0,2,28,0,21.25,13,25.0,20.0,A,3,21.25,12,21,11459,F,0,454
72012,0,49,10.0,2,24,0,10.0,12,10.0,10.0,A,3,10.0,11,27,12233,F,0,528
49261,0,47,3.0,2,46,0,4.69,12,5.0,5.0,S,5,4.69,19,44,8347,F,1,594
120206,0,34,5.0,1,56,1,8.88,12,10.5,10.0,A,2,8.88,22,30,24062,M,0,738
98574,0,36,25.0,2,17,0,25.0,12,0.0,25.0,F,2,25.0,6,31,12224,F,0,518
163858,0,02,15.0,1,12,0,15.0,10,15.0,15.0,F,1,15.0,5,55,22050,F,0,3882
190558,1,01,5.0,1,94,1,8.48,23,0.0,10.0,A,2,8.48,34,33,23300,M,1,4572
6185,1,05,10.0,2,95,0,13.64,21,12.5,20.0,A,2,13.64,29,14,15758,F,1,2258
103979,0,43,5.0,2,29,0,11.25,15,10.0,5.0,A,3,11.25,12,24,10502,M,1,484
188320,0,34,5.0,1,71,0,16.5,23,21.0,25.0,A,2,16.5,28,26,11868,F,0,689
87052,0,45,3.0,2,70,0,7.11,12,11.0,11.0,A,3,7.11,32,37,10357,F,1,367
62613,0,30,3.0,3,26,0,5.6,11,6.5,5.0,S,5,5.6,11,37,9514,F,1,313
81006,1,47,3.0,2,80,0,5.0,12,7.5,5.0,S,6,5.0,33,40,7817,F,1,567
