CONTROL_NUMBER,DONATED,CLUSTER_CODE,LIFETIME_GIFT_AMOUNT,PCT_ATTRIBUTE4,FREQUENCY_STATUS_97NK,INCOME_GROUP,FILE_CARD_GIFT,MEDIAN_HOUSEHOLD_INCOME,RECENT_CARD_RESPONSE_PROP,MONTHS_SINCE_LAST_GIFT,WEALTH_RATING,PCT_OWNER_OCCUPIED,URBANICITY,RECENT_AVG_CARD_GIFT_AMT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_FIRST_GIFT,LIFETIME_GIFT_RANGE,RECENCY_STATUS_96NK,MOR_HIT_RATE
64747,0,13,55.0,33,1,,4,447,0.25,26,2.0,92,S,10.0,2,53,15.0,A,0
96997,0,24,105.0,50,2,,2,498,0.333,18,,94,C,27.5,2,29,45.0,A,0
171809,0,10,159.0,0,1,2.0,3,147,0.0,18,0.0,49,U,0.0,0,105,19.0,A,0
21782,0,36,74.0,29,3,2.0,11,293,0.5,16,5.0,70,T,4.33,3,127,2.0,S,0
19652,0,32,86.0,13,1,1.0,3,0,0.0,16,0.0,0,C,0.0,0,115,13.0,A,0
49093,1,41,125.0,54,1,,5,182,0.222,16,3.0,44,T,21.5,2,76,20.0,A,0
171169,0,42,45.0,34,1,4.0,3,407,0.167,23,5.0,82,R,15.0,1,52,0.0,A,6
1196,0,01,82.0,0,4,1.0,9,613,0.455,16,,83,U,4.4,5,57,7.0,A,3
183207,0,18,30.0,20,1,4.0,3,395,0.333,24,,83,S,10.0,3,35,10.0,A,15
20302,1,50,130.0,38,4,2.0,17,202,0.545,15,2.0,78,R,5.0,6,93,5.0,S,0
150567,0,19,71.0,32,3,1.0,2,344,0.167,18,4.0,56,S,14.0,1,68,9.0,A,0
100971,0,53,230.0,30,3,7.0,24,185,0.545,24,5.0,73,R,4.17,6,128,18.0,S,1
172704,0,37,30.0,52,1,2.0,1,205,0.143,20,,88,T,25.0,1,32,20.0,A,1
83870,0,22,62.0,39,2,3.0,9,223,0.182,17,8.0,58,C,6.0,2,126,8.0,S,2
184691,0,24,51.0,42,2,5.0,3,642,0.222,20,,83,C,15.5,2,40,6.0,A,1
125484,0,35,112.0,0,1,,8,499,0.0,25,8.0,88,T,0.0,0,115,32.0,A,0
105244,0,40,142.0,28,1,7.0,12,401,0.182,17,7.0,94,T,17.5,2,127,22.0,A,1
114662,0,26,60.0,47,1,2.0,6,523,0.125,21,,95,C,15.0,1,81,12.0,A,3
143260,0,06,164.0,69,1,7.0,4,273,0.091,26,4.0,51,U,20.0,1,67,12.0,A,1
158635,0,18,57.0,21,1,4.0,2,215,0.125,18,,12,S,14.0,1,65,11.0,A,0
40285,0,25,129.0,49,1,2.0,8,239,0.125,24,5.0,48,C,15.0,1,126,5.0,A,18
147597,0,02,170.0,22,2,6.0,8,663,0.1,16,9.0,91,U,13.0,1,68,8.0,S,0
96344,1,41,117.0,49,2,2.0,11,219,0.143,15,1.0,78,T,7.0,1,129,7.0,A,5
153301,1,09,163.0,72,4,1.0,8,106,0.111,17,8.0,6,U,16.0,1,105,11.0,S,0
55574,0,51,47.0,35,1,6.0,1,181,0.125,18,,87,R,15.0,1,32,2.0,A,0
142511,0,04,20.0,37,1,,0,280,0.0,16,,6,U,0.0,0,16,0.0,F,0
49256,0,43,30.0,44,2,3.0,1,196,0.25,16,,73,R,10.0,1,23,10.0,N,0
52793,0,23,155.0,53,2,5.0,7,514,0.182,25,9.0,74,C,25.0,2,81,20.0,A,6
123146,0,12,161.0,10,1,7.0,4,584,0.0,15,9.0,86,S,0.0,0,81,15.0,A,0
5610,1,28,451.0,55,1,2.0,14,381,0.222,4,5.0,91,C,10.0,2,121,7.0,A,0
92315,0,13,125.0,20,1,,3,504,0.091,17,8.0,74,S,25.0,1,65,0.0,A,0
105942,0,24,55.0,28,1,7.0,1,307,0.167,17,,62,C,15.0,1,36,10.0,A,7
40943,0,35,25.0,47,1,5.0,1,646,0.0,26,,93,T,0.0,0,45,15.0,A,1
40543,0,29,88.0,94,3,1.0,11,349,0.125,17,3.0,81,C,5.0,1,105,3.0,S,16
54248,0,36,68.5,53,4,3.0,21,202,0.556,17,,56,T,5.0,5,127,4.0,S,6
67066,0,36,232.0,37,1,,5,173,0.091,18,6.0,42,T,20.0,1,86,20.0,A,0
100872,0,26,101.0,0,1,2.0,8,216,0.25,21,8.0,37,C,11.0,2,89,9.0,A,0
81024,0,45,15.0,39,1,3.0,1,241,0.5,17,,73,R,15.0,1,17,0.0,F,11
161759,0,23,263.0,65,4,,11,578,0.0,15,6.0,81,C,0.0,0,119,21.0,S,0
171328,0,34,32.0,47,3,,1,558,0.143,18,,92,T,10.0,1,27,2.0,N,0
83564,0,08,193.0,50,1,3.0,7,277,0.091,17,3.0,27,U,30.0,1,104,25.0,A,1
30114,0,49,195.0,14,1,1.0,4,336,0.0,18,5.0,86,R,0.0,0,126,20.0,A,1
106808,0,35,383.0,56,2,7.0,9,453,0.0,15,9.0,90,T,0.0,0,127,21.0,A,3
119855,0,36,32.0,38,3,3.0,3,123,0.25,20,,54,T,11.0,2,41,6.0,A,0
186232,1, .,119.0,0,4,5.0,6,421,0.4,10,,58,?,15.5,4,41,28.0,A,1
170166,0,24,38.0,42,3,6.0,3,453,0.5,18,,78,C,9.33,3,29,7.0,A,0
94039,0,05,89.0,60,2,,7,306,0.222,18,6.0,70,U,11.0,2,76,7.0,S,0
85582,0,36,31.0,42,2,3.0,1,183,0.0,18,,54,T,0.0,0,41,11.0,A,3
5835,1,49,443.0,26,2,2.0,16,256,0.3,4,0.0,80,R,20.67,3,111,18.0,A,1
188297,0,24,302.0,20,3,2.0,8,331,0.0,4,7.0,60,C,0.0,0,88,20.0,S,15
28405,0,13,96.0,75,2,,7,400,0.2,18,9.0,79,S,10.5,2,93,12.0,A,0
165753,1,18,15.0,17,1,5.0,0,372,0.0,16,,46,S,0.0,0,16,0.0,F,0
73078,0,44,25.0,30,1,5.0,1,340,0.0,26,,82,R,0.0,0,41,5.0,A,0
136355,0,49,85.0,42,2,2.0,2,299,0.111,18,4.0,82,R,25.0,1,53,20.0,A,0
124514,1,27,120.0,16,1,5.0,4,425,0.091,22,7.0,74,C,21.0,1,53,11.0,A,0
179060,0,44,130.0,8,1,,3,359,0.091,26,7.0,94,R,30.0,1,57,10.0,A,0
19988,0,39,120.0,0,1,,8,223,0.222,18,1.0,1,T,8.0,2,57,7.0,A,0
164306,1,20,15.0,16,1,,1,629,0.5,18,,83,S,15.0,1,18,0.0,F,0
181581,0,35,25.0,28,1,5.0,1,408,0.25,24,,77,T,25.0,1,24,0.0,N,8
144859,1, .,47.0,0,2,7.0,4,460,0.333,16,,90,?,11.0,2,44,15.0,A,0
191775,0, .,440.0,0,1,6.0,11,421,0.0,8,9.0,84,?,0.0,0,129,20.0,A,0
189923,0, .,35.0,0,4,,2,190,0.4,18,,68,?,5.0,2,24,7.0,N,0
186130,0,16,294.0,47,2,3.0,19,317,0.182,7,6.0,83,S,15.0,2,129,9.0,S,32
162547,0,15,121.0,30,4,5.0,8,333,0.5,15,6.0,34,S,9.0,5,81,13.0,A,0
23409,0,49,124.0,33,1,4.0,8,309,0.6,21,,87,R,18.33,3,79,15.0,A,3
58993,0,49,40.0,32,1,4.0,2,0,0.333,24,,0,R,20.0,2,29,0.0,A,0
36528,1,19,100.0,19,1,6.0,2,323,0.0,18,6.0,91,S,0.0,0,89,40.0,A,27
138291,0,23,80.0,62,1,7.0,4,432,0.125,24,8.0,79,C,20.0,1,80,10.0,A,0
74625,0,30,126.0,38,1,,8,224,0.222,23,3.0,75,C,16.0,2,88,15.0,A,0
13133,0,13,213.0,28,2,4.0,8,677,0.222,20,3.0,94,S,23.5,2,77,21.0,S,14
105694,0,36,152.0,32,4,,19,246,0.333,18,5.0,65,T,5.0,3,129,6.0,S,0
95408,1,46,20.0,46,1,4.0,1,353,0.167,21,,79,R,15.0,1,27,10.0,A,5
15902,0,44,30.0,20,1,6.0,0,327,0.0,18,,85,R,0.0,0,31,10.0,A,9
187847,0,29,55.0,75,4,,5,223,1.0,17,,90,C,11.33,3,64,7.0,E,0
190647,1,45,43.0,55,3,,3,200,0.286,18,,83,R,7.0,2,49,7.0,A,0
32336,0,46,188.0,31,1,,18,211,0.4,26,0.0,76,R,9.5,4,92,8.0,A,0
139521,0,13,48.0,30,3,5.0,1,378,0.167,18,,41,S,15.0,1,28,11.0,A,0
100981,0,44,20.0,16,1,5.0,1,367,0.25,24,,92,R,20.0,1,24,0.0,N,0
34429,1,47,163.0,40,2,2.0,8,119,0.111,15,1.0,85,R,15.0,1,87,10.0,A,0
117383,1,16,15.0,47,1,5.0,0,0,0.0,16,,0,S,0.0,0,16,0.0,F,1
52134,0,36,47.0,80,4,,8,211,0.714,15,5.0,79,T,3.8,5,53,3.0,S,0
10606,1,12,81.0,36,3,4.0,5,427,0.333,17,9.0,98,S,10.67,3,53,12.0,A,8
156,0, .,201.0,0,2,5.0,10,299,0.111,18,9.0,76,?,10.0,1,124,8.0,S,17
26646,0,36,95.0,29,2,,3,318,0.2,18,6.0,80,T,32.5,2,45,30.0,A,0
81045,0,46,245.0,49,3,2.0,8,235,0.182,19,8.0,86,R,25.0,2,130,20.0,A,1
80310,1,27,28.0,21,2,6.0,0,376,0.0,19,,89,C,0.0,0,20,2.0,N,1
37422,0,02,245.0,21,1,5.0,5,524,0.182,22,9.0,76,U,25.0,2,52,45.0,A,0
79482,0,38,65.0,27,2,5.0,2,319,0.25,17,,51,T,22.5,2,32,5.0,A,4
32153,0,31,75.0,32,1,3.0,3,161,0.0,26,2.0,16,C,0.0,0,67,10.0,A,7
164997,0,13,44.0,53,1,6.0,1,804,0.0,25,9.0,95,S,0.0,0,60,8.0,A,8
21204,1,27,141.0,25,3,1.0,10,305,0.455,17,7.0,56,C,9.0,5,98,8.0,S,2
61614,0,35,120.0,14,1,5.0,3,497,0.091,19,9.0,97,T,20.0,1,44,10.0,A,0
143117,0,02,25.0,85,1,7.0,1,560,0.167,18,,96,U,10.0,1,29,5.0,A,5
175205,0,39,58.0,21,4,,5,353,0.556,15,,82,T,5.2,5,32,4.0,A,0
25759,0,25,15.0,26,1,,1,329,0.5,17,,85,C,15.0,1,17,0.0,F,0
152418,1,46,186.0,41,4,1.0,10,345,0.2,16,3.0,76,R,13.0,2,125,12.0,S,1
12,1,45,368.0,31,2,7.0,12,212,0.25,7,3.0,72,R,15.0,2,122,20.0,S,0
103426,0,36,125.0,44,2,,10,242,0.182,26,5.0,67,T,9.0,2,110,17.0,S,0
98690,0,30,75.0,31,2,,8,266,0.5,15,2.0,66,C,10.67,3,126,10.0,A,0
163857,1,03,20.0,27,1,,1,456,1.0,15,,56,U,20.0,1,15,0.0,E,0
180258,0,17,120.0,30,2,3.0,10,288,0.364,22,3.0,36,S,10.0,4,77,5.0,S,7
131595,0,15,60.0,22,4,,6,308,0.333,21,,86,S,5.67,3,63,4.0,S,0
39246,1,18,34.0,24,4,1.0,4,364,0.667,17,,95,S,4.5,4,29,2.0,A,2
128756,0,10,52.0,20,2,1.0,2,74,0.25,20,,5,U,11.0,2,33,10.0,A,0
10800,0,53,184.0,41,1,5.0,2,198,0.091,21,,60,R,42.0,1,72,32.0,A,0
168102,0,08,81.0,26,1,1.0,3,134,0.091,17,5.0,48,U,17.0,1,92,12.0,A,0
129541,0,35,35.0,26,4,2.0,5,442,0.5,18,,83,T,5.0,5,36,4.0,A,3
24330,0,39,32.0,28,3,,2,323,0.5,15,,92,T,8.5,2,32,5.0,A,0
52774,0,39,265.0,22,1,2.0,12,325,0.333,22,7.0,79,T,21.67,3,126,20.0,A,0
179196,0,14,116.0,16,2,,4,393,0.4,16,,70,S,17.75,4,40,16.0,A,0
174956,1,40,29.0,53,2,2.0,2,276,0.286,15,,64,T,4.5,2,35,11.0,A,3
91134,0,26,25.0,47,2,,1,169,0.5,15,,39,C,20.0,1,15,15.0,N,0
41468,0,41,40.0,29,3,1.0,4,263,0.5,22,,77,T,7.5,4,32,5.0,A,5
81861,0,27,127.0,27,2,5.0,8,447,0.2,18,4.0,94,C,19.0,2,111,17.0,S,10
35803,0,35,135.0,37,4,,20,500,0.667,16,,90,T,5.75,4,85,4.0,S,0
98798,0,36,96.0,35,4,,15,172,0.556,15,4.0,54,T,5.0,5,86,3.0,S,0
137393,0, .,20.0,0,1,4.0,1,191,0.5,17,,94,?,20.0,1,17,0.0,F,0
100924,1,35,30.0,10,2,7.0,2,676,0.5,17,,93,T,15.0,2,21,20.0,N,17
61855,0,27,131.0,45,3,,4,349,0.1,18,7.0,94,C,25.0,1,81,20.0,A,0
88690,0,13,45.0,55,1,6.0,3,398,0.222,24,,83,S,20.0,2,40,20.0,A,0
166005,0,23,51.0,94,2,3.0,2,310,0.125,20,,81,C,15.0,1,86,10.0,A,0
171756,0,23,83.0,63,1,6.0,2,393,0.111,15,6.0,81,C,20.0,1,77,20.0,L,1
133136,0,49,20.0,32,1,1.0,1,260,0.25,16,,72,R,15.0,1,31,10.0,A,1
9165,0,37,95.0,72,1,4.0,1,110,0.0,26,0.0,56,T,0.0,0,56,5.0,A,0
51390,0,41,243.0,10,4,3.0,14,190,0.545,21,1.0,75,T,9.5,6,76,7.0,S,5
41815,0,10,52.0,39,2,2.0,1,167,0.0,20,,46,U,0.0,0,38,5.0,A,7
173508,1,14,30.0,20,1,,1,696,0.0,25,,88,S,0.0,0,40,10.0,A,0
116679,0,31,252.0,28,1,4.0,9,197,0.0,24,3.0,1,C,0.0,0,130,40.0,A,0
166639,0,11,25.0,0,1,5.0,0,601,0.0,22,,93,S,0.0,0,22,0.0,N,1
53212,0,47,26.0,30,1,,2,263,0.333,23,,24,R,13.0,2,29,6.0,A,0
36880,0,20,116.0,41,1,4.0,6,368,0.1,17,4.0,76,S,21.0,1,120,16.0,A,0
48778,0,11,176.0,28,4,5.0,6,392,0.273,18,9.0,42,S,15.67,3,56,35.0,S,2
3964,0, .,1551.0,0,3,2.0,8,251,0.091,15,2.0,22,?,50.0,1,80,31.0,S,4
2501,0,25,41.0,42,1,5.0,2,239,1.0,15,,30,C,12.5,2,20,6.0,F,0
155382,1,07,317.0,43,2,2.0,7,290,0.0,26,0.0,52,U,0.0,0,97,25.0,S,1
130191,0,05,96.0,54,3,4.0,18,414,0.4,20,7.0,87,U,3.5,4,122,3.0,S,2
103178,0,45,15.0,41,1,,1,212,0.333,20,,80,R,15.0,1,20,0.0,F,0
23930,1,24,38.5,41,3,2.0,5,489,0.4,15,,91,C,7.5,2,65,8.5,S,8
164713,0,14,20.0,19,1,7.0,1,840,0.333,23,,91,S,20.0,1,23,0.0,N,0
97334,0,40,260.0,33,3,2.0,16,360,0.222,17,4.0,87,T,11.5,2,126,15.0,S,2
158101,1,13,15.0,38,1,5.0,1,690,0.5,17,,94,S,15.0,1,17,0.0,F,1
42937,1,46,109.0,62,2,5.0,2,316,0.111,16,5.0,81,R,20.0,1,104,11.0,A,0
15790,0,28,117.0,26,1,3.0,11,282,0.2,16,6.0,77,C,10.0,2,88,7.0,A,20
183593,0,36,105.0,50,2,5.0,4,183,0.0,19,2.0,59,T,0.0,0,87,10.0,S,5
188577,0,35,115.0,29,1,7.0,5,445,0.1,5,9.0,85,T,20.0,1,86,20.0,A,1
50573,0,49,87.0,37,1,5.0,5,325,0.2,22,7.0,83,R,12.5,2,64,10.0,A,0
176300,0,38,140.0,31,1,,9,385,0.0,18,4.0,73,T,0.0,0,113,22.0,A,0
47712,0,51,226.0,48,2,1.0,12,179,0.091,18,3.0,76,R,10.0,1,128,6.0,S,0
30375,0,30,30.0,46,2,1.0,1,175,0.333,16,,54,C,15.0,1,17,0.0,N,0
162026,1,13,69.0,54,1,6.0,5,1168,0.0,18,9.0,96,S,0.0,0,104,11.0,A,1
83261,0,11,54.0,51,2,7.0,3,404,0.333,17,,79,S,12.33,3,42,10.0,S,2
156101,0,39,399.0,28,2,,11,342,0.273,15,3.0,77,T,38.33,3,125,37.0,S,0
62265,0,27,184.0,39,2,5.0,9,312,0.091,18,7.0,89,C,20.0,1,128,23.0,S,7
175112,1,39,20.0,18,1,5.0,1,728,0.5,17,,93,T,20.0,1,17,0.0,F,6
79085,0,20,71.0,52,3,4.0,14,429,0.375,17,2.0,64,S,5.0,3,130,2.0,S,0
25040,0,43,35.0,37,1,,1,254,0.143,19,,87,R,15.0,1,27,5.0,A,0
153880,1,11,50.0,11,1,6.0,2,244,0.125,22,8.0,56,S,16.0,1,53,6.0,A,0
9771,0,49,104.0,28,1,3.0,6,246,0.0,8,5.0,82,R,0.0,0,109,9.0,A,0
181677,0,27,50.0,11,1,3.0,3,0,0.222,24,,0,C,20.0,2,41,10.0,A,0
182760,0,46,23.0,29,1,1.0,0,311,0.0,15,,81,R,0.0,0,15,0.0,E,0
86340,1,49,104.0,37,1,1.0,9,255,0.0,18,5.0,77,R,0.0,0,126,22.0,A,0
165978,0,29,35.0,72,1,4.0,1,442,0.0,19,,87,C,0.0,0,45,10.0,A,0
133932,1,51,82.0,37,4,,7,55,0.333,17,6.0,0,R,5.0,3,69,3.0,S,0
159623,1,27,49.0,27,1,2.0,3,217,0.167,21,3.0,62,C,16.0,1,72,11.0,A,0
5424,0,14,1244.0,5,1,7.0,8,772,0.0,5,9.0,98,S,0.0,0,119,160.0,A,6
162952,0,10,26.0,0,2,,1,132,0.333,16,,0,U,10.0,1,21,6.0,N,0
64467,1,45,165.0,33,1,,7,270,0.0,18,5.0,76,R,0.0,0,90,15.0,A,0
148876,1,27,81.0,16,4,7.0,13,560,0.556,17,8.0,91,C,5.6,5,123,5.0,S,1
100507,0,12,44.0,34,3,7.0,5,485,0.5,15,,86,S,7.25,4,44,5.0,A,0
158881,0,34,35.0,62,1,5.0,0,481,0.0,18,,76,T,0.0,0,31,15.0,A,0
170486,1,35,25.0,53,2,,1,347,0.333,15,,77,T,15.0,1,21,5.0,N,0
86089,1,36,112.0,32,1,,7,228,0.0,18,4.0,62,T,0.0,0,75,10.0,A,0
145809,0,20,175.0,29,1,5.0,7,450,0.091,17,6.0,66,S,10.0,1,66,22.0,A,10
149162,0,14,73.0,40,3,6.0,2,842,0.222,22,,93,S,16.0,2,39,20.0,A,0
32431,0,37,26.0,78,3,3.0,2,249,0.5,17,,79,T,10.0,2,21,4.0,N,4
24121,0,50,331.0,31,1,2.0,12,203,0.273,25,0.0,77,R,23.67,3,123,21.0,A,0
101972,1,39,20.0,8,1,,1,340,0.5,17,,91,T,20.0,1,17,0.0,F,0
131443,0,31,77.0,0,4,2.0,4,528,0.222,17,,94,C,9.5,2,55,5.0,A,0
27198,0,35,110.0,0,1,,1,509,0.0,16,9.0,98,T,0.0,0,77,32.0,A,0
8550,0,49,185.0,32,2,,7,320,0.182,23,5.0,86,R,14.0,2,76,9.0,A,0
27310,1,39,20.0,31,1,2.0,1,457,0.2,18,,90,T,5.0,1,28,10.0,A,8
157318,0,13,32.0,61,4,5.0,4,922,0.375,17,,90,S,5.67,3,40,4.0,A,1
85619,1,46,48.0,40,3,4.0,6,181,0.4,19,0.0,89,R,8.0,4,44,7.0,A,0
71404,0,42,98.0,27,2,6.0,1,393,0.0,18,,79,R,0.0,0,40,20.0,S,7
99246,1,50,154.0,55,1,1.0,8,171,0.091,21,0.0,80,R,20.0,1,112,17.0,A,1
99711,0,11,57.0,22,4,4.0,6,449,0.333,18,,80,S,6.67,3,80,2.0,A,8
191047,0,29,67.0,80,2,,7,351,0.444,5,,83,C,9.25,4,69,12.0,A,0
15945,0,36,40.0,33,1,2.0,2,155,0.4,23,,59,T,20.0,2,29,0.0,A,7
126029,0,35,53.0,26,4,5.0,1,469,0.125,15,,87,T,8.0,1,34,10.0,A,20
4243,1,07,97.0,24,2,6.0,2,214,0.0,19,3.0,45,U,0.0,0,109,10.0,A,0
46165,1,37,246.0,71,3,2.0,12,270,0.111,16,2.0,77,T,12.0,1,113,15.0,S,1
106343,0,53,52.0,60,4,1.0,7,173,0.429,15,,76,R,6.67,3,86,5.0,S,2
141475,0,31,45.0,34,3,,2,553,0.25,21,,58,C,8.5,2,32,5.0,A,0
1287,0,11,155.0,0,2,,2,0,0.111,18,,0,S,30.0,1,57,10.0,A,0
150554,0,17,32.0,7,1,,1,325,0.167,18,,31,S,15.0,1,31,2.0,A,0
137300,0,46,105.0,43,2,2.0,2,244,0.1,18,2.0,82,R,20.0,1,64,10.0,A,0
161142,0,53,35.0,38,1,2.0,1,228,0.143,19,,73,R,15.0,1,27,5.0,N,1
170067,0,46,54.0,40,1,,2,297,0.0,18,,43,R,0.0,0,67,12.0,A,0
37426,0,02,141.0,11,1,7.0,3,674,0.0,17,9.0,92,U,0.0,0,67,20.0,A,1
151530,0,21,20.0,30,1,,1,283,0.25,24,,33,S,20.0,1,24,0.0,N,0
188721,1,12,137.0,23,1,7.0,3,505,0.0,5,7.0,81,S,0.0,0,113,15.0,A,28
16291,0,36,55.0,44,1,1.0,0,236,0.0,19,,60,T,0.0,0,28,5.0,A,0
31217,0,36,91.0,43,1,5.0,12,265,0.111,19,3.0,67,T,6.0,1,127,6.0,A,0
47272,0,40,100.0,44,3,,4,425,0.3,17,,94,T,16.67,3,41,10.0,A,0
184611,0,12,40.0,8,1,4.0,2,523,0.125,18,,84,S,10.0,1,41,20.0,A,2
56318,1,35,31.0,16,3,5.0,2,788,0.125,15,,88,T,3.0,1,40,7.0,A,0
64113,0,30,66.0,50,2,2.0,7,201,0.25,16,1.0,85,C,8.5,2,128,9.0,A,0
164424,0,14,64.0,36,1,5.0,2,880,0.0,16,9.0,92,S,0.0,0,57,5.0,A,12
48671,0,30,30.0,46,2,1.0,1,193,0.2,18,,60,C,10.0,1,24,10.0,N,6
100263,0,13,63.0,55,3,,2,641,0.25,18,,96,S,10.0,2,32,12.0,A,0
23495,0,25,51.0,29,4,2.0,12,366,0.667,17,,85,C,4.0,4,88,4.0,S,0
181001,0,41,60.0,0,3,3.0,4,213,0.5,17,2.0,3,T,10.0,3,68,0.0,A,0
136928,0,18,158.0,22,1,4.0,6,393,0.1,25,7.0,84,S,15.0,1,128,18.0,A,0
79326,0,40,109.0,26,1,3.0,13,288,0.25,24,6.0,50,T,7.5,2,92,7.0,A,1
48114,0,51,89.0,39,2,2.0,4,221,0.0,15,4.0,78,R,0.0,0,88,9.0,A,0
142698,0,09,42.0,54,1,,3,174,0.333,23,,14,U,14.0,3,33,10.0,A,0
84474,0,27,25.0,25,1,4.0,1,289,0.25,24,,78,C,25.0,1,24,0.0,N,4
26411,0,11,22.0,12,1,3.0,2,409,0.4,16,,57,S,11.0,2,31,8.0,A,0
177802,0,38,86.0,43,1,1.0,9,258,0.0,17,,59,T,0.0,0,125,7.0,A,0
40596,0,13,138.0,38,2,7.0,7,693,0.364,15,9.0,96,S,17.5,4,65,15.0,A,0
112897,0,39,262.0,25,1,5.0,12,246,0.111,21,0.0,77,T,25.0,1,126,20.0,A,0
144393,1,05,164.0,61,2,,7,352,0.0,19,5.0,50,U,0.0,0,119,9.0,S,0
140304,0,43,47.0,24,1,1.0,2,223,0.111,18,,84,R,15.0,1,43,5.0,A,3
116232,0,14,69.0,33,4,4.0,5,712,0.25,17,,93,S,5.0,2,76,5.0,A,2
51394,0,36,100.0,33,1,,7,0,0.25,17,1.0,0,T,15.0,2,122,10.0,A,0
23300,0,39,124.0,25,1,,8,315,0.2,20,6.0,88,T,15.0,2,77,5.0,A,0
56897,0,14,86.0,34,2,7.0,6,606,0.0,15,9.0,97,S,0.0,0,113,7.0,A,2
127724,0,36,25.0,40,2,4.0,1,289,0.2,18,,86,T,10.0,1,24,5.0,N,0
157657,0,24,87.0,9,2,5.0,5,683,0.4,17,8.0,94,C,13.5,4,75,12.0,S,0
134007,0,21,75.0,36,3,,4,231,0.25,15,,69,S,10.0,1,112,11.0,A,0
118905,1,24,105.0,0,4,5.0,12,724,0.6,17,9.0,99,C,7.5,6,105,5.0,S,17
125310,0,12,130.0,37,2,4.0,2,468,0.0,18,8.0,88,S,0.0,0,53,10.0,A,9
166375,1,11,77.0,29,2,7.0,4,546,0.0,18,8.0,53,S,0.0,0,122,9.0,A,0
56452,0,40,163.0,7,2,4.0,7,452,0.111,17,5.0,93,T,14.0,1,116,11.0,S,0
180876,0,40,106.0,23,4,6.0,5,336,0.333,15,7.0,84,T,12.0,3,65,9.0,A,2
155604,0,27,195.0,28,3,5.0,4,406,0.0,15,5.0,83,C,0.0,0,78,20.0,A,2
117780,0,41,470.0,50,1,2.0,19,64,0.3,26,0.0,43,T,12.0,3,130,12.0,A,9
160500,1,26,88.0,63,3,2.0,5,311,0.222,18,3.0,47,C,10.0,2,69,9.0,A,9
129174,1, .,55.0,0,4,3.0,4,309,0.5,17,,77,?,10.0,4,33,10.0,A,0
62795,1,43,80.0,43,2,2.0,2,273,0.286,15,,89,R,20.0,2,28,0.0,A,0
90110,0,09,38.0,57,1,4.0,2,231,0.167,17,,32,U,16.0,1,44,8.0,A,0
92348,1,14,43.0,40,3,7.0,2,618,0.25,18,,97,S,10.0,2,32,5.0,A,0
53651,0,12,45.0,31,2,5.0,4,365,0.375,18,,78,S,13.33,3,40,20.0,A,5
155311,0,36,46.0,34,1,4.0,3,259,0.143,23,2.0,65,T,15.0,1,52,10.0,A,0
169895,1,23,100.0,69,1,,2,470,0.0,19,7.0,89,C,0.0,0,111,20.0,A,0
115094,1,37,134.0,51,2,,4,249,0.182,24,4.0,74,T,19.0,2,75,21.0,A,0
142260,0,31,39.0,56,2,,3,1299,0.0,18,,94,C,0.0,0,86,9.0,A,0
117054,1,21,30.0,16,1,2.0,1,301,0.143,24,,75,S,10.0,1,32,10.0,A,1
111474,0,41,241.0,32,2,3.0,12,225,0.4,15,8.0,77,T,10.0,4,80,7.0,A,1
116993,1,02,90.0,56,1,4.0,3,388,0.0,19,7.0,97,U,0.0,0,81,7.0,A,6
170708,0,22,140.0,60,1,5.0,3,375,0.0,17,7.0,50,C,0.0,0,75,10.0,A,2
78909,0,16,98.0,43,1,5.0,3,399,0.0,17,7.0,98,S,0.0,0,93,17.0,A,2
99861,0,43,90.0,0,4,2.0,13,225,0.556,16,1.0,83,R,5.0,5,105,0.0,S,1
181438,0,20,15.0,38,1,5.0,1,309,0.333,21,,65,S,15.0,1,21,0.0,N,3
34020,0, .,15.0,0,1,4.0,1,268,0.333,21,,80,?,15.0,1,21,0.0,F,1
129846,1,35,25.0,16,2,7.0,1,483,0.2,18,,80,T,5.0,1,24,15.0,N,3
20954,0,41,138.0,8,2,2.0,10,157,0.167,15,0.0,29,T,20.0,1,127,15.0,A,0
117159,0,21,206.0,4,2,4.0,3,267,0.0,18,4.0,75,S,0.0,0,93,40.0,A,0
126333,1,23,159.0,68,4,7.0,10,530,0.3,15,9.0,57,C,6.67,3,122,5.0,S,11
169144,0,30,43.0,32,4,1.0,7,212,0.455,18,,33,C,4.2,5,45,2.0,A,17
185937,1, .,102.0,47,3,2.0,8,279,0.75,9,9.0,44,?,8.67,3,93,6.0,E,0
100610,0,13,41.0,43,1,,4,701,0.25,24,9.0,98,S,12.5,2,45,10.0,A,0
152151,1,21,167.0,26,1,,2,296,0.0,18,3.0,39,S,0.0,0,75,37.0,A,0
184261,0,27,103.0,41,2,2.0,1,267,0.0,19,2.0,68,C,0.0,0,78,15.0,A,0
12955,0,29,130.0,48,3,,7,313,0.2,17,7.0,83,C,11.5,2,86,9.0,S,0
82584,0,22,15.0,39,1,,0,223,0.0,19,,28,C,0.0,0,19,0.0,F,0
82518,1,12,212.0,33,3,5.0,4,476,0.182,16,9.0,83,S,37.5,2,61,25.0,A,19
174146,0,16,39.0,39,1,3.0,1,363,0.0,17,3.0,59,S,0.0,0,50,15.0,A,0
59225,1,49,91.0,33,4,2.0,12,314,0.273,18,6.0,78,R,7.67,3,126,7.0,S,0
