CONTROL_NUMBER,DONATED,CLUSTER_CODE,RECENT_CARD_RESPONSE_COUNT,RECENT_RESPONSE_PROP,MONTHS_SINCE_FIRST_GIFT,LIFETIME_CARD_PROM,IN_HOUSE,HOME_OWNER,MEDIAN_HOUSEHOLD_INCOME,RECENT_RESPONSE_COUNT,PCT_ATTRIBUTE4,LIFETIME_GIFT_COUNT,RECENT_AVG_CARD_GIFT_AMT,LIFETIME_GIFT_RANGE,PUBLISHED_PHONE,LIFETIME_AVG_GIFT_AMT,PEP_STAR,LIFETIME_MAX_GIFT_AMT,LIFETIME_GIFT_AMOUNT
132917,0,40,2,0.3,24,8,0,H,319,3,35,3,8.0,6.0,1,8.0,1,11.0,24.0
12666,1,35,0,0.2,18,7,1,H,274,1,9,5,0.0,100.0,0,68.8,0,100.0,344.0
70165,0,28,2,0.111,33,12,0,H,381,2,55,2,22.5,5.0,1,22.5,0,25.0,45.0
187220,0,18,1,0.5,17,2,0,U,390,1,4,1,100.0,0.0,1,100.0,0,100.0,100.0
85777,0,36,3,0.143,129,34,0,H,248,3,35,29,16.0,20.0,0,8.79,1,25.0,255.0
98008,0,30,0,0.143,81,23,0,H,194,3,24,11,0.0,7.0,1,8.27,1,12.0,91.0
24891,0,24,0,0.056,38,11,0,U,353,1,61,3,0.0,10.0,0,10.33,0,15.0,31.0
110371,0,49,0,0.077,90,17,0,H,254,1,42,6,0.0,10.0,1,14.0,0,20.0,84.0
48338,1,36,1,0.2,16,6,0,H,288,1,35,1,25.0,0.0,0,25.0,0,25.0,25.0
18708,0,24,1,0.231,28,10,0,H,405,3,70,3,10.0,15.0,1,11.67,0,20.0,35.0
93091,0,01,1,0.286,20,7,0,H,453,2,7,2,25.0,10.0,0,20.0,0,25.0,40.0
55403,0,47,2,0.19,52,18,0,H,233,4,21,8,13.5,20.0,0,12.38,0,25.0,99.0
84403,0,44,1,0.143,23,5,0,H,358,1,28,1,20.0,0.0,1,20.0,0,20.0,20.0
155603,0,25,0,0.1,69,20,0,H,269,2,11,8,0.0,10.0,0,10.25,0,15.0,82.0
168238,0,02,1,0.2,17,5,0,H,767,1,59,1,15.0,0.0,0,15.0,0,15.0,15.0
65784,0,16,1,0.15,56,21,0,H,466,3,34,6,30.0,10.0,1,28.33,0,35.0,170.0
22900,1,31,1,0.125,81,22,0,U,170,2,0,6,31.0,21.0,0,21.33,0,31.0,128.0
181412,1,49,3,0.389,45,15,0,H,227,7,32,8,5.33,4.0,0,5.0,0,6.0,40.0
19812,0,35,1,0.143,57,19,0,H,544,3,19,6,17.0,9.0,1,15.67,1,19.0,94.0
61282,0,40,2,0.167,81,20,0,U,385,3,31,8,15.5,17.0,0,9.25,1,20.0,74.0
52755,0,20,1,0.154,32,10,0,U,148,2,49,2,21.0,6.0,0,18.0,0,21.0,36.0
37771,0,10,1,0.2,19,5,0,H,218,1,38,1,20.0,0.0,1,20.0,0,20.0,20.0
25221,0,24,0,0.0,87,24,0,H,373,0,34,6,0.0,215.0,0,62.5,0,225.0,375.0
111887,0,53,2,0.25,49,19,0,U,167,5,36,13,9.5,5.0,1,6.92,1,10.0,90.0
34188,0,39,1,0.2,17,5,0,H,320,1,19,1,20.0,0.0,1,20.0,0,20.0,20.0
119570,1,15,4,0.211,53,19,0,H,299,4,0,11,8.0,7.0,1,6.18,0,10.0,68.0
42165,1,40,0,0.143,65,20,0,U,310,3,41,6,0.0,10.0,1,16.5,0,20.0,99.0
147430,0,02,1,0.05,130,33,0,U,480,1,57,31,13.0,18.0,0,10.0,1,20.0,310.0
21368,0,36,1,0.2,17,6,0,U,243,1,32,1,25.0,0.0,0,25.0,0,25.0,25.0
73336,0,30,0,0.143,31,10,0,H,333,2,36,3,0.0,15.0,1,11.67,0,20.0,35.0
120805,1,28,3,0.25,44,15,0,H,332,5,47,7,7.0,6.0,1,6.43,0,11.0,45.0
44009,1,18,1,0.056,81,21,0,H,384,1,39,8,20.0,15.0,1,9.38,1,20.0,75.0
168186,1,03,0,0.0,23,5,0,U,549,0,14,1,0.0,0.0,0,20.0,0,20.0,20.0
80024,0,44,3,0.231,29,11,0,H,410,3,22,3,15.67,2.0,1,15.67,1,17.0,47.0
78646,0,08,1,0.118,123,20,0,H,283,2,59,10,20.0,15.0,0,9.1,1,20.0,91.0
49055,0,45,0,0.143,31,9,0,H,230,2,36,3,0.0,5.0,0,11.67,0,15.0,35.0
17440,0,22,3,0.2,76,22,0,U,384,4,32,10,15.33,15.0,0,12.6,1,20.0,126.0
179391,0,01,2,0.2,80,17,0,U,264,2,50,15,8.0,7.0,1,5.8,1,10.0,87.0
75271,0,33,4,0.238,126,32,0,H,222,5,70,21,9.5,8.0,0,7.9,1,11.0,166.0
180428,1,40,0,0.111,105,24,0,H,426,2,27,5,0.0,12.0,0,18.0,0,25.0,90.0
32864,0,27,0,0.067,122,28,0,H,352,1,26,8,0.0,15.0,1,12.38,1,20.0,99.0
120128,1,45,1,0.154,28,9,0,U,277,2,89,2,13.0,2.0,1,14.0,0,15.0,28.0
121402,1,24,5,0.25,113,30,0,H,500,5,6,29,5.0,10.0,0,8.79,1,15.0,255.0
17217,1,49,3,0.15,63,21,0,U,300,3,26,17,6.67,6.0,0,6.71,1,10.0,114.0
38882,0,10,0,0.053,111,24,0,H,149,1,52,6,0.0,12.0,0,9.67,0,15.0,58.0
19208,1, .,1,0.15,80,23,0,H,275,3,0,12,20.0,17.0,0,11.08,1,20.0,133.0
47161,1,12,3,0.143,128,32,0,H,332,3,75,15,11.33,8.0,1,8.8,1,13.0,132.0
166461,0,22,2,0.15,36,13,0,U,254,3,81,3,15.0,10.0,1,15.0,0,20.0,45.0
149336,0,09,4,0.318,125,32,0,U,266,7,0,30,4.0,4.0,0,3.93,1,6.0,118.0
91420,0, .,3,0.25,44,16,0,H,427,5,0,7,8.67,5.0,1,8.0,1,10.0,56.0
45034,0,29,2,0.263,52,16,0,U,331,5,77,10,3.5,5.0,0,4.6,1,8.0,46.0
90572,0,24,3,0.286,123,28,0,H,550,6,27,12,7.33,5.0,1,6.75,1,10.0,81.0
19855,0,24,2,0.182,24,7,0,H,410,2,49,2,13.0,6.0,1,13.0,0,16.0,26.0
103644,1,36,1,0.15,52,17,0,U,178,3,71,7,5.0,7.0,0,6.0,0,10.0,42.0
181820,0,39,0,0.333,20,7,0,U,267,2,29,3,0.0,6.0,1,8.0,0,10.0,24.0
164054,0,14,0,0.0,23,6,0,H,1074,0,36,1,0.0,0.0,0,25.0,0,25.0,25.0
26578,0,36,0,0.056,68,20,0,U,283,1,26,14,0.0,13.0,1,9.5,1,15.0,133.0
179388,0,10,0,0.071,65,13,0,U,102,1,32,5,0.0,13.0,0,9.8,0,15.0,49.0
51741,0,30,2,0.333,31,11,0,U,194,5,37,5,20.0,10.0,1,17.0,0,20.0,85.0
83891,0,17,0,0.235,56,15,0,U,546,4,28,5,0.0,8.0,0,13.0,0,18.0,65.0
131100,0,40,0,0.056,124,29,0,H,0,1,19,11,0.0,15.0,0,18.18,1,25.0,200.0
77458,0,35,1,0.105,41,14,0,H,258,2,32,3,15.0,10.0,0,18.33,0,25.0,55.0
30259,0,27,1,0.056,119,27,0,H,339,1,36,5,23.0,20.0,1,16.2,0,25.0,81.0
100911,0,24,0,0.053,68,19,0,U,513,1,19,5,0.0,7.0,0,14.4,0,17.0,72.0
73534,1,50,3,0.227,44,17,0,H,161,5,20,10,6.33,4.0,1,5.1,1,7.0,51.0
51617,0,35,3,0.25,33,11,0,H,528,4,29,4,12.0,15.0,1,10.75,1,20.0,43.0
170195,0,34,1,0.111,124,50,0,H,474,2,10,23,85.0,75.0,1,21.04,1,85.0,484.0
3000,0,28,2,0.15,41,16,1,H,245,3,61,7,14.0,14.0,1,13.0,0,20.0,91.0
72927,0,49,2,0.105,80,22,0,U,301,2,26,9,16.0,15.0,1,11.67,1,20.0,105.0
117271,0,05,8,0.476,105,29,0,H,313,10,53,21,5.63,5.0,1,5.76,1,10.0,121.0
64873,0,16,3,0.263,40,15,0,H,307,5,21,8,9.33,8.0,1,7.88,1,11.0,63.0
13607,0,25,1,0.143,23,6,1,U,164,1,0,2,15.0,5.0,1,12.5,0,15.0,25.0
10484,0,26,5,0.364,88,26,1,U,285,8,48,29,10.0,12.0,0,9.28,1,15.0,269.0
122156,0,17,2,0.188,126,30,0,U,248,3,8,11,15.0,10.0,1,14.73,0,20.0,162.0
162762,0,20,1,0.133,68,15,0,H,421,2,29,6,10.0,10.0,0,8.67,0,15.0,52.0
88359,0,13,1,0.211,105,25,0,H,901,4,38,10,10.0,5.0,1,8.5,0,10.0,85.0
73238,1,35,1,0.111,69,16,0,H,662,2,28,5,20.0,10.0,1,14.4,0,20.0,72.0
62901,0,31,2,0.294,37,13,0,H,69,5,33,6,10.5,7.0,1,9.67,0,12.0,58.0
33192,1,27,2,0.227,102,29,0,H,341,5,36,16,6.5,5.0,1,6.25,1,10.0,100.0
94438,0,05,1,0.1,119,31,0,U,299,2,90,9,14.0,11.0,0,11.0,0,16.0,99.0
94218,0,10,5,0.389,130,29,0,H,353,7,28,20,4.4,8.0,1,3.25,1,10.0,65.0
148877,0,24,4,0.286,118,31,0,H,613,6,18,20,5.5,2.0,0,5.9,1,7.0,118.0
21577,0,49,1,0.105,56,15,0,U,286,2,28,4,15.0,10.0,0,10.5,0,15.0,42.0
94882,0,17,3,0.316,38,13,0,U,338,6,31,7,5.33,5.0,1,6.0,0,10.0,42.0
136313,0,46,4,0.316,55,16,0,U,217,6,17,12,3.75,4.0,0,3.5,1,6.0,42.0
53890,0,28,1,0.143,21,7,0,H,273,1,76,1,25.0,0.0,0,25.0,0,25.0,25.0
118328,1,46,1,0.308,28,9,0,U,238,4,47,6,10.0,5.0,0,8.5,0,10.0,51.0
53625,0,21,0,0.105,69,17,0,H,522,2,46,5,0.0,5.0,1,13.0,0,15.0,65.0
121603,1,24,3,0.19,53,18,0,H,655,4,11,6,15.0,12.0,1,13.0,0,17.0,78.0
160493,0,27,2,0.105,54,17,0,H,377,2,8,6,15.0,6.0,1,12.83,1,16.0,77.0
115125,0,51,4,0.294,55,16,0,U,151,5,32,7,15.5,14.0,0,12.14,1,17.0,85.0
134007,0,21,1,0.273,112,13,0,U,231,3,36,10,10.0,11.0,0,7.5,1,14.0,75.0
99201,0,36,1,0.118,101,21,0,H,239,2,31,8,15.0,12.0,1,7.25,0,15.0,58.0
23678,0,12,1,0.167,27,9,0,U,625,2,32,3,10.0,5.0,0,7.0,0,10.0,21.0
153923,0,30,2,0.273,24,9,0,U,177,3,5,3,12.5,10.0,0,15.0,0,20.0,45.0
156618,1,17,0,0.125,81,17,0,U,364,2,20,6,0.0,10.0,0,9.67,0,15.0,58.0
189675,0,43,1,0.2,23,4,0,U,258,1,27,1,20.0,0.0,0,20.0,0,20.0,20.0
29788,0,22,0,0.053,64,19,0,U,68,1,0,5,0.0,22.0,0,18.0,1,25.0,90.0
168714,0,30,3,0.176,128,30,0,H,216,3,30,15,9.0,7.0,0,7.0,1,10.0,105.0
133443,1,49,2,0.167,40,13,0,U,238,3,26,6,13.0,10.0,0,9.0,0,15.0,54.0
165099,0,11,1,0.2,16,5,0,H,412,1,29,1,15.0,0.0,0,15.0,0,15.0,15.0
118112,0,36,2,0.143,27,10,0,U,238,2,80,2,20.0,0.0,1,20.0,0,20.0,40.0
98452,0,45,2,0.25,21,8,0,U,269,2,51,2,15.0,10.0,0,15.0,0,20.0,30.0
1397,0,12,3,0.211,57,32,0,H,475,4,27,10,11.67,10.0,1,10.4,0,15.0,104.0
99524,0,18,3,0.263,110,27,0,U,509,5,15,18,5.0,3.0,0,4.06,1,6.0,73.0
15162,0,43,1,0.2,17,6,0,H,381,1,12,1,23.0,0.0,1,23.0,0,23.0,23.0
27824,0,49,4,0.35,74,21,0,H,367,7,23,15,6.75,6.0,1,6.33,1,9.0,95.0
163731,1,13,3,0.176,66,20,0,U,502,3,61,9,11.67,8.0,0,9.89,1,13.0,89.0
126909,0,38,1,0.5,16,6,0,H,213,2,16,2,20.0,12.0,1,14.0,0,20.0,28.0
178001,0,46,0,0.048,64,19,0,U,286,1,45,7,0.0,10.0,1,9.29,0,15.0,65.0
97715,0,24,2,0.188,126,31,0,U,556,3,19,26,10.5,7.0,0,8.23,1,12.0,214.0
128122,1,39,4,0.294,38,13,0,U,215,5,36,8,6.0,4.0,0,6.13,1,9.0,49.0
95089,0,27,0,0.133,32,11,0,U,420,2,9,2,0.0,0.0,0,25.0,0,25.0,50.0
105042,0,49,0,0.1,117,24,0,U,286,1,30,6,0.0,59.0,0,19.94,0,62.0,119.66
138289,0,25,0,0.167,122,26,0,H,218,3,28,14,0.0,8.0,1,6.07,1,10.0,85.0
94281,0,05,1,0.2,16,6,0,H,337,1,40,1,25.0,0.0,0,25.0,0,25.0,25.0
38777,0,03,0,0.2,16,6,0,H,365,1,41,1,0.0,0.0,1,25.0,0,25.0,25.0
139929,0,27,3,0.231,29,11,0,U,270,3,35,3,15.33,10.0,1,15.33,1,20.0,46.0
112319,1,23,2,0.1,75,21,0,U,380,2,58,5,20.0,10.0,1,17.0,0,20.0,85.0
69537,1,49,2,0.188,31,12,0,H,364,3,20,5,10.0,6.0,1,8.6,1,10.0,43.0
73649,0,10,3,0.238,52,18,0,U,197,5,7,9,8.33,5.0,0,8.89,0,10.0,80.0
81695,0,27,0,0.158,128,30,0,H,292,3,30,16,0.0,8.0,1,5.53,1,10.0,88.5
83983,1,15,3,0.286,113,30,0,U,375,6,24,20,15.0,15.0,0,14.5,1,20.0,290.0
111909,0,36,2,0.2,24,9,0,U,198,2,41,3,7.5,5.0,1,6.67,0,10.0,20.0
128931,0,19,1,0.227,69,23,0,H,329,5,37,14,9.0,6.0,1,7.71,1,11.0,108.0
29342,1, .,2,0.15,40,15,0,U,278,3,0,7,7.5,5.0,0,7.29,1,10.0,51.0
142313,1,38,4,0.538,91,17,0,U,325,7,26,17,4.75,5.0,0,3.41,1,6.0,58.0
27267,1,35,1,0.105,92,22,0,H,412,2,19,8,25.0,23.0,1,7.88,0,25.0,63.0
113705,0,27,3,0.136,52,19,0,H,235,3,37,10,20.0,20.0,1,15.8,1,25.0,158.0
185837,0,29,1,0.143,28,12,1,U,336,2,83,3,15.0,6.0,0,18.67,0,21.0,56.0
114213,0,41,0,0.045,76,22,0,U,179,1,24,6,0.0,25.0,0,17.33,0,30.0,104.0
48293,0,22,0,0.045,65,22,0,H,309,1,14,8,0.0,40.0,0,25.88,1,50.0,207.0
36474,1,29,3,0.238,89,23,0,H,249,5,78,12,6.0,7.0,1,6.17,1,10.0,74.0
38152,0,02,2,0.267,31,11,0,H,398,4,25,4,15.0,10.0,0,15.5,0,20.0,62.0
184269,1,27,3,0.176,129,28,0,U,274,3,41,11,16.0,13.0,1,10.0,0,18.0,110.0
174819,0,17,1,0.2,17,5,0,H,231,1,17,1,15.0,0.0,0,15.0,0,15.0,15.0
167318,0,35,2,0.2,89,24,0,U,568,4,14,10,17.5,20.0,0,27.4,1,35.0,274.0
67936,0,16,1,0.091,129,33,0,H,379,2,30,14,25.0,25.0,1,16.14,1,30.0,226.0
44567,0,29,1,0.158,41,14,0,H,233,3,74,6,10.0,7.0,1,6.83,0,10.0,41.0
39174,0,29,3,0.294,79,21,0,U,215,5,81,11,7.67,4.0,1,6.0,1,9.0,66.0
12470,0,18,2,0.214,30,10,1,H,349,3,12,5,15.5,8.05,0,13.81,0,18.05,69.05
11695,0,45,8,0.4,56,21,1,U,245,8,35,19,9.25,27.0,1,9.37,1,30.0,178.0
144670,0,08,1,0.1,100,23,0,H,353,2,16,6,25.0,20.0,0,16.0,0,25.0,96.0
54859,0,50,1,0.15,105,27,0,H,174,3,57,20,15.0,13.0,0,10.1,1,16.0,202.0
58284,1,45,5,0.381,67,21,0,H,225,8,37,16,3.8,4.0,1,3.69,0,6.0,59.0
64261,1,36,1,0.25,128,27,0,H,251,4,36,24,5.0,8.0,0,5.63,1,10.0,135.0
169916,0,42,1,0.143,128,32,0,H,364,3,37,18,5.0,7.0,0,8.17,1,12.0,147.0
36507,0,10,2,0.273,119,30,0,U,303,6,38,13,20.0,10.0,0,14.0,1,20.0,182.0
68380,0,02,1,0.077,41,7,0,H,630,1,67,3,16.0,11.0,1,10.33,0,16.0,31.0
20401,1,50,2,0.091,57,19,0,H,193,2,29,6,22.5,18.0,1,16.17,1,25.0,97.0
167336,0,40,1,0.056,53,16,0,H,401,1,0,3,22.0,12.0,0,16.0,0,22.0,48.0
186292,1,27,3,0.286,81,26,1,H,155,6,19,21,7.33,7.0,0,5.57,1,10.0,117.0
75442,0,45,1,0.15,114,30,0,U,251,3,38,22,6.0,5.0,1,4.59,1,8.0,101.0
108117,0,27,2,0.091,41,16,0,U,220,2,30,4,35.0,45.0,0,21.25,0,50.0,85.0
118182,1,47,0,0.273,124,28,0,H,213,3,38,22,0.0,6.0,1,4.5,1,8.0,99.0
126469,1,22,2,0.278,69,20,0,H,199,5,13,26,11.0,7.0,1,8.73,1,12.0,227.0
190564,0,09,1,0.143,68,15,0,U,217,2,0,9,20.0,25.0,1,15.0,0,35.0,135.0
177626,0,46,0,0.118,88,21,0,U,242,2,32,5,0.0,4.0,0,16.6,0,19.0,83.0
55484,1,50,0,0.095,80,23,0,U,132,2,35,8,0.0,20.0,0,12.75,1,23.0,102.0
133640,1,27,6,0.444,88,22,0,H,359,8,36,14,8.0,5.0,1,7.5,1,10.0,105.0
106502,0,44,2,0.095,122,32,0,H,379,2,20,11,27.5,20.0,0,19.27,1,30.0,212.0
178070,1,35,3,0.294,110,27,0,H,370,5,41,20,9.67,10.0,1,6.73,0,12.0,134.5
171383,1,24,1,0.273,24,9,0,H,503,3,15,3,5.0,6.0,1,7.67,0,11.0,23.0
113776,0,39,1,0.267,32,11,0,U,253,4,4,4,20.0,15.0,0,16.25,0,20.0,65.0
12428,0,31,5,0.364,65,22,1,U,156,8,44,18,23.4,17.0,0,20.56,1,30.0,370.0
141110,0,07,5,0.533,33,12,0,H,389,8,18,8,6.4,3.0,0,6.63,1,8.0,53.0
158334,0,14,4,0.286,28,11,0,U,791,4,15,4,16.25,11.0,0,16.25,1,21.0,65.0
140134,0,39,1,0.059,125,26,0,U,220,1,16,11,20.0,15.0,0,12.36,1,20.0,136.0
74440,0,45,0,0.105,125,30,0,H,271,2,41,18,0.0,6.0,0,7.33,1,11.0,132.0
9727,1,02,1,0.136,39,16,0,H,1122,3,49,4,25.0,75.0,1,81.25,0,100.0,325.0
127041,0,25,2,0.2,85,26,0,U,494,4,7,23,22.5,15.0,0,18.48,1,25.0,425.0
126213,0,11,1,0.1,81,21,0,U,210,2,47,9,15.0,12.0,1,8.11,1,15.0,73.0
76128,1,45,3,0.222,114,28,0,H,271,4,36,14,6.33,6.5,1,4.96,1,8.0,69.5
162996,0,09,2,0.2,23,9,0,U,192,2,36,2,12.5,5.0,0,12.5,0,15.0,25.0
181061,0,35,1,0.1,24,6,0,U,471,1,14,1,20.0,0.0,1,20.0,0,20.0,20.0
135900,0,18,2,0.136,93,28,0,U,302,3,28,10,16.5,13.0,0,12.0,1,18.0,120.0
112778,0,36,5,0.4,52,18,0,H,201,8,50,17,11.0,21.0,0,9.24,1,24.0,157.0
107123,0,44,3,0.273,24,9,0,U,368,3,35,3,15.0,10.0,0,15.0,1,20.0,45.0
63186,0,43,0,0.1,101,27,0,U,269,2,34,11,0.0,9.0,1,7.45,1,12.0,82.0
56826,0,14,0,0.154,31,8,0,H,514,2,21,2,0.0,2.0,1,14.0,0,15.0,28.0
36125,0,16,2,0.133,125,25,0,H,279,2,44,8,13.0,10.0,1,8.88,0,15.0,71.0
149760,0,09,6,0.455,53,19,0,U,355,10,47,20,7.0,6.0,0,7.0,1,11.0,140.0
134216,0,44,0,0.059,130,29,0,H,432,1,18,30,0.0,8.0,1,4.8,1,10.0,144.0
83240,0,15,1,0.091,113,28,0,H,439,2,39,10,25.0,22.0,0,13.7,1,25.0,137.0
181446,0,31,1,0.25,39,14,0,H,121,5,33,6,10.0,5.0,1,7.0,0,10.0,42.0
132145,1,46,2,0.133,123,27,0,U,200,2,36,14,11.0,11.0,0,6.14,1,12.0,86.0
86340,1,49,0,0.048,126,30,0,H,255,1,37,15,0.0,22.0,1,6.93,1,25.0,104.0
88856,1,13,5,0.294,107,25,0,U,615,5,47,18,3.6,3.0,1,3.06,1,5.0,55.0
132054,0,42,1,0.111,63,17,0,H,143,2,19,7,12.0,12.0,1,7.86,0,15.0,55.0
21710,1,36,0,0.105,130,30,0,U,257,2,45,19,0.0,7.0,0,9.53,1,12.0,181.0
165311,0,09,1,0.2,18,5,0,U,326,1,0,1,15.0,0.0,0,15.0,0,15.0,15.0
79901,0,49,4,0.381,123,32,0,H,330,8,19,29,5.0,6.0,0,5.24,1,9.0,152.0
67961,1,08,2,0.111,45,13,0,U,293,2,27,3,15.0,0.0,0,15.0,0,15.0,45.0
107709,0,40,0,0.091,41,15,0,U,260,2,36,3,0.0,5.0,0,28.33,0,30.0,85.0
169058,0,16,2,0.211,33,13,0,H,338,4,30,4,12.5,10.0,0,15.0,0,20.0,60.0
47853,0,25,2,0.222,33,8,0,U,405,2,41,2,15.0,10.0,0,15.0,0,20.0,30.0
15467,0,35,1,0.091,44,17,0,H,460,2,17,6,50.0,40.0,0,33.33,1,50.0,200.0
60184,0,21,1,0.231,119,23,0,U,234,3,31,17,7.0,6.0,0,4.65,1,7.0,79.0
14437,1,16,2,0.095,105,28,1,H,350,2,47,29,12.5,16.0,1,8.34,1,16.0,242.0
175609,0,10,4,0.389,74,22,0,H,219,7,31,15,10.0,7.0,0,9.1,1,12.0,136.5
113951,0,45,0,0.091,126,17,0,H,174,1,51,14,0.0,22.0,0,6.57,1,25.0,92.0
137888,0,46,3,0.136,76,24,0,H,164,3,0,10,17.0,15.0,0,12.1,1,20.0,121.0
145299,0,01,3,0.222,41,14,0,H,452,4,60,6,10.33,2.0,0,10.5,0,12.0,63.0
95437,0,44,1,0.2,17,6,0,U,303,1,30,1,23.0,0.0,1,23.0,0,23.0,23.0
14259,0,37,1,0.125,23,10,1,H,191,1,58,4,10.0,10.0,1,15.0,0,20.0,60.0
76620,0,30,1,0.25,32,11,0,U,228,4,53,4,15.0,7.5,1,13.63,0,17.5,54.5
5502,0,21,1,0.105,129,33,1,H,234,2,18,27,14.0,9.0,1,10.19,1,14.0,275.0
95582,1,26,2,0.154,29,9,0,U,279,2,47,2,15.0,0.0,0,15.0,0,15.0,30.0
157279,0,15,1,0.063,112,18,0,U,354,1,28,5,20.0,17.0,1,11.2,0,20.0,56.0
50715,0,32,3,0.19,40,14,0,H,89,4,0,7,16.0,15.0,1,15.43,1,20.0,108.0
112101,0,51,0,0.1,88,12,0,H,192,1,38,4,0.0,12.0,0,7.0,0,15.0,28.0
119355,0,40,1,0.095,93,27,0,H,356,2,40,14,14.0,12.0,0,9.64,1,15.0,135.0
107204,0,25,0,0.136,125,31,0,H,205,3,10,11,0.0,9.0,1,11.18,0,15.0,123.0
71704,0,15,2,0.143,91,23,0,H,397,3,44,9,15.0,10.0,1,10.44,1,15.0,94.0
112954,0,46,4,0.333,130,23,0,U,252,4,25,22,5.75,8.0,1,6.05,1,11.0,133.0
44370,1,29,4,0.25,128,29,0,H,354,5,75,18,5.0,4.0,0,4.44,1,6.0,80.0
156393,0,02,1,0.143,21,5,0,U,810,1,39,1,15.0,0.0,0,15.0,0,15.0,15.0
128326,0,45,3,0.3,41,15,0,U,214,6,29,8,9.67,6.0,0,7.88,0,11.0,63.0
1357,1,17,6,0.455,126,41,0,H,328,10,7,21,14.5,22.0,0,10.67,1,27.0,224.0
145895,1,11,2,0.214,29,11,0,U,445,3,42,4,11.0,7.0,0,9.75,0,12.0,39.0
177304,0,44,1,0.056,81,22,0,H,275,1,32,8,20.0,15.0,0,10.63,0,20.0,85.0
96528,0,41,4,0.444,66,18,0,U,171,8,47,18,3.5,3.0,1,3.06,1,5.0,55.0
111949,1,51,4,0.318,91,30,0,U,166,7,33,33,5.0,4.0,0,4.61,1,6.0,152.0
171367,0,46,0,0.1,119,31,0,H,352,2,19,17,0.0,9.0,1,6.47,1,11.0,110.0
44715,1,28,0,0.077,110,23,0,H,241,1,70,16,0.0,10.5,1,7.19,1,11.0,115.0
173080,0,46,1,0.105,105,27,0,H,254,2,35,16,20.0,20.0,0,14.69,1,25.0,235.0
116894,1,01,2,0.111,45,15,0,U,368,2,40,4,16.5,15.0,1,12.25,0,20.0,49.0
36353,1,29,1,0.105,53,15,0,H,335,2,87,4,11.0,10.0,1,9.5,0,15.0,38.0
69780,0,12,1,0.158,40,14,0,H,492,3,19,4,20.0,15.0,0,12.5,1,20.0,50.0
161480,1,13,4,0.333,81,23,0,H,771,6,49,19,10.0,8.0,1,7.74,1,11.0,147.0
145520,0,07,2,0.333,112,24,0,U,458,4,13,21,4.0,4.0,0,3.95,1,6.0,83.0
85931,1,49,5,0.333,74,24,0,U,256,7,33,18,6.4,6.0,0,6.11,1,9.0,110.0
86387,1,49,2,0.182,24,9,0,U,248,2,29,2,10.0,10.0,1,10.0,0,15.0,20.0
59999,0,32,1,0.091,111,30,0,U,171,2,40,9,34.0,45.0,1,22.22,0,50.0,200.0
3099,0,32,2,0.308,29,13,1,H,76,4,64,5,10.0,16.0,1,12.2,1,21.0,61.0
135930,0,29,0,0.105,53,16,0,U,172,2,77,4,0.0,10.0,0,11.5,0,15.0,46.0
141850,0,42,1,0.059,37,10,0,H,354,1,36,2,20.0,15.0,1,12.5,0,20.0,25.0
160872,0,24,1,0.2,16,5,0,H,649,1,18,1,15.0,0.0,0,15.0,0,15.0,15.0
49748,0,36,2,0.167,130,31,0,U,217,3,31,17,15.0,17.0,0,9.12,1,20.0,155.0
2242,0,42,2,0.182,24,15,0,H,373,2,19,3,12.5,20.0,0,18.33,0,30.0,55.0
30576,0,22,2,0.095,79,26,0,U,160,2,49,15,8.5,23.0,1,8.87,1,25.0,133.0
16099,1,43,1,0.308,32,9,0,H,282,4,28,4,5.0,8.0,0,5.5,0,10.0,22.0
152814,0,33,1,0.105,36,13,0,U,223,2,77,2,25.0,2.0,0,26.0,0,27.0,52.0
14925,0,41,2,0.143,105,28,1,U,179,3,72,16,15.0,12.0,1,12.13,0,18.0,194.0
127903,0,24,2,0.143,44,11,0,U,392,2,61,3,11.0,10.0,1,9.0,0,15.0,27.0
10851,1,39,4,0.364,93,39,1,U,303,8,19,46,13.25,44.0,0,12.11,1,47.0,557.0
67177,1,16,8,0.4,88,24,0,H,504,8,47,16,11.88,10.0,0,9.94,1,15.0,159.0
153469,0,05,1,0.2,16,5,0,U,385,1,53,1,15.0,0.0,0,15.0,0,15.0,15.0
137028,0,43,2,0.211,89,22,0,H,160,4,39,15,8.0,7.0,1,5.2,1,9.0,78.0
95351,1,35,1,0.125,124,24,0,H,473,2,42,28,13.0,14.99,1,8.07,1,15.0,226.01
158847,0,40,2,0.167,125,27,0,U,466,3,22,11,16.0,15.0,0,8.09,1,17.0,89.0
105857,0,31,5,0.316,39,16,0,U,190,6,19,8,22.4,22.0,0,24.63,1,37.0,197.0
36755,0,18,1,0.071,124,25,0,H,412,1,12,8,20.0,19.0,1,7.25,1,20.0,58.0
23073,0,35,0,0.143,20,6,0,U,421,1,13,1,0.0,0.0,0,20.0,0,20.0,20.0
30546,0,49,6,0.409,44,18,0,H,452,9,23,12,7.5,12.0,0,7.17,1,15.0,86.0
43542,0,10,0,0.125,57,14,0,U,0,2,0,4,0.0,10.0,0,9.5,0,15.0,38.0
99813,1,51,0,0.267,32,10,0,H,223,4,18,4,0.0,12.0,0,11.0,1,17.0,44.0
52548,1,43,0,0.095,76,22,0,U,203,2,34,7,0.0,19.0,0,13.57,0,25.0,95.0
